Municipio;0 a 6 dias;7 a 27 dias;28 a 364 dias;Menor 1 ano (ign);Menor que 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos e mais;Idade ignorada;Total
110001 Alta Floresta D'Oeste;10;4;5;0;19;2;2;2;1;0;0;2;1;3;1;6;4;3;4;5;2;4;0;61
110037 Alto Alegre dos Parecis;1;0;1;0;2;1;0;1;0;0;0;0;0;0;0;1;0;2;1;3;0;0;1;12
110040 Alto Paraíso;2;0;0;0;2;0;0;0;2;0;0;0;0;0;3;2;1;1;0;0;0;0;0;11
110034 Alvorada D'Oeste;2;0;1;0;3;0;0;0;1;1;0;1;0;0;0;1;1;0;1;4;0;0;0;13
110002 Ariquemes;6;3;3;0;12;8;1;3;4;4;0;4;4;6;8;3;6;9;12;4;7;20;0;115
110045 Buritis;1;0;3;0;4;2;0;1;0;0;3;0;0;0;1;2;0;1;2;1;1;1;0;19
110003 Cabixi;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;2;0;3;1;0;1;0;11
110060 Cacaulândia;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;1;1;0;6
110004 Cacoal;11;2;6;0;19;2;3;3;1;6;4;6;4;6;4;1;5;9;9;12;9;27;1;131
110070 Campo Novo de Rondônia;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;0;7
110080 Candeias do Jamari;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2
110090 Castanheiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
110005 Cerejeiras;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;2;1;0;0;0;0;6
110092 Chupinguaia;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3
110006 Colorado do Oeste;1;0;1;0;2;1;0;1;1;2;0;2;3;2;3;2;0;5;5;3;6;6;0;44
110007 Corumbiara;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3
110008 Costa Marques;2;0;2;0;4;1;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;10
110094 Cujubim;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3
110009 Espigão D'Oeste;1;0;4;0;5;1;0;1;1;1;2;0;1;0;0;3;3;3;3;3;1;9;2;39
110100 Governador Jorge Teixeira;2;1;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;8
110010 Guajará-Mirim;1;0;2;0;3;0;1;1;0;1;3;2;3;1;1;4;4;3;2;7;3;14;0;53
110110 Itapuã do Oeste;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2
110011 Jaru;7;3;4;0;14;3;1;2;1;1;2;1;1;2;2;5;3;1;10;4;7;22;0;82
110012 Ji-Paraná;13;1;8;0;22;3;1;2;2;1;2;4;6;8;6;8;15;12;15;12;15;33;0;167
110013 Machadinho D'Oeste;1;0;2;0;3;0;0;0;0;1;1;0;1;0;2;0;0;0;2;0;0;1;0;11
110120 Ministro Andreazza;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;2;0;8
110130 Mirante da Serra;5;1;0;0;6;1;1;0;0;0;1;1;2;1;1;0;2;2;3;0;2;7;0;30
110140 Monte Negro;1;1;1;0;3;1;0;0;0;0;0;0;0;1;0;0;0;3;0;2;0;2;0;12
110014 Nova Brasilândia D'Oeste;1;0;1;0;2;1;0;0;0;0;0;0;0;2;1;1;1;2;1;3;0;1;1;16
110033 Nova Mamoré;1;0;0;0;1;0;0;1;2;0;0;2;1;0;2;1;1;2;1;2;0;0;0;16
110143 Nova União;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;4
110050 Novo Horizonte do Oeste;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2;0;6
110015 Ouro Preto do Oeste;9;0;4;0;13;2;1;3;1;2;1;0;2;2;0;4;2;7;9;6;5;10;0;70
110145 Parecis;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
110018 Pimenta Bueno;4;0;0;0;4;3;0;0;2;0;0;1;2;4;3;1;3;3;4;8;4;5;0;47
110146 Pimenteiras do Oeste;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
110020 Porto Velho;74;16;39;0;129;19;19;7;13;13;24;23;26;25;30;30;32;41;36;44;43;69;0;623
110025 Presidente Médici;2;0;1;0;3;0;0;2;0;2;5;0;3;6;1;1;3;6;6;1;6;10;1;56
110147 Primavera de Rondônia;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;4
110026 Rio Crespo;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2
110028 Rolim de Moura;6;0;1;0;7;2;2;2;2;0;3;1;2;2;2;2;2;6;9;6;5;8;0;63
110029 Santa Luzia D'Oeste;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;0;7
110148 São Felipe D'Oeste;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;4
110149 São Francisco do Guaporé;1;1;2;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6
110032 São Miguel do Guaporé;0;0;1;0;1;0;0;1;0;0;0;0;0;0;2;0;2;1;1;1;1;0;0;10
110150 Seringueiras;0;0;2;0;2;0;0;0;2;0;1;0;1;0;1;2;0;0;1;1;1;1;0;13
110155 Teixeirópolis;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;2;0;6
110160 Theobroma;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;3;0;9
110170 Urupá;1;0;0;0;1;0;0;1;0;0;0;2;0;1;3;0;1;1;1;0;1;1;0;13
110175 Vale do Anari;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;4
110180 Vale do Paraíso;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
110030 Vilhena;6;2;4;0;12;0;3;0;0;1;1;3;3;5;3;2;6;4;5;3;8;5;0;64
110000 Município ignorado - RO;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;5
120001 Acrelândia;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3
120010 Brasiléia;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1;2;5;0;12
120013 Bujari;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;5
120020 Cruzeiro do Sul;12;1;9;0;22;6;2;3;0;3;0;4;1;1;4;2;5;8;6;9;8;26;0;110
120025 Epitaciolândia;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2
120030 Feijó;3;1;2;0;6;0;2;1;1;2;2;2;2;2;1;2;0;1;1;1;2;7;0;35
120033 Mâncio Lima;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2
120034 Manoel Urbano;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;5
120035 Marechal Thaumaturgo;0;0;1;0;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;2;0;8
120038 Plácido de Castro;0;0;1;0;1;0;0;0;1;0;0;1;0;2;0;0;1;1;0;0;0;0;0;7
120080 Porto Acre;0;0;2;0;2;1;0;0;1;1;0;0;0;0;0;1;0;0;2;1;1;0;0;10
120039 Porto Walter;1;0;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;5
120040 Rio Branco;70;15;31;0;116;17;5;7;10;9;14;14;20;12;19;25;27;34;25;42;29;103;0;528
120042 Rodrigues Alves;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;4
120043 Santa Rosa do Purus;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
120050 Sena Madureira;1;0;3;0;4;2;0;0;1;1;1;0;0;1;1;1;3;3;2;2;5;2;0;29
120045 Senador Guiomard;0;0;1;0;1;0;1;0;1;0;0;0;2;0;0;0;1;0;0;2;1;2;0;11
120060 Tarauacá;3;0;3;0;6;0;1;1;1;1;1;0;1;0;1;0;3;1;3;1;3;5;0;29
120070 Xapuri;1;0;0;0;1;0;0;0;1;1;0;0;0;0;2;0;3;0;0;0;1;2;0;11
120000 Município ignorado - AC;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;4
130002 Alvarães;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;2;0;1;0;0;6
130008 Anamã;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
130010 Anori;1;0;1;0;2;0;0;0;0;0;0;2;0;0;0;2;0;1;0;2;1;1;0;11
130014 Apuí;0;0;0;0;0;0;0;0;1;2;0;2;2;0;0;2;1;0;0;0;1;2;0;13
130020 Atalaia do Norte;0;1;4;0;5;0;1;0;1;1;0;0;0;0;0;0;0;0;0;2;0;3;0;13
130030 Autazes;1;0;6;0;7;0;0;3;1;1;0;1;1;0;0;1;1;3;2;1;1;10;0;33
130040 Barcelos;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;1;1;0;7
130050 Barreirinha;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
130060 Benjamin Constant;2;0;2;0;4;3;1;0;0;1;1;1;1;0;0;1;0;4;0;1;3;4;0;25
130063 Beruri;0;2;4;0;6;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;12
130068 Boa Vista do Ramos;0;0;3;0;3;2;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;2;0;11
130070 Boca do Acre;0;0;1;0;1;0;0;0;0;1;1;1;1;0;1;0;1;1;0;1;3;3;0;15
130080 Borba;1;0;0;0;1;1;0;0;0;0;0;1;2;0;0;2;0;1;0;0;0;0;0;8
130083 Caapiranga;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;4
130090 Canutama;0;0;1;0;1;2;0;0;0;0;1;0;1;0;0;1;0;1;1;1;1;1;0;11
130100 Carauari;2;0;9;0;11;4;0;2;1;0;2;0;0;5;0;1;0;2;1;2;2;5;0;38
130110 Careiro;2;0;1;0;3;2;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;10
130115 Careiro da Várzea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2
130120 Coari;4;0;1;0;5;1;0;1;2;0;0;3;1;0;0;0;3;1;1;1;0;2;0;21
130130 Codajás;2;0;1;0;3;0;0;0;0;1;1;0;0;0;0;0;2;2;1;0;0;1;0;11
130140 Eirunepé;1;0;2;0;3;0;1;0;0;0;0;2;1;0;0;0;0;1;1;0;0;1;0;10
130150 Envira;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;6
130160 Fonte Boa;1;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;7
130165 Guajará;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;3;0;9
130170 Humaitá;3;2;2;0;7;0;0;0;2;0;1;1;0;2;2;3;1;1;4;7;2;4;0;37
130180 Ipixuna;1;0;1;0;2;0;1;3;0;2;0;1;0;0;0;0;0;0;0;0;3;1;0;13
130185 Iranduba;2;1;3;0;6;3;1;0;1;0;0;0;3;1;1;0;0;1;2;1;0;4;0;24
130190 Itacoatiara;4;2;9;0;15;2;2;2;2;2;2;3;2;2;2;4;9;4;9;6;9;33;0;110
130195 Itamarati;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;4
130200 Itapiranga;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;2;0;6
130220 Juruá;0;0;2;0;2;2;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;1;0;9
130230 Jutaí;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;2;0;7
130240 Lábrea;0;0;3;0;3;1;0;0;0;1;1;0;0;0;0;0;0;0;0;2;2;1;0;11
130250 Manacapuru;11;2;11;0;24;6;1;1;2;1;3;3;0;4;0;2;6;4;5;3;2;21;0;88
130255 Manaquiri;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;4
130260 Manaus;286;56;203;0;545;96;25;28;59;54;63;54;66;109;131;115;163;138;186;207;213;492;0;2744
130270 Manicoré;1;1;0;0;2;2;1;0;0;1;1;1;1;1;1;1;2;3;0;2;4;12;0;35
130290 Maués;0;1;1;0;2;3;1;1;1;4;0;2;2;1;3;2;0;1;6;8;3;9;0;49
130300 Nhamundá;2;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;2;0;1;2;0;3;0;12
130310 Nova Olinda do Norte;2;0;2;0;4;0;0;0;0;2;0;2;0;0;0;1;2;2;0;0;3;5;0;21
130320 Novo Airão;1;1;1;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;7
130330 Novo Aripuanã;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3
130340 Parintins;5;0;6;0;11;4;4;1;0;2;0;1;6;3;5;2;7;4;13;9;9;17;0;98
130350 Pauini;0;1;0;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;1;0;1;0;8
130353 Presidente Figueiredo;3;0;2;0;5;0;0;1;0;1;0;1;0;2;1;1;1;1;0;1;0;1;0;16
130356 Rio Preto da Eva;1;0;1;0;2;1;0;0;0;0;0;2;0;1;1;0;0;1;0;0;0;0;0;8
130360 Santa Isabel do Rio Negro;1;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;5
130370 Santo Antônio do Içá;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
130380 São Gabriel da Cachoeira;2;2;2;0;6;1;0;0;1;0;0;0;0;1;1;0;1;1;0;1;0;3;0;16
130390 São Paulo de Olivença;0;0;2;0;2;2;1;2;0;2;0;1;2;1;0;1;1;2;2;0;4;3;0;26
130400 Silves;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;5
130406 Tabatinga;6;1;3;0;10;1;4;1;0;3;0;1;1;1;2;2;2;1;2;1;2;2;0;36
130410 Tapauá;1;0;1;0;2;1;0;0;0;0;1;0;0;0;1;0;0;0;0;3;0;6;0;14
130420 Tefé;5;0;4;0;9;2;0;1;4;2;0;2;1;0;3;5;0;1;3;1;6;2;0;42
130423 Tonantins;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
130430 Urucará;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;5
130440 Urucurituba;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;2;13;0;19
130000 Município ignorado - AM;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
140005 Alto Alegre;2;1;9;0;12;7;1;2;1;1;6;1;1;2;3;0;0;1;2;1;2;2;0;45
140002 Amajari;0;0;4;0;4;2;2;0;2;0;0;0;0;0;0;0;0;0;1;0;0;3;0;14
140010 Boa Vista;17;5;11;0;33;8;5;6;13;8;11;13;15;12;14;12;10;13;15;16;13;34;0;251
140015 Bonfim;1;0;3;0;4;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;9
140017 Cantá;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;2;0;8
140020 Caracaraí;8;2;2;0;12;6;0;2;2;2;0;1;0;1;1;0;1;2;0;2;1;1;0;34
140023 Caroebe;1;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;5
140028 Iracema;0;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;6
140030 Mucajaí;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;6
140040 Normandia;1;0;1;0;2;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3;0;8
140045 Pacaraima;0;0;1;0;1;0;0;1;1;2;0;1;0;0;1;0;0;0;0;1;0;0;0;8
140047 Rorainópolis;0;1;1;0;2;0;0;0;0;1;0;1;1;0;1;0;0;1;0;1;0;0;0;8
140050 São João da Baliza;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3
140060 São Luiz;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
140070 Uiramutã;0;0;0;0;0;2;1;2;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;9
140000 Município ignorado - RR;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;6
150010 Abaetetuba;14;4;17;0;35;8;1;2;2;1;4;0;5;2;5;8;10;5;12;13;13;67;0;193
150013 Abel Figueiredo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;4
150020 Acará;11;2;4;0;17;4;1;2;2;0;0;1;2;1;2;1;1;2;1;4;3;1;0;45
150030 Afuá;3;0;3;0;6;1;0;0;0;0;1;0;1;0;0;1;0;0;0;2;0;1;0;13
150034 Água Azul do Norte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2
150040 Alenquer;0;2;1;0;3;4;1;0;1;2;1;1;1;2;2;0;1;3;7;8;12;13;0;62
150050 Almeirim;1;0;1;0;2;0;1;1;2;0;0;0;0;1;0;1;1;1;2;1;2;4;0;19
150060 Altamira;13;2;7;0;22;6;1;2;3;1;3;6;7;7;5;6;6;4;11;11;9;15;0;125
150070 Anajás;0;0;0;0;0;2;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;1;0;9
150080 Ananindeua;41;20;19;0;80;9;4;4;9;8;7;24;20;15;23;25;23;26;40;34;47;97;1;496
150085 Anapu;0;0;1;0;1;1;0;0;0;2;0;0;2;0;0;1;0;0;1;0;0;0;0;8
150090 Augusto Corrêa;1;0;1;0;2;1;1;1;0;0;1;1;0;0;2;1;1;2;1;2;2;6;0;24
150095 Aurora do Pará;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;4;1;1;0;5;0;14
150100 Aveiro;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;3;0;9
150110 Bagre;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4
150120 Baião;2;0;0;0;2;0;1;0;0;0;0;3;2;0;1;0;0;1;1;0;1;6;0;18
150125 Bannach;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
150130 Barcarena;1;1;0;0;2;3;0;0;2;0;2;0;1;0;1;1;1;5;4;2;1;9;0;34
150140 Belém;192;71;64;0;327;52;19;25;50;62;52;55;87;120;99;129;171;206;248;295;300;873;0;3170
150145 Belterra;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
150150 Benevides;7;3;2;0;12;2;0;1;0;2;2;4;0;0;1;0;3;4;2;7;5;5;0;50
150157 Bom Jesus do Tocantins;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;1;1;3;0;11
150160 Bonito;1;0;1;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;2;1;1;3;0;11
150170 Bragança;9;1;14;0;24;5;2;3;4;2;1;3;2;3;5;6;6;13;8;10;9;31;0;137
150172 Brasil Novo;1;0;1;0;2;0;0;0;1;0;0;1;0;0;0;1;0;0;1;1;0;0;0;7
150175 Brejo Grande do Araguaia;1;0;1;0;2;0;0;0;0;0;1;0;0;1;2;1;0;0;1;1;2;0;0;11
150178 Breu Branco;3;2;0;0;5;0;1;1;0;2;2;0;0;5;1;0;3;1;1;3;2;2;0;29
150180 Breves;7;3;9;0;19;7;1;2;2;4;2;0;4;7;1;2;1;9;3;7;7;30;0;108
150190 Bujaru;1;0;2;0;3;1;0;1;0;1;1;0;1;1;0;2;1;2;3;4;2;8;0;31
150200 Cachoeira do Arari;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;3;1;2;0;1;4;0;14
150195 Cachoeira do Piriá;1;0;2;0;3;1;2;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;12
150210 Cametá;5;4;5;0;14;6;1;3;2;3;0;1;2;1;2;6;1;3;4;3;8;26;0;86
150215 Canaã dos Carajás;2;0;1;0;3;0;0;0;1;0;0;0;0;1;0;0;2;0;2;1;2;1;0;13
150220 Capanema;7;1;3;0;11;0;0;1;1;1;2;3;0;3;2;3;3;7;6;5;6;26;0;80
150230 Capitão Poço;1;0;1;0;2;2;1;0;0;0;0;2;2;0;0;2;0;1;3;1;1;1;0;18
150240 Castanhal;18;3;7;0;28;6;4;2;3;5;6;7;9;6;13;18;14;15;12;19;24;75;2;268
150250 Chaves;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
150260 Colares;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;2;2;0;3;4;4;4;0;22
150270 Conceição do Araguaia;5;0;2;0;7;0;0;2;1;1;1;1;2;2;4;2;2;2;0;4;4;5;0;40
150275 Concórdia do Pará;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;5;0;10
150276 Cumaru do Norte;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
150277 Curionópolis;4;1;0;0;5;2;0;1;0;0;0;3;2;3;2;0;0;0;1;0;2;3;0;24
150280 Curralinho;0;0;0;0;0;1;0;0;0;1;2;0;1;0;0;0;0;0;1;0;0;2;1;9
150285 Curuá;1;2;0;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;8
150290 Curuçá;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;4;0;2;4;4;0;17
150293 Dom Eliseu;0;0;2;0;2;0;0;0;0;2;0;0;1;0;0;0;0;1;1;1;1;2;0;11
150295 Eldorado do Carajás;6;1;5;0;12;6;1;0;1;1;1;1;1;0;3;0;0;2;1;2;0;2;0;34
150300 Faro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;4
150304 Floresta do Araguaia;2;0;1;0;3;0;0;1;1;0;1;0;0;0;1;0;1;0;4;0;0;1;0;13
150307 Garrafão do Norte;2;0;4;0;6;1;1;0;0;0;0;0;0;1;0;2;0;3;1;3;2;5;0;25
150309 Goianésia do Pará;5;0;8;0;13;2;3;1;1;3;0;1;1;1;2;0;3;1;1;1;1;1;0;36
150310 Gurupá;3;0;6;0;9;2;0;1;0;0;2;0;0;1;2;0;0;1;0;3;4;10;0;35
150320 Igarapé-Açu;8;1;0;0;9;5;0;1;1;1;0;0;1;1;1;2;1;1;6;3;3;14;0;50
150330 Igarapé-Miri;2;1;1;0;4;2;2;1;2;0;2;1;0;0;1;1;3;2;3;0;2;14;0;40
150340 Inhangapi;0;0;1;0;1;0;0;0;1;1;1;0;0;1;0;1;0;0;0;1;2;3;0;12
150345 Ipixuna do Pará;2;0;1;0;3;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0;10
150350 Irituia;5;0;1;0;6;1;0;0;2;0;2;2;3;2;2;1;3;0;4;2;2;9;0;41
150360 Itaituba;13;4;9;0;26;11;2;4;4;4;4;4;8;6;5;6;5;8;5;7;3;8;0;120
150370 Itupiranga;8;0;2;0;10;2;1;0;2;1;1;1;2;0;1;0;5;0;3;2;2;2;0;35
150375 Jacareacanga;2;0;3;0;5;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;2;0;10
150380 Jacundá;2;0;2;0;4;0;0;0;0;0;0;1;2;4;0;3;0;4;2;3;3;4;0;30
150390 Juruti;3;0;1;0;4;1;0;1;0;2;1;0;1;1;1;0;0;2;1;0;4;13;0;32
150400 Limoeiro do Ajuru;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3
150405 Mãe do Rio;3;1;1;0;5;1;1;0;1;0;1;0;0;2;1;2;1;2;2;1;2;5;0;27
150410 Magalhães Barata;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;0;0;2;0;2;5;0;13
150420 Marabá;26;1;13;0;40;15;4;4;7;3;12;14;11;17;24;17;15;25;20;22;19;43;0;312
150430 Maracanã;0;0;0;0;0;1;0;0;0;0;0;2;0;1;1;1;3;1;3;2;3;11;0;29
150440 Marapanim;1;0;1;0;2;0;0;0;1;0;0;0;0;0;0;0;2;3;2;2;5;12;0;29
150442 Marituba;12;3;3;0;18;2;1;2;3;4;0;2;5;5;3;3;11;7;7;6;7;16;0;102
150445 Medicilândia;0;0;1;0;1;0;0;0;0;0;1;1;0;0;2;4;0;0;0;0;2;1;0;12
150450 Melgaço;0;1;1;0;2;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;2;0;9
150460 Mocajuba;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;2;3;0;11
150470 Moju;6;0;3;0;9;3;1;0;0;1;0;2;2;3;1;0;0;2;0;2;2;9;0;37
150480 Monte Alegre;1;0;2;0;3;0;0;0;4;0;3;0;1;2;0;3;3;2;5;3;5;17;0;51
150490 Muaná;4;0;0;0;4;3;0;0;0;1;1;0;0;1;1;0;2;1;2;1;0;12;0;29
150495 Nova Esperança do Piriá;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3
150497 Nova Ipixuna;0;0;2;0;2;0;0;0;0;0;0;1;2;1;1;0;0;0;0;0;1;1;0;9
150500 Nova Timboteua;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;4;1;1;1;1;10;0;22
150503 Novo Progresso;1;1;0;0;2;0;0;0;0;0;0;1;1;1;1;1;0;0;0;2;0;0;0;9
150506 Novo Repartimento;3;2;3;0;8;1;0;0;2;0;3;0;0;2;1;1;2;1;2;1;2;0;0;26
150510 Óbidos;1;0;2;0;3;0;0;0;1;1;1;0;1;0;3;5;2;4;6;6;4;25;0;62
150520 Oeiras do Pará;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;3;0;7
150530 Oriximiná;4;3;5;0;12;5;1;1;2;2;3;1;3;0;2;1;6;3;4;9;8;28;0;91
150540 Ourém;2;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0;3;0;11
150543 Ourilândia do Norte;1;0;0;0;1;2;0;0;2;0;0;0;0;0;0;1;3;1;1;1;0;2;0;14
150548 Pacajá;2;0;3;0;5;0;0;0;1;2;1;1;1;0;1;2;3;3;1;1;2;0;0;24
150549 Palestina do Pará;2;0;0;0;2;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;7
