Municipio;0 a 6 dias;7 a 27 dias;28 a 364 dias;Menor 1 ano (ign);Menor que 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos e mais;Idade ignorada;Total
110155 Teixeirópolis;0;0;2;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;2;0;9
110160 Theobroma;1;1;0;0;2;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;8
110170 Urupá;1;0;3;0;4;0;1;0;1;0;0;0;0;1;2;1;2;0;2;2;0;2;0;18
110175 Vale do Anari;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2
110180 Vale do Paraíso;1;1;1;0;3;0;0;1;0;0;1;0;0;0;1;0;0;1;0;3;1;1;0;12
110030 Vilhena;9;1;2;0;12;1;0;0;3;4;2;3;1;1;0;4;8;5;5;8;7;13;0;77
110000 Município ignorado - RO;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1;0;6
120001 Acrelândia;1;0;2;0;3;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;2;0;0;9
120010 Brasiléia;1;0;1;0;2;2;1;0;1;2;0;0;1;0;1;0;4;2;1;5;0;4;0;26
120013 Bujari;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;3
120017 Capixaba;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4
120020 Cruzeiro do Sul;11;0;5;0;16;2;3;3;4;2;3;3;5;2;0;8;7;5;3;8;8;25;0;107
120025 Epitaciolândia;2;1;1;0;4;0;0;0;1;1;0;1;0;0;0;2;3;1;0;1;0;6;0;20
120030 Feijó;6;1;6;0;13;5;1;0;1;0;1;3;2;2;0;0;3;2;2;3;5;4;0;47
120033 Mâncio Lima;1;0;1;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2;0;6
120034 Manoel Urbano;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;3
120035 Marechal Thaumaturgo;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
120038 Plácido de Castro;4;2;4;0;10;0;0;0;0;0;0;0;2;1;1;0;0;1;2;1;1;2;0;21
120080 Porto Acre;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;2;0;10
120039 Porto Walter;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;3
120040 Rio Branco;45;7;28;0;80;18;5;8;12;17;16;10;12;16;15;38;21;27;35;33;42;128;0;533
120042 Rodrigues Alves;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;3;0;6
120043 Santa Rosa do Purus;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2
120050 Sena Madureira;2;0;6;0;8;4;1;2;2;1;3;1;3;3;2;3;3;2;4;4;1;7;0;54
120045 Senador Guiomard;1;1;0;0;2;0;1;0;0;1;0;1;1;1;1;3;0;3;3;0;1;2;0;20
120060 Tarauacá;5;0;5;0;10;2;1;1;3;1;0;0;1;2;2;1;4;1;5;3;4;9;0;50
120070 Xapuri;0;0;1;0;1;0;1;1;0;0;2;0;0;0;2;0;1;1;2;1;3;4;0;19
130002 Alvarães;2;0;2;0;4;0;0;2;0;0;0;1;0;0;0;0;1;3;1;0;1;0;0;13
130006 Amaturá;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;5
130008 Anamã;0;0;2;0;2;0;2;0;0;0;0;0;1;1;0;1;0;1;0;0;0;2;0;10
130010 Anori;1;1;0;0;2;0;0;0;0;0;0;1;0;0;0;2;0;1;0;1;1;6;0;14
130014 Apuí;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;0;0;0;7
130020 Atalaia do Norte;1;0;1;0;2;1;0;0;2;2;0;2;1;1;1;1;1;1;0;0;0;1;0;16
130030 Autazes;1;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;2;3;1;2;2;11;0;25
130040 Barcelos;0;0;1;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;1;0;8
130050 Barreirinha;1;0;1;0;2;2;0;0;1;0;0;1;0;0;0;0;0;1;1;6;2;4;0;20
130060 Benjamin Constant;4;0;3;0;7;3;0;2;0;1;0;0;0;1;0;1;3;2;0;6;1;3;0;30
130063 Beruri;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;6
130068 Boa Vista do Ramos;1;0;5;0;6;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;2;7;0;19
130070 Boca do Acre;1;1;1;0;3;0;1;0;1;0;0;0;1;3;2;1;0;0;1;2;2;3;0;20
130080 Borba;2;0;1;0;3;3;1;0;2;0;1;0;0;0;2;1;2;0;1;3;5;5;0;29
130083 Caapiranga;1;1;2;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;8
130090 Canutama;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;6
130100 Carauari;5;1;6;0;12;4;0;2;0;2;0;1;0;0;3;1;0;2;0;3;2;8;0;40
130110 Careiro;1;1;2;0;4;1;0;0;0;0;0;0;1;0;0;0;0;0;3;2;1;0;0;12
130115 Careiro da Várzea;2;0;1;0;3;0;0;0;0;1;0;1;1;0;1;2;0;0;2;0;2;3;0;16
130120 Coari;9;1;4;0;14;8;0;1;1;3;0;0;1;1;2;1;2;2;3;5;3;5;0;52
130130 Codajás;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
130140 Eirunepé;2;1;4;0;7;0;1;0;0;1;0;1;0;1;0;1;1;2;1;2;0;2;0;20
130150 Envira;4;1;4;0;9;0;1;0;0;0;1;1;0;0;0;0;1;1;1;1;1;2;0;19
130160 Fonte Boa;3;0;2;0;5;1;0;0;0;1;1;0;0;0;0;1;1;2;3;4;4;4;0;27
130165 Guajará;3;0;1;0;4;0;0;0;1;0;1;0;0;0;0;0;1;2;0;0;1;2;0;12
130170 Humaitá;5;0;1;0;6;3;0;1;1;1;0;2;1;0;3;0;2;2;2;3;3;10;0;40
130180 Ipixuna;3;1;2;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8
130185 Iranduba;2;0;2;0;4;1;0;0;0;0;0;1;1;0;0;1;0;1;2;5;1;4;0;21
130190 Itacoatiara;8;1;9;0;18;3;0;2;3;2;1;2;2;3;2;2;4;3;6;12;10;25;0;100
130195 Itamarati;4;0;1;0;5;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;10
130200 Itapiranga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;0;6
130210 Japurá;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;3
130220 Juruá;1;0;0;0;1;0;0;0;0;0;1;2;0;1;1;1;0;0;0;1;0;1;0;9
130230 Jutaí;0;1;2;0;3;1;0;0;0;1;1;0;0;1;2;1;1;0;0;0;1;1;0;13
130240 Lábrea;0;0;0;0;0;2;1;2;1;0;0;1;0;0;0;0;0;2;1;1;1;2;0;14
130250 Manacapuru;10;2;10;0;22;3;1;3;2;2;3;2;1;4;7;4;4;7;9;6;4;32;0;116
130255 Manaquiri;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;5;0;10
130260 Manaus;174;79;151;0;404;87;36;29;54;56;54;66;84;122;124;129;139;185;187;252;231;574;0;2813
130270 Manicoré;1;0;0;0;1;3;1;0;1;0;1;0;0;1;1;0;2;2;3;0;2;5;0;23
130280 Maraã;1;1;2;0;4;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8
130290 Maués;1;1;2;0;4;5;0;1;0;1;1;1;2;2;6;0;4;6;4;6;9;21;0;73
130300 Nhamundá;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;1;2;2;2;8;0;20
130310 Nova Olinda do Norte;3;0;2;0;5;4;1;1;3;1;0;0;0;0;0;1;1;2;0;1;4;9;0;33
130320 Novo Airão;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;2;0;2;2;0;10
130330 Novo Aripuanã;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;5
130340 Parintins;14;2;11;0;27;5;6;3;6;3;3;3;2;6;4;10;7;9;11;14;11;37;0;167
130350 Pauini;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;2;1;0;2;1;2;0;11
130353 Presidente Figueiredo;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;5
130356 Rio Preto da Eva;1;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;0;8
130360 Santa Isabel do Rio Negro;0;2;0;0;2;1;1;2;0;0;0;0;1;0;0;0;1;1;1;0;0;5;0;15
130370 Santo Antônio do Içá;0;0;2;0;2;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;2;0;8
130380 São Gabriel da Cachoeira;3;2;4;0;9;9;1;0;3;1;2;0;1;1;0;1;3;4;6;5;1;10;0;57
130390 São Paulo de Olivença;1;0;4;0;5;4;1;0;0;1;1;0;0;0;0;1;1;1;0;2;1;3;0;21
130395 São Sebastião do Uatumã;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;4
130400 Silves;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;6
130406 Tabatinga;7;1;4;0;12;4;1;1;1;3;5;1;1;1;2;4;1;0;3;3;2;6;0;51
130410 Tapauá;3;1;1;0;5;1;1;0;0;0;0;0;0;0;0;1;0;1;2;1;3;3;0;18
130420 Tefé;4;1;7;0;12;1;1;1;2;4;0;2;1;1;0;1;1;4;2;2;4;4;0;43
130423 Tonantins;1;0;0;0;1;3;0;0;0;0;0;0;0;1;0;0;0;1;1;2;0;4;0;13
130426 Uarini;1;0;3;0;4;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;10
130430 Urucará;0;0;2;0;2;1;0;1;1;0;0;0;2;0;0;1;0;2;0;0;0;2;0;12
130440 Urucurituba;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;2;8;0;13
130000 Município ignorado - AM;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
140005 Alto Alegre;1;0;0;0;1;0;1;0;0;0;1;2;0;0;1;2;0;1;0;0;0;3;0;12
140002 Amajari;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
140010 Boa Vista;18;6;21;0;45;13;4;4;9;5;12;12;14;18;11;16;11;22;22;25;19;39;0;301
140015 Bonfim;2;1;1;0;4;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;9
140017 Cantá;1;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;6
140020 Caracaraí;0;1;3;0;4;0;0;0;0;3;0;0;1;0;0;0;1;2;0;1;2;3;0;17
140023 Caroebe;2;0;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;6
140028 Iracema;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;2;0;8
140030 Mucajaí;3;1;0;0;4;0;0;1;0;0;0;0;2;0;0;1;0;3;1;0;0;1;0;13
140040 Normandia;0;0;3;0;3;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;6
140045 Pacaraima;1;0;2;0;3;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7
140047 Rorainópolis;2;0;1;0;3;2;0;0;0;0;0;0;0;0;0;1;0;2;0;1;1;1;0;11
140050 São João da Baliza;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;6
140060 São Luiz;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;2;0;0;1;1;1;3;0;12
140070 Uiramutã;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;5
140000 Município ignorado - RR;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
150010 Abaetetuba;14;4;7;0;25;7;5;2;8;3;5;4;3;8;4;3;8;5;15;9;18;67;0;199
150013 Abel Figueiredo;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0;2;0;7
150020 Acará;3;5;0;0;8;2;1;2;0;0;1;0;2;0;2;0;4;2;3;0;3;5;0;35
150030 Afuá;4;1;2;0;7;2;0;1;0;0;0;0;0;0;1;0;1;1;2;1;0;0;1;17
150034 Água Azul do Norte;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0;7
150040 Alenquer;0;0;0;0;0;2;2;0;0;0;1;0;2;3;1;4;2;6;5;7;4;21;0;60
150050 Almeirim;5;0;0;0;5;1;0;0;1;1;2;0;0;1;0;2;0;0;0;4;1;4;0;22
150060 Altamira;17;2;16;0;35;7;4;2;5;4;7;2;5;7;6;9;10;12;13;12;13;25;0;178
150070 Anajás;1;0;4;0;5;3;0;0;0;0;1;2;0;1;2;1;1;1;0;0;0;2;0;19
150080 Ananindeua;59;10;31;0;100;14;6;5;12;17;18;14;20;23;30;31;38;36;58;43;48;121;0;634
150085 Anapu;1;0;1;0;2;0;1;0;0;0;0;0;1;0;2;0;0;1;0;0;1;2;1;11
150090 Augusto Corrêa;2;0;0;0;2;2;0;0;2;1;0;1;3;1;1;4;2;4;1;3;0;1;0;28
150095 Aurora do Pará;3;0;3;0;6;2;0;0;1;1;0;1;1;0;0;2;1;0;0;0;1;0;0;16
150100 Aveiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;4
150110 Bagre;1;2;0;0;3;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;8;0;15
150120 Baião;2;0;0;0;2;2;0;1;2;0;0;2;0;0;0;1;2;2;0;4;1;7;0;26
150130 Barcarena;6;1;5;0;12;3;0;0;3;3;1;4;5;0;1;2;6;4;0;7;7;7;0;65
150140 Belém;173;76;83;0;332;57;19;27;48;65;65;76;96;110;119;151;179;228;277;307;325;920;1;3402
150145 Belterra;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;1;2;1;1;2;0;4;0;15
150150 Benevides;4;3;1;0;8;3;2;0;1;0;0;1;3;2;4;2;2;6;8;1;2;6;0;51
150157 Bom Jesus do Tocantins;0;1;1;0;2;0;0;0;1;0;1;0;0;0;0;1;0;2;2;1;1;3;0;14
150160 Bonito;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;0;0;6
150170 Bragança;14;4;7;0;25;3;0;3;3;1;1;2;5;5;9;7;4;8;11;20;16;35;0;158
150172 Brasil Novo;5;0;1;0;6;0;1;1;0;1;1;0;0;0;0;0;0;1;0;2;0;0;0;13
150175 Brejo Grande do Araguaia;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;5
150178 Breu Branco;1;0;1;0;2;0;0;3;0;1;1;1;1;2;2;2;4;2;3;2;3;4;0;33
150180 Breves;9;5;11;0;25;4;1;2;4;0;2;3;4;2;7;3;9;5;4;6;7;29;0;117
150190 Bujaru;2;2;3;0;7;0;0;3;1;2;0;1;1;1;2;0;1;2;1;5;1;8;0;36
150200 Cachoeira do Arari;0;0;1;0;1;0;0;0;2;0;0;0;1;0;2;0;1;1;0;0;2;2;0;12
150195 Cachoeira do Piriá;1;2;1;0;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;8
150210 Cametá;10;6;6;0;22;4;1;1;0;2;4;1;1;3;1;0;5;3;2;5;5;22;0;82
150215 Canaã dos Carajás;1;2;0;0;3;0;0;1;2;0;2;0;0;0;2;2;2;0;0;2;1;0;0;17
150220 Capanema;7;1;0;0;8;3;0;0;1;0;3;0;2;2;2;0;5;9;2;12;5;24;0;78
150230 Capitão Poço;1;0;1;0;2;3;0;1;0;1;0;0;1;2;2;4;0;4;5;3;10;5;0;43
150240 Castanhal;10;5;4;0;19;11;6;0;5;4;9;5;8;15;14;12;17;17;20;22;28;69;0;281
150250 Chaves;2;0;0;0;2;3;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;10
150260 Colares;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;1;0;2;2;5;0;14
150270 Conceição do Araguaia;5;1;4;0;10;0;0;0;1;1;1;1;3;1;1;3;9;1;5;9;5;12;0;63
150275 Concórdia do Pará;3;1;1;0;5;2;0;0;0;0;1;0;0;2;2;1;0;2;3;2;1;3;0;24
150276 Cumaru do Norte;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4
150277 Curionópolis;3;0;3;0;6;1;1;2;1;0;2;0;2;2;1;6;1;2;1;2;0;2;0;32
150280 Curralinho;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;5
150285 Curuá;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3;0;5
150290 Curuçá;1;0;1;0;2;2;0;0;0;0;0;0;0;1;1;1;1;1;5;4;1;8;0;27
150293 Dom Eliseu;8;0;6;0;14;5;0;1;4;0;2;0;3;0;2;2;5;5;2;0;0;6;1;52
150295 Eldorado do Carajás;4;5;4;0;13;2;0;0;1;2;2;1;1;1;3;3;1;1;1;3;4;4;0;43
150300 Faro;2;0;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;5
150304 Floresta do Araguaia;2;0;0;0;2;0;0;0;0;1;1;2;0;0;1;0;1;0;2;1;0;1;0;12
150307 Garrafão do Norte;1;1;1;0;3;2;2;0;0;2;0;1;0;1;1;2;0;2;2;0;0;3;0;21
150309 Goianésia do Pará;2;0;1;0;3;2;0;0;0;2;1;3;2;1;5;1;1;2;2;2;2;1;0;30
150310 Gurupá;0;0;0;0;0;1;1;1;1;0;0;0;1;1;1;0;1;0;2;1;1;8;0;20
150320 Igarapé-Açu;3;1;6;0;10;2;1;0;2;1;0;1;0;1;1;2;1;1;6;5;1;15;0;50
150330 Igarapé-Miri;3;1;1;0;5;1;2;2;0;2;0;1;2;1;1;0;5;1;4;2;2;23;0;54
150340 Inhangapi;0;0;2;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;3;0;9
150345 Ipixuna do Pará;6;2;3;0;11;2;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;1;0;19
150350 Irituia;3;0;1;0;4;2;0;1;0;1;1;1;1;0;1;1;2;1;1;2;0;6;0;25
150360 Itaituba;21;3;14;0;38;8;2;4;3;9;4;3;8;8;6;2;11;6;8;7;4;11;0;142
150370 Itupiranga;3;0;2;0;5;2;3;0;1;2;3;0;1;1;0;1;1;3;2;1;3;1;0;30
150375 Jacareacanga;1;1;1;0;3;2;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;8
150380 Jacundá;11;3;11;0;25;6;1;3;3;3;3;2;3;4;2;5;7;6;11;5;8;18;0;115
150390 Juruti;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;3;4;0;14
150400 Limoeiro do Ajuru;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;1;3;0;9
150405 Mãe do Rio;5;0;9;1;15;0;1;0;4;2;1;1;3;3;1;1;1;1;3;5;3;16;0;61
150410 Magalhães Barata;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;2;0;5
150420 Marabá;30;5;27;0;62;19;3;7;11;14;8;10;9;8;22;22;21;20;31;37;26;45;0;375
150430 Maracanã;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;3;1;1;11;0;21
150440 Marapanim;2;1;0;0;3;0;0;0;0;0;0;1;0;1;0;0;1;1;1;1;5;9;0;23
150442 Marituba;10;2;2;0;14;9;8;2;3;1;2;3;2;1;5;4;6;4;6;9;5;17;0;101
150445 Medicilândia;6;3;1;0;10;1;0;1;0;3;2;1;1;1;1;3;1;2;1;1;1;1;0;31
150450 Melgaço;1;0;2;0;3;2;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;3;0;12
150460 Mocajuba;2;0;0;0;2;2;0;0;1;0;0;0;0;0;2;1;1;1;0;2;1;5;0;18
150470 Moju;2;1;4;0;7;5;0;0;2;0;1;0;1;0;1;2;1;3;2;2;1;10;0;38
150480 Monte Alegre;5;0;1;0;6;0;0;2;0;0;2;4;1;0;2;1;3;6;7;6;3;16;0;59
150490 Muaná;3;0;0;0;3;2;0;1;0;0;0;0;0;0;2;0;3;2;1;2;1;5;0;22
150495 Nova Esperança do Piriá;1;0;2;0;3;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;0;10
150497 Nova Ipixuna;4;0;5;0;9;0;0;0;0;0;0;1;0;0;1;0;0;0;1;2;2;2;0;18
150500 Nova Timboteua;1;1;0;0;2;0;0;0;1;0;2;0;0;2;1;0;1;3;1;2;2;3;0;20
150503 Novo Progresso;2;1;3;0;6;1;0;0;2;2;1;0;1;0;1;1;0;0;0;0;1;0;0;16
