"","Muni","Age","Death"
"145","110004",0,"  16"
"146","110004",1," 10"
"147","110004",5,"  3"
"148","110004",10,"  4"
"149","110004",15,"   4"
"150","110004",20,"   7"
"151","110004",25,"   9"
"152","110004",30,"   3"
"153","110004",35,"   7"
"154","110004",40,"   8"
"155","110004",45,"   6"
"156","110004",50,"   8"
"157","110004",55,"   7"
"158","110004",60,"  19"
"159","110004",65,"  13"
"160","110004",70,"  18"
"161","110004",75,"  19"
"162","110004",80,"  33"
"163","110070",0,"   3"
"164","110070",1,"  0"
"165","110070",5,"  0"
"166","110070",10,"  0"
"167","110070",15,"   3"
"168","110070",20,"   0"
"169","110070",25,"   0"
"170","110070",30,"   2"
"171","110070",35,"   0"
"172","110070",40,"   1"
"173","110070",45,"   1"
"174","110070",50,"   2"
"175","110070",55,"   0"
"176","110070",60,"   1"
"177","110070",65,"   0"
"178","110070",70,"   1"
"179","110070",75,"   0"
"180","110070",80,"   0"
"181","110080",0,"   0"
"182","110080",1,"  1"
"183","110080",5,"  0"
"184","110080",10,"  2"
"185","110080",15,"   3"
"186","110080",20,"   2"
"187","110080",25,"   1"
"188","110080",30,"   3"
"189","110080",35,"   2"
"190","110080",40,"   2"
"191","110080",45,"   2"
"192","110080",50,"   1"
"193","110080",55,"   1"
"194","110080",60,"   1"
"195","110080",65,"   0"
"196","110080",70,"   1"
"197","110080",75,"   1"
"198","110080",80,"   0"
"199","110090",0,"   1"
"200","110090",1,"  0"
"201","110090",5,"  0"
"202","110090",10,"  0"
"203","110090",15,"   0"
"204","110090",20,"   0"
"205","110090",25,"   0"
"206","110090",30,"   0"
"207","110090",35,"   0"
"208","110090",40,"   0"
"209","110090",45,"   0"
"210","110090",50,"   0"
"211","110090",55,"   0"
"212","110090",60,"   2"
"213","110090",65,"   1"
"214","110090",70,"   0"
"215","110090",75,"   0"
"216","110090",80,"   1"
"217","110005",0,"   2"
"218","110005",1,"  1"
"219","110005",5,"  0"
"220","110005",10,"  0"
"221","110005",15,"   0"
"222","110005",20,"   1"
"223","110005",25,"   1"
"224","110005",30,"   0"
"225","110005",35,"   1"
"226","110005",40,"   0"
"227","110005",45,"   2"
"228","110005",50,"   1"
"229","110005",55,"   1"
"230","110005",60,"   1"
"231","110005",65,"   4"
"232","110005",70,"   6"
"233","110005",75,"   1"
"234","110005",80,"   1"
"235","110092",0,"   0"
"236","110092",1,"  0"
"237","110092",5,"  1"
"238","110092",10,"  1"
"239","110092",15,"   0"
"240","110092",20,"   1"
"241","110092",25,"   2"
"242","110092",30,"   0"
"243","110092",35,"   0"
"244","110092",40,"   1"
"245","110092",45,"   1"
"246","110092",50,"   0"
"247","110092",55,"   0"
"248","110092",60,"   0"
"249","110092",65,"   4"
"250","110092",70,"   1"
"251","110092",75,"   1"
"252","110092",80,"   0"
"253","110006",0,"   3"
"254","110006",1,"  1"
"255","110006",5,"  0"
"256","110006",10,"  0"
"257","110006",15,"   1"
"258","110006",20,"   3"
"259","110006",25,"   2"
"260","110006",30,"   2"
"261","110006",35,"   4"
"262","110006",40,"   4"
"263","110006",45,"   1"
"264","110006",50,"   2"
"265","110006",55,"   4"
"266","110006",60,"   5"
"267","110006",65,"   7"
"268","110006",70,"   2"
"269","110006",75,"   6"
"270","110006",80,"   7"
"271","110007",0,"   1"
"272","110007",1,"  0"
"273","110007",5,"  0"
"274","110007",10,"  0"
"275","110007",15,"   1"
"276","110007",20,"   0"
"277","110007",25,"   1"
"278","110007",30,"   0"
"279","110007",35,"   0"
"280","110007",40,"   1"
"281","110007",45,"   0"
"282","110007",50,"   0"
"283","110007",55,"   0"
"284","110007",60,"   0"
"285","110007",65,"   0"
"286","110007",70,"   2"
"287","110007",75,"   1"
"288","110007",80,"   1"
"289","110008",0,"   3"
"290","110008",1,"  0"
"291","110008",5,"  0"
"292","110008",10,"  0"
"293","110008",15,"   0"
"294","110008",20,"   0"
"295","110008",25,"   0"
"296","110008",30,"   0"
"297","110008",35,"   2"
"298","110008",40,"   2"
"299","110008",45,"   2"
"300","110008",50,"   2"
"301","110008",55,"   0"
"302","110008",60,"   1"
"303","110008",65,"   1"
"304","110008",70,"   2"
"305","110008",75,"   1"
"306","110008",80,"   0"
"307","110094",0,"   2"
"308","110094",1,"  0"
"309","110094",5,"  0"
"310","110094",10,"  0"
"311","110094",15,"   0"
"312","110094",20,"   0"
"313","110094",25,"   1"
"314","110094",30,"   1"
"315","110094",35,"   1"
"316","110094",40,"   0"
"317","110094",45,"   0"
"318","110094",50,"   0"
"319","110094",55,"   1"
"320","110094",60,"   0"
"321","110094",65,"   0"
"322","110094",70,"   0"
"323","110094",75,"   0"
"324","110094",80,"   1"
"325","110009",0,"   8"
"326","110009",1,"  2"
"327","110009",5,"  0"
"328","110009",10,"  0"
"329","110009",15,"   2"
"330","110009",20,"   4"
"331","110009",25,"   5"
"332","110009",30,"   3"
"333","110009",35,"   3"
"334","110009",40,"   2"
"335","110009",45,"   3"
"336","110009",50,"   2"
"337","110009",55,"   5"
"338","110009",60,"   5"
"339","110009",65,"   4"
"340","110009",70,"   6"
"341","110009",75,"   6"
"342","110009",80,"   8"
"343","110100",0,"   1"
"344","110100",1,"  5"
"345","110100",5,"  0"
"346","110100",10,"  0"
"347","110100",15,"   3"
"348","110100",20,"   1"
"349","110100",25,"   0"
"350","110100",30,"   2"
"351","110100",35,"   0"
"352","110100",40,"   0"
"353","110100",45,"   2"
"354","110100",50,"   0"
"355","110100",55,"   1"
"356","110100",60,"   2"
"357","110100",65,"   0"
"358","110100",70,"   0"
"359","110100",75,"   0"
"360","110100",80,"   0"
"361","110010",0,"  10"
"362","110010",1,"  0"
"363","110010",5,"  1"
"364","110010",10,"  2"
"365","110010",15,"   3"
"366","110010",20,"   5"
"367","110010",25,"   3"
"368","110010",30,"   3"
"369","110010",35,"   6"
"370","110010",40,"   3"
"371","110010",45,"   1"
"372","110010",50,"   2"
"373","110010",55,"   8"
"374","110010",60,"   3"
"375","110010",65,"   6"
"376","110010",70,"   7"
"377","110010",75,"  12"
"378","110010",80,"  24"
"379","110110",0,"   0"
"380","110110",1,"  0"
"381","110110",5,"  1"
"382","110110",10,"  0"
"383","110110",15,"   0"
"384","110110",20,"   0"
"385","110110",25,"   0"
"386","110110",30,"   0"
"387","110110",35,"   1"
"388","110110",40,"   1"
"389","110110",45,"   0"
"390","110110",50,"   0"
"391","110110",55,"   0"
"392","110110",60,"   1"
"393","110110",65,"   0"
"394","110110",70,"   0"
"395","110110",75,"   0"
"396","110110",80,"   0"
"397","110011",0,"  17"
"398","110011",1,"  2"
"399","110011",5,"  3"
"400","110011",10,"  3"
"401","110011",15,"  10"
"402","110011",20,"  12"
"403","110011",25,"   5"
"404","110011",30,"   4"
"405","110011",35,"   4"
"406","110011",40,"   7"
"407","110011",45,"   3"
"408","110011",50,"   7"
"409","110011",55,"   8"
"410","110011",60,"  12"
"411","110011",65,"  11"
"412","110011",70,"   6"
"413","110011",75,"  12"
"414","110011",80,"   9"
"415","110012",0,"  30"
"416","110012",1,"  6"
"417","110012",5,"  2"
"418","110012",10,"  3"
"419","110012",15,"   5"
"420","110012",20,"  14"
"421","110012",25,"  13"
"422","110012",30,"  10"
"423","110012",35,"  11"
"424","110012",40,"  14"
"425","110012",45,"   7"
"426","110012",50,"  10"
"427","110012",55,"  17"
"428","110012",60,"  20"
"429","110012",65,"  27"
"430","110012",70,"  25"
"431","110012",75,"  17"
"432","110012",80,"  25"
"433","110013",0,"   1"
"434","110013",1,"  2"
"435","110013",5,"  0"
"436","110013",10,"  0"
"437","110013",15,"   1"
"438","110013",20,"   0"
"439","110013",25,"   1"
"440","110013",30,"   1"
"441","110013",35,"   1"
"442","110013",40,"   2"
"443","110013",45,"   3"
"444","110013",50,"   0"
"445","110013",55,"   0"
"446","110013",60,"   4"
"447","110013",65,"   5"
"448","110013",70,"   1"
"449","110013",75,"   1"
"450","110013",80,"   0"
"451","110120",0,"   1"
"452","110120",1,"  0"
"453","110120",5,"  1"
"454","110120",10,"  0"
"455","110120",15,"   1"
"456","110120",20,"   2"
"457","110120",25,"   0"
"458","110120",30,"   1"
"459","110120",35,"   1"
"460","110120",40,"   0"
"461","110120",45,"   1"
"462","110120",50,"   2"
"463","110120",55,"   1"
"464","110120",60,"   1"
"465","110120",65,"   2"
"466","110120",70,"   2"
"467","110120",75,"   2"
"468","110120",80,"   5"
"469","110130",0,"   2"
"470","110130",1,"  0"
"471","110130",5,"  0"
"472","110130",10,"  1"
"473","110130",15,"   0"
"474","110130",20,"   1"
"475","110130",25,"   2"
"476","110130",30,"   1"
"477","110130",35,"   0"
"478","110130",40,"   5"
"479","110130",45,"   2"
"480","110130",50,"   2"
"481","110130",55,"   2"
"482","110130",60,"   0"
"483","110130",65,"   3"
"484","110130",70,"   0"
"485","110130",75,"   1"
"486","110130",80,"   3"
"487","110140",0,"   9"
"488","110140",1,"  0"
"489","110140",5,"  0"
"490","110140",10,"  0"
"491","110140",15,"   3"
"492","110140",20,"   1"
"493","110140",25,"   2"
"494","110140",30,"   2"
"495","110140",35,"   1"
"496","110140",40,"   0"
"497","110140",45,"   0"
"498","110140",50,"   2"
"499","110140",55,"   3"
"500","110140",60,"   1"
"501","110140",65,"   2"
"502","110140",70,"   2"
"503","110140",75,"   1"
"504","110140",80,"   1"
"505","110014",0,"   6"
"506","110014",1,"  1"
"507","110014",5,"  0"
"508","110014",10,"  0"
"509","110014",15,"   3"
"510","110014",20,"   3"
"511","110014",25,"   1"
"512","110014",30,"   0"
"513","110014",35,"   0"
"514","110014",40,"   2"
"515","110014",45,"   1"
"516","110014",50,"   6"
"517","110014",55,"   2"
"518","110014",60,"   4"
"519","110014",65,"   7"
"520","110014",70,"   3"
"521","110014",75,"   3"
"522","110014",80,"   3"
"523","110033",0,"   2"
"524","110033",1,"  1"
"525","110033",5,"  0"
"526","110033",10,"  0"
"527","110033",15,"   2"
"528","110033",20,"   0"
"529","110033",25,"   3"
"530","110033",30,"   0"
"531","110033",35,"   0"
"532","110033",40,"   1"
"533","110033",45,"   2"
"534","110033",50,"   1"
"535","110033",55,"   2"
"536","110033",60,"   1"
"537","110033",65,"   2"
"538","110033",70,"   1"
"539","110033",75,"   2"
"540","110033",80,"   1"
"541","110143",0,"   0"
"542","110143",1,"  1"
"543","110143",5,"  0"
"544","110143",10,"  0"
"545","110143",15,"   0"
"546","110143",20,"   0"
"547","110143",25,"   0"
"548","110143",30,"   0"
"549","110143",35,"   0"
"550","110143",40,"   0"
"551","110143",45,"   0"
"552","110143",50,"   0"
"553","110143",55,"   2"
"554","110143",60,"   0"
"555","110143",65,"   1"
"556","110143",70,"   0"
"557","110143",75,"   1"
"558","110143",80,"   2"
"559","110050",0,"   2"
"560","110050",1,"  1"
"561","110050",5,"  0"
"562","110050",10,"  0"
"563","110050",15,"   1"
"564","110050",20,"   0"
"565","110050",25,"   1"
"566","110050",30,"   0"
"567","110050",35,"   2"
"568","110050",40,"   0"
"569","110050",45,"   0"
"570","110050",50,"   0"
"571","110050",55,"   1"
"572","110050",60,"   0"
"573","110050",65,"   1"
"574","110050",70,"   2"
"575","110050",75,"   0"
"576","110050",80,"   0"
"577","110015",0,"   9"
"578","110015",1,"  2"
"579","110015",5,"  0"
"580","110015",10,"  4"
"581","110015",15,"   3"
"582","110015",20,"   5"
"583","110015",25,"   4"
"584","110015",30,"   2"
"585","110015",35,"   4"
"586","110015",40,"   2"
"587","110015",45,"  12"
"588","110015",50,"   6"
"589","110015",55,"   6"
"590","110015",60,"   8"
"591","110015",65,"   7"
"592","110015",70,"   9"
"593","110015",75,"  12"
"594","110015",80,"  14"
"595","110018",0,"   8"
"596","110018",1,"  0"
"597","110018",5,"  0"
"598","110018",10,"  1"
"599","110018",15,"   3"
"600","110018",20,"   3"
"601","110018",25,"   6"
"602","110018",30,"  10"
"603","110018",35,"   6"
"604","110018",40,"   5"
"605","110018",45,"   2"
"606","110018",50,"   2"
"607","110018",55,"   5"
"608","110018",60,"  10"
"609","110018",65,"   5"
"610","110018",70,"   3"
"611","110018",75,"  10"
"612","110018",80,"   4"
"613","110020",0," 183"
"614","110020",1," 35"
"615","110020",5,"  8"
"616","110020",10,"  9"
"617","110020",15,"  38"
"618","110020",20,"  68"
"619","110020",25,"  62"
"620","110020",30,"  71"
"621","110020",35,"  72"
"622","110020",40,"  78"
"623","110020",45,"  76"
"624","110020",50,"  67"
"625","110020",55,"  71"
"626","110020",60,"  73"
"627","110020",65,"  76"
"628","110020",70,"  82"
"629","110020",75,"  63"
"630","110020",80,"  70"
"631","110025",0,"   8"
"632","110025",1,"  0"
"633","110025",5,"  0"
"634","110025",10,"  3"
"635","110025",15,"   3"
"636","110025",20,"   3"
"637","110025",25,"   4"
"638","110025",30,"   1"
"639","110025",35,"   3"
"640","110025",40,"   4"
"641","110025",45,"   3"
"642","110025",50,"   2"
"643","110025",55,"   5"
"644","110025",60,"   5"
"645","110025",65,"   9"
"646","110025",70,"  13"
"647","110025",75,"   7"
"648","110025",80,"   7"
"649","110147",0,"   0"
"650","110147",1,"  0"
"651","110147",5,"  0"
"652","110147",10,"  0"
"653","110147",15,"   0"
"654","110147",20,"   0"
"655","110147",25,"   1"
"656","110147",30,"   0"
"657","110147",35,"   0"
"658","110147",40,"   0"
"659","110147",45,"   1"
"660","110147",50,"   0"
"661","110147",55,"   2"
"662","110147",60,"   0"
"663","110147",65,"   1"
"664","110147",70,"   0"
"665","110147",75,"   1"
"666","110147",80,"   0"
"667","110026",0,"   0"
"668","110026",1,"  0"
"669","110026",5,"  0"
"670","110026",10,"  0"
"671","110026",15,"   0"
"672","110026",20,"   1"
"673","110026",25,"   0"
"674","110026",30,"   0"
"675","110026",35,"   1"
"676","110026",40,"   0"
"677","110026",45,"   1"
"678","110026",50,"   0"
"679","110026",55,"   0"
"680","110026",60,"   0"
"681","110026",65,"   0"
"682","110026",70,"   0"
"683","110026",75,"   0"
"684","110026",80,"   0"
"685","110028",0,"  16"
"686","110028",1,"  1"
"687","110028",5,"  1"
"688","110028",10,"  5"
"689","110028",15,"   3"
"690","110028",20,"   3"
"691","110028",25,"   6"
"692","110028",30,"   8"
"693","110028",35,"   2"
"694","110028",40,"   1"
"695","110028",45,"   6"
"696","110028",50,"   7"
"697","110028",55,"   6"
"698","110028",60,"  11"
"699","110028",65,"  10"
"700","110028",70,"  14"
"701","110028",75,"   8"
"702","110028",80,"  14"
"703","110029",0,"   1"
"704","110029",1,"  0"
"705","110029",5,"  1"
"706","110029",10,"  0"
"707","110029",15,"   0"
"708","110029",20,"   1"
"709","110029",25,"   2"
"710","110029",30,"   2"
"711","110029",35,"   2"
"712","110029",40,"   0"
"713","110029",45,"   1"
"714","110029",50,"   1"
"715","110029",55,"   1"
"716","110029",60,"   1"
"717","110029",65,"   3"
"718","110029",70,"   1"
"719","110029",75,"   2"
"720","110029",80,"   2"
"721","110148",0,"   1"
"722","110148",1,"  0"
"723","110148",5,"  0"
"724","110148",10,"  0"
"725","110148",15,"   0"
"726","110148",20,"   0"
"727","110148",25,"   1"
"728","110148",30,"   0"
"729","110148",35,"   0"
"730","110148",40,"   0"
"731","110148",45,"   0"
"732","110148",50,"   1"
"733","110148",55,"   1"
"734","110148",60,"   0"
"735","110148",65,"   0"
"736","110148",70,"   1"
"737","110148",75,"   0"
"738","110148",80,"   0"
"739","110149",0,"   5"
"740","110149",1,"  0"
"741","110149",5,"  0"
"742","110149",10,"  0"
"743","110149",15,"   1"
"744","110149",20,"   0"
"745","110149",25,"   1"
"746","110149",30,"   2"
"747","110149",35,"   1"
"748","110149",40,"   0"
"749","110149",45,"   0"
"750","110149",50,"   4"
"751","110149",55,"   1"
"752","110149",60,"   0"
"753","110149",65,"   1"
"754","110149",70,"   1"
"755","110149",75,"   0"
"756","110149",80,"   0"
"757","110032",0,"   3"
"758","110032",1,"  0"
"759","110032",5,"  0"
"760","110032",10,"  1"
"761","110032",15,"   1"
"762","110032",20,"   3"
"763","110032",25,"   0"
"764","110032",30,"   1"
"765","110032",35,"   2"
"766","110032",40,"   2"
"767","110032",45,"   3"
"768","110032",50,"   1"
"769","110032",55,"   3"
"770","110032",60,"   2"
"771","110032",65,"   2"
"772","110032",70,"   1"
"773","110032",75,"   2"
"774","110032",80,"   3"
"775","110150",0,"   2"
"776","110150",1,"  1"
"777","110150",5,"  0"
"778","110150",10,"  0"
"779","110150",15,"   0"
"780","110150",20,"   0"
"781","110150",25,"   1"
"782","110150",30,"   3"
"783","110150",35,"   1"
"784","110150",40,"   1"
"785","110150",45,"   1"
"786","110150",50,"   1"
"787","110150",55,"   0"
"788","110150",60,"   2"
"789","110150",65,"   3"
"790","110150",70,"   2"
"791","110150",75,"   0"
"792","110150",80,"   1"
"793","110155",0,"   2"
"794","110155",1,"  1"
"795","110155",5,"  0"
"796","110155",10,"  0"
"797","110155",15,"   0"
"798","110155",20,"   0"
"799","110155",25,"   0"
"800","110155",30,"   0"
"801","110155",35,"   1"
"802","110155",40,"   0"
"803","110155",45,"   1"
"804","110155",50,"   1"
"805","110155",55,"   1"
"806","110155",60,"   0"
"807","110155",65,"   0"
"808","110155",70,"   1"
"809","110155",75,"   0"
"810","110155",80,"   1"
"811","110160",0,"   3"
"812","110160",1,"  0"
"813","110160",5,"  0"
"814","110160",10,"  0"
"815","110160",15,"   1"
"816","110160",20,"   1"
"817","110160",25,"   1"
"818","110160",30,"   0"
"819","110160",35,"   0"
"820","110160",40,"   2"
"821","110160",45,"   1"
"822","110160",50,"   1"
"823","110160",55,"   1"
"824","110160",60,"   2"
"825","110160",65,"   1"
"826","110160",70,"   0"
"827","110160",75,"   0"
"828","110160",80,"   0"
"829","110170",0,"   0"
"830","110170",1,"  1"
"831","110170",5,"  1"
"832","110170",10,"  1"
"833","110170",15,"   0"
"834","110170",20,"   1"
"835","110170",25,"   0"
"836","110170",30,"   1"
"837","110170",35,"   1"
"838","110170",40,"   1"
"839","110170",45,"   1"
"840","110170",50,"   1"
"841","110170",55,"   1"
"842","110170",60,"   0"
"843","110170",65,"   1"
"844","110170",70,"   2"
"845","110170",75,"   1"
"846","110170",80,"   1"
"847","110175",0,"   1"
"848","110175",1,"  0"
"849","110175",5,"  0"
"850","110175",10,"  0"
"851","110175",15,"   0"
"852","110175",20,"   0"
"853","110175",25,"   2"
"854","110175",30,"   0"
"855","110175",35,"   0"
"856","110175",40,"   2"
"857","110175",45,"   0"
"858","110175",50,"   0"
"859","110175",55,"   1"
"860","110175",60,"   1"
"861","110175",65,"   2"
"862","110175",70,"   1"
"863","110175",75,"   1"
"864","110175",80,"   0"
"865","110180",0,"   1"
"866","110180",1,"  0"
"867","110180",5,"  0"
"868","110180",10,"  0"
"869","110180",15,"   0"
"870","110180",20,"   1"
"871","110180",25,"   0"
"872","110180",30,"   0"
"873","110180",35,"   0"
"874","110180",40,"   0"
"875","110180",45,"   0"
"876","110180",50,"   0"
"877","110180",55,"   0"
"878","110180",60,"   1"
"879","110180",65,"   0"
"880","110180",70,"   1"
"881","110180",75,"   1"
"882","110180",80,"   1"
"883","110030",0,"   7"
"884","110030",1,"  1"
"885","110030",5,"  2"
"886","110030",10,"  1"
"887","110030",15,"   5"
"888","110030",20,"   7"
"889","110030",25,"   4"
"890","110030",30,"   3"
"891","110030",35,"   9"
"892","110030",40,"   3"
"893","110030",45,"  10"
"894","110030",50,"   6"
"895","110030",55,"  10"
"896","110030",60,"  11"
"897","110030",65,"  17"
"898","110030",70,"  11"
"899","110030",75,"   9"
"900","110030",80,"   7"
"901","110000",0,"   0"
"902","110000",1,"  1"
"903","110000",5,"  1"
"904","110000",10,"  0"
"905","110000",15,"   0"
"906","110000",20,"   0"
"907","110000",25,"   0"
"908","110000",30,"   0"
"909","110000",35,"   2"
"910","110000",40,"   1"
"911","110000",45,"   2"
"912","110000",50,"   1"
"913","110000",55,"   0"
"914","110000",60,"   1"
"915","110000",65,"   0"
"916","110000",70,"   1"
"917","110000",75,"   0"
"918","110000",80,"   0"
"919","120001",0,"   0"
"920","120001",1,"  0"
"921","120001",5,"  0"
"922","120001",10,"  0"
"923","120001",15,"   1"
"924","120001",20,"   0"
"925","120001",25,"   2"
"926","120001",30,"   1"
"927","120001",35,"   1"
"928","120001",40,"   0"
"929","120001",45,"   0"
"930","120001",50,"   0"
"931","120001",55,"   0"
"932","120001",60,"   0"
"933","120001",65,"   2"
"934","120001",70,"   1"
"935","120001",75,"   2"
"936","120001",80,"   0"
"937","120005",0,"   0"
"938","120005",1,"  0"
"939","120005",5,"  0"
"940","120005",10,"  0"
"941","120005",15,"   0"
"942","120005",20,"   0"
"943","120005",25,"   0"
"944","120005",30,"   0"
"945","120005",35,"   0"
"946","120005",40,"   0"
"947","120005",45,"   1"
"948","120005",50,"   0"
"949","120005",55,"   0"
"950","120005",60,"   0"
"951","120005",65,"   0"
"952","120005",70,"   0"
"953","120005",75,"   0"
"954","120005",80,"   0"
"955","120010",0,"   0"
"956","120010",1,"  0"
"957","120010",5,"  0"
"958","120010",10,"  0"
"959","120010",15,"   1"
"960","120010",20,"   0"
"961","120010",25,"   2"
"962","120010",30,"   2"
"963","120010",35,"   2"
"964","120010",40,"   1"
"965","120010",45,"   1"
"966","120010",50,"   2"
"967","120010",55,"   1"
"968","120010",60,"   2"
"969","120010",65,"   3"
"970","120010",70,"   4"
"971","120010",75,"   1"
"972","120010",80,"   3"
"973","120013",0,"   1"
"974","120013",1,"  0"
"975","120013",5,"  0"
"976","120013",10,"  0"
"977","120013",15,"   0"
"978","120013",20,"   0"
"979","120013",25,"   0"
"980","120013",30,"   0"
"981","120013",35,"   0"
"982","120013",40,"   0"
"983","120013",45,"   0"
"984","120013",50,"   0"
"985","120013",55,"   0"
"986","120013",60,"   0"
"987","120013",65,"   2"
"988","120013",70,"   0"
"989","120013",75,"   1"
"990","120013",80,"   0"
"991","120017",0,"   0"
"992","120017",1,"  0"
"993","120017",5,"  0"
"994","120017",10,"  0"
"995","120017",15,"   0"
"996","120017",20,"   0"
"997","120017",25,"   0"
"998","120017",30,"   0"
"999","120017",35,"   0"
"1000","120017",40,"   0"
"1001","120017",45,"   2"
"1002","120017",50,"   1"
"1003","120017",55,"   0"
"1004","120017",60,"   0"
"1005","120017",65,"   0"
"1006","120017",70,"   1"
"1007","120017",75,"   0"
"1008","120017",80,"   1"
"1009","120020",0,"  21"
"1010","120020",1,"  5"
"1011","120020",5,"  3"
"1012","120020",10,"  3"
"1013","120020",15,"   5"
"1014","120020",20,"   6"
"1015","120020",25,"   2"
"1016","120020",30,"   6"
"1017","120020",35,"   2"
"1018","120020",40,"  10"
"1019","120020",45,"   4"
"1020","120020",50,"   7"
"1021","120020",55,"   4"
"1022","120020",60,"   8"
"1023","120020",65,"   7"
"1024","120020",70,"  12"
"1025","120020",75,"   7"
"1026","120020",80,"  28"
"1027","120025",0,"   3"
"1028","120025",1,"  0"
"1029","120025",5,"  0"
"1030","120025",10,"  0"
"1031","120025",15,"   0"
"1032","120025",20,"   1"
"1033","120025",25,"   1"
"1034","120025",30,"   0"
"1035","120025",35,"   2"
"1036","120025",40,"   0"
"1037","120025",45,"   2"
"1038","120025",50,"   0"
"1039","120025",55,"   3"
"1040","120025",60,"   0"
"1041","120025",65,"   1"
"1042","120025",70,"   6"
"1043","120025",75,"   2"
"1044","120025",80,"   1"
"1045","120030",0,"   7"
"1046","120030",1,"  2"
"1047","120030",5,"  0"
"1048","120030",10,"  1"
"1049","120030",15,"   1"
"1050","120030",20,"   2"
"1051","120030",25,"   3"
"1052","120030",30,"   0"
"1053","120030",35,"   1"
"1054","120030",40,"   1"
"1055","120030",45,"   0"
"1056","120030",50,"   2"
"1057","120030",55,"   5"
"1058","120030",60,"   2"
"1059","120030",65,"   2"
"1060","120030",70,"   3"
"1061","120030",75,"   1"
"1062","120030",80,"   9"
"1063","120033",0,"   0"
"1064","120033",1,"  0"
"1065","120033",5,"  0"
"1066","120033",10,"  0"
"1067","120033",15,"   0"
"1068","120033",20,"   1"
"1069","120033",25,"   0"
