  Muni Age    Pop
110070  80     13
110080   0    169
110080   1    704
110080   5    823
110080  10    746
110080  15    679
110080  20    573
110080  25    530
110080  30    413
110080  35    348
110080  40    291
110080  45    252
110080  50    193
110080  55    117
110080  60     95
110080  65     53
110080  70     39
110080  75     17
110080  80     20
110090   0     48
110090   1    188
110090   5    254
110090  10    231
110090  15    198
110090  20    189
110090  25    173
110090  30    130
110090  35    120
110090  40     94
110090  45     96
110090  50     66
110090  55     62
110090  60     60
110090  65     25
110090  70     17
110090  75      7
110090  80      6
110005   0    148
110005   1    703
110005   5   1018
110005  10   1050
110005  15    962
110005  20    831
110005  25    765
110005  30    738
110005  35    651
110005  40    520
110005  45    371
110005  50    300
110005  55    258
110005  60    211
110005  65    159
110005  70    102
110005  75     54
110005  80     49
110092   0     48
110092   1    271
110092   5    331
110092  10    315
110092  15    273
110092  20    247
110092  25    238
110092  30    191
110092  35    151
110092  40    108
110092  45     94
110092  50     74
110092  55     60
110092  60     33
110092  65     21
110092  70     10
110092  75      4
110092  80      9
110006   0    183
110006   1    835
110006   5   1195
110006  10   1242
110006  15   1277
110006  20    995
110006  25    927
110006  30    798
110006  35    734
110006  40    634
110006  45    511
110006  50    352
110006  55    340
110006  60    290
110006  65    192
110006  70    114
110006  75     67
110006  80     66
110007   0     93
110007   1    457
110007   5    627
110007  10    615
110007  15    549
110007  20    438
110007  25    407
110007  30    340
110007  35    302
110007  40    227
110007  45    209
110007  50    168
110007  55    161
110007  60     93
110007  65     65
110007  70     26
110007  75     16
110007  80     17
110008   0    134
110008   1    575
110008   5    670
110008  10    601
110008  15    508
110008  20    456
110008  25    373
110008  30    330
110008  35    268
110008  40    236
110008  45    170
110008  50    138
110008  55    101
110008  60     69
110008  65     64
110008  70     30
110008  75     12
110008  80     17
110094   0     94
110094   1    326
110094   5    411
110094  10    314
110094  15    342
110094  20    332
110094  25    246
110094  30    195
110094  35    195
110094  40    150
110094  45    114
110094  50     79
110094  55     59
110094  60     33
110094  65     24
110094  70     10
110094  75      3
110094  80      6
110009   0    259
110009   1   1088
110009   5   1378
110009  10   1440
110009  15   1496
110009  20   1271
110009  25   1075
110009  30    951
110009  35    845
110009  40    702
110009  45    534
110009  50    410
110009  55    301
110009  60    228
110009  65    194
110009  70    115
110009  75     70
110009  80     41
110100   0    164
110100   1    634
110100   5    859
110100  10    816
110100  15    747
110100  20    589
110100  25    528
110100  30    420
110100  35    341
110100  40    314
110100  45    262
110100  50    197
110100  55    162
110100  60    101
110100  65     82
110100  70     35
110100  75     19
110100  80     24
110010   0    465
110010   1   1781
110010   5   2353
110010  10   2336
110010  15   2174
110010  20   1894
110010  25   1631
110010  30   1415
110010  35   1194
110010  40    928
110010  45    721
110010  50    584
110010  55    444
110010  60    342
110010  65    269
110010  70    193
110010  75    123
110010  80    131
110110   0     85
110110   1    352
110110   5    433
110110  10    410
110110  15    350
110110  20    271
110110  25    251
110110  30    226
110110  35    209
110110  40    155
110110  45    114
110110  50    118
110110  55     72
110110  60     63
110110  65     36
110110  70     18
110110  75      8
110110  80     10
110011   0    581
110011   1   2298
110011   5   2981
110011  10   3065
110011  15   3245
110011  20   2757
110011  25   2304
110011  30   1980
110011  35   1704
110011  40   1394
110011  45   1079
110011  50    766
110011  55    650
110011  60    490
110011  65    380
110011  70    218
110011  75    144
110011  80    118
110012   0   1026
110012   1   4336
110012   5   5852
110012  10   6090
110012  15   6130
110012  20   5534
110012  25   4962
110012  30   4521
110012  35   4012
110012  40   3136
110012  45   2308
110012  50   1634
110012  55   1223
110012  60    948
110012  65    765
110012  70    488
110012  75    335
110012  80    249
110013   0    255
110013   1   1017
110013   5   1338
110013  10   1331
110013  15   1269
110013  20   1028
110013  25    823
110013  30    767
110013  35    676
110013  40    590
110013  45    426
110013  50    311
110013  55    236
110013  60    145
110013  65    106
110013  70     69
110013  75     23
110013  80     29
110120   0    152
110120   1    518
110120   5    675
110120  10    655
110120  15    644
110120  20    523
110120  25    428
110120  30    396
110120  35    318
110120  40    263
110120  45    223
110120  50    170
110120  55    140
110120  60     97
110120  65     75
110120  70     60
110120  75     39
110120  80     16
110130   0    146
110130   1    610
110130   5    815
110130  10    723
110130  15    732
110130  20    638
110130  25    536
110130  30    419
110130  35    383
110130  40    336
110130  45    256
110130  50    180
110130  55    160
110130  60    144
110130  65     86
110130  70     50
110130  75     28
110130  80     29
110140   0    165
110140   1    590
110140   5    739
110140  10    701
110140  15    684
110140  20    616
110140  25    497
110140  30    402
110140  35    369
110140  40    279
110140  45    242
110140  50    174
110140  55    157
110140  60    105
110140  65     72
110140  70     36
110140  75     15
110140  80     17
110014   0    189
110014   1    736
110014   5    999
110014  10    920
110014  15    904
110014  20    816
110014  25    758
110014  30    561
110014  35    494
110014  40    413
110014  45    342
110014  50    259
110014  55    199
110014  60    146
110014  65    116
110014  70     70
110014  75     34
110014  80     30
110033   0    196
110033   1    690
110033   5    866
110033  10    891
110033  15    909
110033  20    725
110033  25    566
110033  30    468
110033  35    416
110033  40    322
110033  45    293
110033  50    176
110033  55    145
110033  60     89
110033  65     59
110033  70     46
110033  75     25
110033  80     25
110143   0     94
110143   1    366
110143   5    515
110143  10    457
110143  15    488
110143  20    382
110143  25    330
110143  30    259
110143  35    233
110143  40    160
110143  45    159
110143  50    101
110143  55     97
110143  60     74
110143  65     48
110143  70     24
110143  75     20
110143  80     15
110050   0    122
110050   1    533
110050   5    689
110050  10    694
110050  15    685
110050  20    599
110050  25    472
110050  30    445
110050  35    351
110050  40    294
110050  45    234
110050  50    188
110050  55    183
110050  60    116
110050  65     83
110050  70     36
110050  75     25
110050  80     20
110015   0    411
110015   1   1665
110015   5   2198
110015  10   2419
110015  15   2346
110015  20   2065
110015  25   1732
110015  30   1693
110015  35   1421
110015  40   1061
110015  45    835
110015  50    632
110015  55    539
110015  60    412
110015  65    287
110015  70    214
110015  75    127
110015  80    102
110145   0     43
110145   1    164
110145   5    232
110145  10    233
110145  15    181
110145  20    161
110145  25    130
110145  30    116
110145  35    119
110145  40     86
110145  45     71
110145  50     46
110145  55     37
110145  60     26
110145  65     15
110145  70      8
110145  75      5
110145  80      3
110018   0    321
110018   1   1308
110018   5   1711
110018  10   1756
110018  15   1760
110018  20   1573
110018  25   1415
110018  30   1300
110018  35   1188
110018  40    913
110018  45    702
110018  50    508
110018  55    380
110018  60    289
110018  65    241
110018  70    144
110018  75     95
110018  80     62
110146   0     25
110146   1    126
110146   5    167
110146  10    135
110146  15    117
110146  20    132
110146  25    102
110146  30     76
110146  35     86
110146  40     51
110146  45     46
110146  50     31
110146  55     21
110146  60     26
110146  65     12
110146  70     13
110146  75      2
110146  80      6
110020   0   3765
110020   1  15120
110020   5  18755
110020  10  19503
110020  15  18880
110020  20  17562
110020  25  15542
110020  30  14369
110020  35  12415
110020  40   9688
110020  45   7015
110020  50   4634
110020  55   3243
110020  60   2576
110020  65   1888
110020  70   1308
110020  75    842
110020  80    819
110025   0    226
110025   1   1016
110025   5   1397
110025  10   1534
110025  15   1581
110025  20   1165
110025  25   1042
110025  30    946
110025  35    902
110025  40    709
110025  45    579
110025  50    463
110025  55    338
110025  60    341
110025  65    219
110025  70    162
110025  75     82
110025  80     54
110147   0     49
110147   1    190
110147   5    245
110147  10    221
110147  15    208
110147  20    196
110147  25    168
110147  30    160
110147  35    119
110147  40    100
110147  45     89
110147  50     64
110147  55     66
110147  60     49
110147  65     21
110147  70     14
110147  75     14
110147  80      8
110026   0     25
110026   1    133
110026   5    169
110026  10    155
110026  15    149
110026  20    134
110026  25    113
110026  30     99
110026  35     86
110026  40     60
110026  45     43
110026  50     49
110026  55     46
110026  60     32
110026  65     25
110026  70     10
110026  75      4
110026  80      6
110028   0    446
110028   1   1904
110028   5   2593
110028  10   2703
110028  15   2631
110028  20   2344
110028  25   2219
110028  30   1905
110028  35   1629
110028  40   1338
110028  45   1006
110028  50    727
110028  55    598
110028  60    480
110028  65    361
110028  70    248
110028  75    144
110028  80    119
110029   0     91
110029   1    475
110029   5    646
110029  10    651
110029  15    643
110029  20    549
110029  25    467
110029  30    440
110029  35    389
110029  40    302
110029  45    229
110029  50    144
110029  55    166
110029  60    122
110029  65     94
110029  70     44
110029  75     36
110029  80     25
110148   0     71
110148   1    270
110148   5    389
110148  10    403
110148  15    415
110148  20    306
110148  25    255
110148  30    235
110148  35    225
110148  40    192
110148  45    155
110148  50    121
110148  55    102
110148  60     67
110148  65     40
110148  70     26
110148  75     17
110148  80     15
110149   0    146
110149   1    580
110149   5    694
110149  10    632
110149  15    551
110149  20    538
110149  25    465
110149  30    382
110149  35    308
110149  40    261
110149  45    191
110149  50    159
110149  55    105
110149  60     47
110149  65     25
110149  70     21
110149  75      5
110149  80      8
110032   0    301
110032   1   1117
110032   5   1543
110032  10   1445
110032  15   1337
110032  20   1063
110032  25    924
110032  30    815
110032  35    686
110032  40    569
110032  45    435
110032  50    319
110032  55    258
110032  60    189
110032  65    102
110032  70     56
110032  75     29
110032  80     27
110150   0    130
110150   1    609
110150   5    753
110150  10    666
110150  15    605
110150  20    534
110150  25    464
110150  30    421
110150  35    337
110150  40    246
110150  45    201
110150  50    131
110150  55    120
110150  60     99
110150  65     42
110150  70     18
110150  75     11
110150  80      9
110155   0     36
110155   1    250
110155   5    329
110155  10    298
110155  15    283
110155  20    265
110155  25    239
110155  30    186
110155  35    170
110155  40    116
110155  45    105
110155  50     87
110155  55     89
110155  60     58
110155  65     53
110155  70     32
110155  75     18
110155  80     14
110160   0    115
110160   1    476
110160   5    641
110160  10    624
110160  15    646
110160  20    520
110160  25    384
110160  30    318
110160  35    305
110160  40    252
110160  45    238
110160  50    183
110160  55    135
110160  60    102
110160  65     42
110160  70     20
110160  75     23
110160  80     19
110170   0    159
110170   1    607
110170   5    857
110170  10    903
110170  15    899
110170  20    695
110170  25    553
110170  30    416
110170  35    438
110170  40    388
110170  45    325
110170  50    238
110170  55    175
110170  60    129
110170  65     94
110170  70     40
110170  75     29
110170  80     37
110175   0     88
110175   1    366
110175   5    485
110175  10    453
110175  15    392
110175  20    339
110175  25    286
110175  30    224
110175  35    219
110175  40    163
110175  45    144
110175  50    114
110175  55     97
110175  60     68
110175  65     28
110175  70     20
110175  75      7
110175  80      7
110180   0     90
110180   1    414
110180   5    597
110180  10    552
110180  15    547
110180  20    452
110180  25    399
110180  30    352
110180  35    278
110180  40    207
110180  45    177
110180  50    157
110180  55    120
110180  60     89
110180  65     63
110180  70     36
110180  75     19
110180  80     11
110030   0    529
110030   1   2301
110030   5   2922
110030  10   3104
110030  15   2900
110030  20   2703
110030  25   2517
110030  30   2370
110030  35   2030
110030  40   1583
110030  45   1179
110030  50    843
110030  55    620
110030  60    515
110030  65    357
110030  70    208
110030  75    105
110030  80    100
120001   0    117
120001   1    438
120001   5    539
120001  10    487
120001  15    399
120001  20    342
120001  25    272
120001  30    247
120001  35    222
120001  40    155
120001  45    139
120001  50    105
120001  55     81
120001  60     53
120001  65     39
120001  70     22
120001  75     13
120001  80      9
120005   0     34
120005   1    213
120005   5    245
120005  10    204
120005  15    205
120005  20    165
120005  25    142
120005  30    103
120005  35     86
120005  40     66
120005  45     45
120005  50     38
120005  55     36
120005  60     23
120005  65     23
120005  70     23
120005  75     13
120005  80      6
120010   0    246
120010   1    883
120010   5   1029
120010  10   1066
120010  15    950
120010  20    739
120010  25    663
120010  30    539
120010  35    473
120010  40    352
120010  45    315
120010  50    249
120010  55    211
120010  60    147
120010  65     96
120010  70     74
120010  75     44
120010  80     55
120013   0     74
120013   1    334
120013   5    397
120013  10    369
120013  15    299
120013  20    251
120013  25    191
120013  30    178
120013  35    134
120013  40    107
120013  45    113
120013  50     76
120013  55     54
120013  60     20
120013  65     25
120013  70     14
120013  75     13
120013  80      6
120017   0     68
120017   1    340
120017   5    365
120017  10    275
120017  15    233
120017  20    181
120017  25    205
120017  30    169
120017  35    140
120017  40    106
120017  45     80
120017  50     61
120017  55     51
120017  60     35
120017  65     16
120017  70     14
120017  75     15
120017  80     11
120020   0    965
120020   1   3971
120020   5   4314
120020  10   4402
120020  15   4567
120020  20   3404
120020  25   2524
120020  30   1917
120020  35   1610
120020  40   1369
120020  45   1110
120020  50    812
120020  55    791
120020  60    579
120020  65    422
120020  70    279
120020  75    210
120020  80    276
120025   0    139
120025   1    610
120025   5    737
120025  10    631
120025  15    636
120025  20    506
120025  25    462
120025  30    390
120025  35    329
120025  40    228
120025  45    189
120025  50    144
120025  55    133
120025  60     87
120025  65     70
120025  70     51
120025  75     37
120025  80     32
120030   0    351
120030   1   1551
120030   5   2051
120030  10   1838
120030  15   1597
120030  20   1257
120030  25    968
120030  30    824
120030  35    598
120030  40    451
120030  45    354
120030  50    313
120030  55    276
120030  60    193
120030  65    145
120030  70    128
120030  75     61
120030  80     63
120032   0     74
120032   1    399
120032   5    379
120032  10    296
120032  15    242
120032  20    181
120032  25    128
120032  30     85
120032  35     75
120032  40     69
120032  45     39
120032  50     40
120032  55     26
120032  60     25
120032  65     10
120032  70     22
120032  75      8
120032  80      8
120033   0    127
120033   1    675
120033   5    812
120033  10    748
120033  15    720
120033  20    481
120033  25    366
120033  30    271
120033  35    236
120033  40    231
120033  45    177
120033  50    117
120033  55    131
120033  60     76
120033  65     55
120033  70     53
120033  75     27
120033  80     39
120034   0    114
120034   1    401
120034   5    485
120034  10    431
120034  15    384
120034  20    275
120034  25    191
120034  30    137
120034  35    139
120034  40    115
120034  45     75
120034  50     62
120034  55     48
120034  60     50
120034  65     40
120034  70     22
120034  75     13
120034  80     17
120035   0    135
120035   1    621
120035   5    714
120035  10    584
120035  15    446
120035  20    391
120035  25    283
120035  30    170
120035  35    148
120035  40    104
120035  45     92
120035  50     56
120035  55     76
120035  60     33
120035  65     24
120035  70     19
120035  75     12
120035  80     11
120038   0    241
120038   1    818
120038   5    975
120038  10    928
120038  15    852
120038  20    629
120038  25    560
120038  30    469
120038  35    423
120038  40    305
120038  45    256
120038  50    206
120038  55    171
120038  60    122
120038  65     96
120038  70     64
120038  75     41
120038  80     32
120080   0    167
120080   1    603
120080   5    751
120080  10    696
120080  15    549
120080  20    478
120080  25    400
120080  30    342
120080  35    267
120080  40    241
120080  45    204
120080  50    164
120080  55    134
120080  60     96
120080  65     59
120080  70     43
120080  75     15
120080  80     18
120039   0     84
120039   1    410
120039   5    452
120039  10    397
120039  15    315
120039  20    234
120039  25    161
120039  30    112
120039  35     90
120039  40     84
120039  45     71
120039  50     43
120039  55     51
120039  60     32
120039  65     25
120039  70     19
120039  75      6
120039  80      8
120040   0   2985
120040   1  12369
120040   5  14438
120040  10  14253
120040  15  15292
120040  20  14514
120040  25  11639
120040  30  10187
120040  35   8272
120040  40   6934
120040  45   5195
120040  50   3812
120040  55   2858
120040  60   2224
120040  65   1654
120040  70   1340
120040  75    844
120040  80   1001
120042   0    165
120042   1    563
120042   5    617
120042  10    528
120042  15    479
120042  20    344
120042  25    272
120042  30    175
120042  35    149
120042  40    113
120042  45    103
120042  50     94
120042  55     91
120042  60     49
120042  65     40
120042  70     22
120042  75     16
120042  80     18
120043   0     46
120043   1    178
120043   5    223
120043  10    150
120043  15    109
120043  20     68
120043  25     80
120043  30     59
120043  35     40
120043  40     27
120043  45     16
120043  50     14
120043  55     22
120043  60     17
120043  65     10
120043  70     12
120043  75      8
120043  80      4
120050   0    400
120050   1   1807
120050   5   1979
120050  10   1810
120050  15   1758
120050  20   1380
120050  25    967
120050  30    798
120050  35    650
120050  40    604
120050  45    491
120050  50    378
120050  55    333
120050  60    227
120050  65    186
120050  70    145
120050  75     97
120050  80    127
120045   0    265
120045   1   1022
120045   5   1235
120045  10   1180
120045  15   1080
120045  20    921
120045  25    758
120045  30    602
120045  35    562
120045  40    434
120045  45    394
120045  50    294
120045  55    226
120045  60    194
120045  65    120
120045  70     87
120045  75     56
120045  80     64
120060   0    454
120060   1   1661
120060   5   1907
120060  10   1712
120060  15   1530
120060  20   1149
120060  25    804
120060  30    717
120060  35    597
120060  40    425
120060  45    381
120060  50    318
120060  55    292
120060  60    216
120060  65    151
120060  70    127
120060  75     75
120060  80     89
120070   0    171
120070   1    609
120070   5    798
120070  10    709
120070  15    646
120070  20    496
120070  25    387
120070  30    352
120070  35    341
120070  40    278
120070  45    214
120070  50    198
120070  55    143
120070  60    123
120070  65     90
120070  70     83
120070  75     53
120070  80     57
130002   0    247
130002   1    918
130002   5    977
130002  10    844
130002  15    694
130002  20    495
130002  25    365
130002  30    271
130002  35    247
130002  40    180
130002  45    135
130002  50    110
130002  55    116
130002  60     83
130002  65     52
130002  70     38
130002  75     18
130002  80     19
130006   0    103
130006   1    496
130006   5    578
130006  10    497
130006  15    399
130006  20    333
130006  25    263
130006  30    174
130006  35    165
130006  40    125
130006  45     80
130006  50     77
130006  55     78
130006  60     60
130006  65     47
130006  70     24
130006  75     17
130006  80     22
130008   0    102
130008   1    402
130008   5    464
130008  10    463
130008  15    380
130008  20    259
130008  25    214
130008  30    151
130008  35    138
130008  40    110
130008  45    103
130008  50     59
130008  55     55
130008  60     83
130008  65     29
130008  70     24
130008  75     12
130008  80     16
130010   0    160
130010   1    676
130010   5    803
130010  10    754
130010  15    632
130010  20    499
130010  25    379
130010  30    286
130010  35    245
130010  40    201
130010  45    163
130010  50    112
130010  55    126
130010  60     89
130010  65     77
130010  70     39
130010  75     32
130010  80     55
130014   0    177
130014   1    767
130014   5    918
130014  10    889
130014  15    718
130014  20    571
130014  25    497
130014  30    513
130014  35    417
130014  40    338
130014  45    257
130014  50    132
130014  55    112
130014  60     76
130014  65     51
130014  70     18
130014  75     13
130014  80     15
130020   0    157
130020   1    671
130020   5    824
130020  10    693
130020  15    537
130020  20    427
130020  25    398
130020  30    280
130020  35    226
130020  40    165
130020  45    127
130020  50     93
130020  55     74
130020  60     66
130020  65     28
130020  70     26
130020  75     12
130020  80     16
130030   0    353
130030   1   1503
130030   5   1712
130030  10   1593
130030  15   1363
130030  20    980
130030  25    801
130030  30    656
130030  35    539
130030  40    414
130030  45    333
130030  50    259
130030  55    282
130030  60    184
130030  65    158
130030  70    111
130030  75     95
130030  80    108
130040   0    306
130040   1   1372
130040   5   1866
130040  10   1649
130040  15   1349
130040  20    987
130040  25    962
130040  30    779
130040  35    618
130040  40    416
130040  45    346
130040  50    240
130040  55    185
130040  60    187
130040  65    131
130040  70     81
130040  75     27
130040  80     28
130050   0    411
130050   1   1438
130050   5   1746
130050  10   1544
130050  15   1203
130050  20    816
130050  25    613
130050  30    555
130050  35    481
130050  40    350
130050  45    305
130050  50    234
130050  55    232
130050  60    202
130050  65    164
130050  70    125
130050  75    100
130050  80    125
130060   0    359
130060   1   1396
130060   5   1681
130060  10   1612
130060  15   1410
130060  20    989
130060  25    775
130060  30    650
130060  35    574
130060  40    405
130060  45    306
130060  50    253
130060  55    254
130060  60    226
130060  65    152
130060  70     95
130060  75     38
130060  80     71
130063   0    185
130063   1    828
130063   5    832
130063  10    731
130063  15    670
130063  20    457
130063  25    276
130063  30    255
130063  35    231
130063  40    157
130063  45    143
130063  50    105
130063  55     98
130063  60     85
130063  65     59
130063  70     42
130063  75     29
130063  80     24
130068   0    150
130068   1    695
130068   5    815
130068  10    745
130068  15    569
130068  20    436
130068  25    336
130068  30    252
130068  35    222
130068  40    196
130068  45    148
130068  50     96
130068  55    106
130068  60     78
130068  65     65
130068  70     24
130068  75     43
130068  80     41
130070   0    387
130070   1   1543
130070   5   1803
130070  10   1670
130070  15   1597
130070  20   1279
130070  25    955
130070  30    699
130070  35    635
130070  40    493
130070  45    445
130070  50    328
130070  55    301
130070  60    260
130070  65    184
130070  70    124
130070  75     72
130070  80    107
130080   0    427
130080   1   1887
130080   5   2270
130080  10   1968
130080  15   1638
130080  20   1208
130080  25    893
130080  30    655
130080  35    606
130080  40    454
130080  45    409
130080  50    305
130080  55    293
130080  60    233
130080  65    144
130080  70    118
130080  75     80
130080  80    154
130083   0    129
130083   1    534
130083   5    621
130083  10    573
130083  15    506
130083  20    380
130083  25    309
130083  30    204
130083  35    190
130083  40    153
130083  45    125
130083  50     86
130083  55     78
130083  60     64
130083  65     41
130083  70     34
130083  75     18
130083  80     10
130090   0     96
130090   1    619
130090   5    839
130090  10    711
130090  15    623
130090  20    468
130090  25    381
130090  30    304
130090  35    283
130090  40    195
130090  45    191
130090  50    132
130090  55     95
130090  60     70
130090  65     41
130090  70     34
130090  75     13
130090  80     17
130100   0    367
130100   1   1627
130100   5   1763
130100  10   1622
130100  15   1375
130100  20   1064
130100  25    733
130100  30    646
130100  35    531
130100  40    358
130100  45    316
130100  50    235
130100  55    197
130100  60    175
130100  65    113
130100  70     80
130100  75     53
130100  80     69
130110   0    272
130110   1   1479
130110   5   1955
130110  10   1837
130110  15   1650
130110  20   1292
130110  25   1074
130110  30    781
130110  35    683
130110  40    541
130110  45    459
130110  50    351
130110  55    289
130110  60    215
130110  65    166
130110  70     93
130110  75     58
130110  80     48
130115   0    233
130115   1    870
130115   5   1101
130115  10   1070
130115  15    911
130115  20    782
130115  25    568
130115  30    519
130115  35    424
130115  40    333
130115  45    288
130115  50    233
130115  55    242
130115  60    170
130115  65    130
130115  70     92
130115  75     57
130115  80     58
130120   0   1052
130120   1   4641
130120   5   5048
130120  10   4576
130120  15   4050
130120  20   3499
130120  25   2404
130120  30   1750
130120  35   1442
130120  40   1190
130120  45    972
130120  50    715
130120  55    564
130120  60    468
130120  65    343
130120  70    231
130120  75    145
130120  80    153
130130   0    298
130130   1   1092
130130   5   1272
130130  10   1223
130130  15   1032
130130  20    717
130130  25    529
130130  30    420
130130  35    389
130130  40    304
130130  45    275
130130  50    175
130130  55    161
130130  60    154
130130  65    100
130130  70     80
130130  75     53
130130  80     54
130140   0    372
130140   1   1650
130140   5   2056
130140  10   1849
130140  15   1551
130140  20   1179
130140  25    772
130140  30    650
130140  35    616
130140  40    464
130140  45    365
130140  50    281
130140  55    256
130140  60    181
130140  65    150
130140  70     88
130140  75     50
130140  80     71
130150   0    291
130150   1   1380
130150   5   1510
130150  10   1340
130150  15   1172
130150  20    919
130150  25    710
130150  30    410
130150  35    395
130150  40    271
130150  45    225
130150  50    165
130150  55    164
130150  60    106
130150  65     81
130150  70     41
130150  75     13
130150  80     35
130160   0    539
130160   1   2128
130160   5   2611
130160  10   2155
130160  15   1878
130160  20   1480
130160  25   1218
130160  30    711
130160  35    691
130160  40    512
130160  45    416
130160  50    304
130160  55    262
130160  60    207
130160  65    144
130160  70     78
130160  75     53
130160  80     79
130165   0    229
130165   1    970
130165   5   1041
130165  10    881
130165  15    737
130165  20    539
130165  25    408
130165  30    318
130165  35    296
130165  40    178
130165  45    143
130165  50    127
130165  55    114
130165  60     91
130165  65     46
130165  70     37
130165  75     23
130165  80     19
130170   0    485
130170   1   1997
130170   5   2257
130170  10   2127
130170  15   1953
130170  20   1462
130170  25   1114
130170  30    877
130170  35    790
130170  40    585
130170  45    499
130170  50    357
130170  55    337
130170  60    260
130170  65    211
130170  70    144
130170  75    112
130170  80     96
130180   0    262
130180   1   1204
130180   5   1179
130180  10    986
130180  15    850
130180  20    616
130180  25    447
130180  30    306
130180  35    319
130180  40    258
130180  45    174
130180  50    116
130180  55     99
130180  60     88
130180  65     49
130180  70     36
130180  75     39
130180  80     23
130185   0    435
130185   1   1855
130185   5   2052
130185  10   2021
130185  15   1919
130185  20   1696
130185  25   1148
130185  30    952
130185  35    764
130185  40    636
130185  45    504
130185  50    398
130185  55    328
130185  60    329
130185  65    230
130185  70    133
130185  75     83
130185  80     94
130190   0    993
130190   1   4010
130190   5   4766
130190  10   4592
130190  15   4401
130190  20   3345
130190  25   2528
130190  30   2073
130190  35   1777
130190  40   1497
130190  45   1188
130190  50    955
130190  55    840
130190  60    639
130190  65    514
130190  70    331
130190  75    252
130190  80    309
130195   0    160
130195   1    629
130195   5    743
130195  10    584
130195  15    526
130195  20    345
130195  25    273
130195  30    211
130195  35    162
130195  40    102
130195  45     88
130195  50     75
130195  55     53
130195  60     28
130195  65     28
130195  70     13
130195  75     17
130195  80     13
130200   0    109
130200   1    410
130200   5    537
130200  10    472
130200  15    444
130200  20    313
130200  25    228
130200  30    175
130200  35    160
130200  40    130
130200  45    120
130200  50     91
130200  55     88
130200  60     76
130200  65     48
130200  70     33
130200  75     27
130200  80     35
130210   0     96
130210   1    667
130210   5    762
130210  10    727
130210  15    637
130210  20    657
130210  25    408
130210  30    298
130210  35    202
130210  40    144
130210  45    129
130210  50    111
130210  55     85
130210  60     67
130210  65     38
130210  70     12
130210  75      8
130210  80      3
130220   0    127
130220   1    487
130220   5    474
130220  10    434
130220  15    400
130220  20    315
130220  25    223
130220  30    153
130220  35    133
130220  40     98
130220  45     77
130220  50     61
130220  55     61
130220  60     37
130220  65     38
130220  70     18
130220  75     18
130220  80     13
130230   0    322
130230   1   1918
130230   5   2063
130230  10   1631
130230  15   1240
130230  20    916
130230  25    693
130230  30    494
130230  35    408
130230  40    324
130230  45    262
130230  50    185
130230  55    161
130230  60    118
130230  65    101
130230  70     48
130230  75     28
130230  80     30
130240   0    428
130240   1   1831
130240   5   2017
130240  10   1931
130240  15   1697
130240  20   1279
130240  25    886
130240  30    743
130240  35    700
130240  40    562
