  Muni Age    Pop
221020  45    133
221020  50    126
221020  55    146
221020  60    108
221020  65     72
221020  70     64
221020  75     34
221020  80     33
221030   0     49
221030   1    237
221030   5    287
221030  10    301
221030  15    300
221030  20    256
221030  25    199
221030  30    229
221030  35    157
221030  40    165
221030  45    153
221030  50    131
221030  55    116
221030  60     82
221030  65     70
221030  70     74
221030  75     36
221030  80     32
221035   0     36
221035   1    152
221035   5    216
221035  10    266
221035  15    265
221035  20    168
221035  25    166
221035  30    144
221035  35    123
221035  40    122
221035  45    100
221035  50     98
221035  55     69
221035  60     93
221035  65     62
221035  70     43
221035  75     39
221035  80     44
221037   0     25
221037   1    120
221037   5    130
221037  10    133
221037  15    118
221037  20    100
221037  25     99
221037  30     97
221037  35     79
221037  40     69
221037  45     44
221037  50     48
221037  55     43
221037  60     52
221037  65     39
221037  70     22
221037  75     20
221037  80     20
221038   0     18
221038   1     63
221038   5     99
221038  10    120
221038  15    126
221038  20     82
221038  25     47
221038  30     53
221038  35     67
221038  40     68
221038  45     52
221038  50     46
221038  55     34
221038  60     29
221038  65     31
221038  70     27
221038  75     17
221038  80     15
221039   0     36
221039   1    150
221039   5    128
221039  10    203
221039  15    179
221039  20    126
221039  25     88
221039  30     67
221039  35     61
221039  40     73
221039  45     54
221039  50     55
221039  55     65
221039  60     36
221039  65     28
221039  70     15
221039  75     19
221039  80     18
221040   0    180
221040   1    740
221040   5    988
221040  10   1283
221040  15   1083
221040  20    848
221040  25    628
221040  30    568
221040  35    571
221040  40    506
221040  45    432
221040  50    337
221040  55    264
221040  60    280
221040  65    187
221040  70    140
221040  75    115
221040  80    110
221050   0    116
221050   1    567
221050   5    690
221050  10    746
221050  15    724
221050  20    573
221050  25    416
221050  30    384
221050  35    322
221050  40    330
221050  45    301
221050  50    221
221050  55    211
221050  60    219
221050  65    154
221050  70    124
221050  75    100
221050  80    111
221060   0    289
221060   1   1132
221060   5   1407
221060  10   1466
221060  15   1696
221060  20   1498
221060  25   1092
221060  30    977
221060  35    907
221060  40    719
221060  45    511
221060  50    455
221060  55    366
221060  60    368
221060  65    271
221060  70    226
221060  75    148
221060  80    209
221062   0     43
221062   1    207
221062   5    278
221062  10    291
221062  15    267
221062  20    177
221062  25    144
221062  30    116
221062  35    113
221062  40    115
221062  45     72
221062  50     71
221062  55     67
221062  60     52
221062  65     44
221062  70     35
221062  75     24
221062  80     24
221063   0     38
221063   1    165
221063   5    207
221063  10    201
221063  15    207
221063  20    180
221063  25    125
221063  30    125
221063  35    108
221063  40     70
221063  45     86
221063  50     71
221063  55     51
221063  60     64
221063  65     35
221063  70     36
221063  75     14
221063  80     14
221065   0     81
221065   1    357
221065   5    489
221065  10    561
221065  15    465
221065  20    398
221065  25    332
221065  30    255
221065  35    244
221065  40    223
221065  45    226
221065  50    175
221065  55    152
221065  60    127
221065  65     98
221065  70     91
221065  75     51
221065  80     51
221070   0    168
221070   1    676
221070   5    838
221070  10    848
221070  15    777
221070  20    679
221070  25    521
221070  30    448
221070  35    347
221070  40    300
221070  45    209
221070  50    261
221070  55    213
221070  60    182
221070  65    115
221070  70     88
221070  75     66
221070  80     83
221080   0     95
221080   1    452
221080   5    573
221080  10    653
221080  15    607
221080  20    493
221080  25    362
221080  30    378
221080  35    339
221080  40    304
221080  45    254
221080  50    197
221080  55    195
221080  60    164
221080  65    108
221080  70    123
221080  75     84
221080  80     78
221090   0     39
221090   1    215
221090   5    258
221090  10    309
221090  15    286
221090  20    184
221090  25    147
221090  30    105
221090  35    121
221090  40    130
221090  45    115
221090  50     85
221090  55     81
221090  60     55
221090  65     46
221090  70     45
221090  75     24
221090  80     39
221093   0     41
221093   1    185
221093   5    243
221093  10    247
221093  15    280
221093  20    237
221093  25    211
221093  30    216
221093  35    174
221093  40    123
221093  45    117
221093  50    100
221093  55    109
221093  60     82
221093  65     72
221093  70     48
221093  75     34
221093  80     38
221095   0     21
221095   1    124
221095   5    174
221095  10    150
221095  15    122
221095  20    108
221095  25     86
221095  30     72
221095  35     79
221095  40     47
221095  45     35
221095  50     34
221095  55     50
221095  60     30
221095  65     19
221095  70     14
221095  75     16
221095  80     10
221097   0     19
221097   1    106
221097   5    135
221097  10    131
221097  15    147
221097  20    107
221097  25     71
221097  30     78
221097  35     66
221097  40     63
221097  45     57
221097  50     35
221097  55     52
221097  60     42
221097  65     31
221097  70     20
221097  75     11
221097  80     11
221100   0   6726
221100   1  27196
221100   5  33294
221100  10  40510
221100  15  46000
221100  20  42869
221100  25  33880
221100  30  30760
221100  35  28106
221100  40  23387
221100  45  18405
221100  50  13547
221100  55   9676
221100  60   7991
221100  65   6210
221100  70   4877
221100  75   3124
221100  80   3551
221110   0    431
221110   1   1809
221110   5   2280
221110  10   2555
221110  15   2388
221110  20   1754
221110  25   1284
221110  30   1074
221110  35   1044
221110  40    943
221110  45    873
221110  50    743
221110  55    659
221110  60    579
221110  65    489
221110  70    352
221110  75    246
221110  80    275
221120   0    158
221120   1    748
221120   5   1003
221120  10   1094
221120  15    981
221120  20    693
221120  25    565
221120  30    547
221120  35    536
221120  40    402
221120  45    408
221120  50    341
221120  55    270
221120  60    243
221120  65    185
221120  70    157
221120  75     75
221120  80    124
221130   0    156
221130   1    684
221130   5    915
221130  10   1134
221130  15   1233
221130  20    977
221130  25    838
221130  30    746
221130  35    689
221130  40    614
221130  45    465
221130  50    446
221130  55    342
221130  60    340
221130  65    275
221130  70    224
221130  75    166
221130  80    158
221135   0     64
221135   1    246
221135   5    322
221135  10    362
221135  15    328
221135  20    197
221135  25    181
221135  30    130
221135  35    142
221135  40    122
221135  45    109
221135  50     76
221135  55     48
221135  60     69
221135  65     55
221135  70     40
221135  75     23
221135  80     27
221140   0     36
221140   1    180
221140   5    235
221140  10    262
221140  15    259
221140  20    195
221140  25    179
221140  30    133
221140  35    136
221140  40    148
221140  45    115
221140  50     99
221140  55     73
221140  60     80
221140  65     84
221140  70     47
221140  75     25
221140  80     41
221150   0     25
221150   1    118
221150   5    132
221150  10    173
221150  15    166
221150  20    113
221150  25     88
221150  30    110
221150  35    114
221150  40     76
221150  45     73
221150  50     61
221150  55     57
221150  60     54
221150  65     38
221150  70     17
221150  75     10
221150  80     18
221160   0     20
221160   1    112
221160   5    151
221160  10    139
221160  15    157
221160  20    121
221160  25    109
221160  30    110
221160  35    100
221160  40     71
221160  45     68
221160  50     69
221160  55     51
221160  60     42
221160  65     24
221160  70     15
221160  75     16
221160  80     25
221170   0     31
221170   1    168
221170   5    199
221170  10    269
221170  15    240
221170  20    180
221170  25    151
221170  30    114
221170  35    117
221170  40    107
221170  45     85
221170  50     80
221170  55     61
221170  60     45
221170  65     44
221170  70     23
221170  75     24
221170  80     17
230010   0     74
230010   1    403
230010   5    442
230010  10    538
230010  15    456
230010  20    358
230010  25    305
230010  30    266
230010  35    219
230010  40    194
230010  45    167
230010  50    167
230010  55    154
230010  60    126
230010  65     99
230010  70     99
230010  75     61
230010  80     66
230015   0    120
230015   1    631
230015   5    795
230015  10    774
230015  15    651
230015  20    574
230015  25    483
230015  30    514
230015  35    411
230015  40    315
230015  45    247
230015  50    205
230015  55    150
230015  60    172
230015  65    146
230015  70    119
230015  75     73
230015  80     76
230020   0    481
230020   1   2467
230020   5   3035
230020  10   3264
230020  15   2792
230020  20   2091
230020  25   1777
230020  30   1509
230020  35   1277
230020  40   1013
230020  45    896
230020  50    838
230020  55    717
230020  60    638
230020  65    493
230020  70    426
230020  75    269
230020  80    310
230030   0    412
230030   1   1729
230030   5   2342
230030  10   2843
230030  15   2546
230030  20   1928
230030  25   1571
230030  30   1519
230030  35   1424
230030  40   1225
230030  45   1140
230030  50   1046
230030  55    928
230030  60    916
230030  65    642
230030  70    539
230030  75    381
230030  80    398
230040   0    168
230040   1    730
230040   5    878
230040  10    895
230040  15    739
230040  20    623
230040  25    478
230040  30    472
230040  35    383
230040  40    342
230040  45    316
230040  50    279
230040  55    228
230040  60    199
230040  65    150
230040  70    130
230040  75     84
230040  80    109
230050   0     88
230050   1    461
230050   5    571
230050  10    615
230050  15    540
230050  20    382
230050  25    307
230050  30    327
230050  35    275
230050  40    221
230050  45    202
230050  50    173
230050  55    177
230050  60    162
230050  65    152
230050  70    108
230050  75     73
230050  80     91
230060   0     39
230060   1    253
230060   5    337
230060  10    321
230060  15    315
230060  20    231
230060  25    176
230060  30    174
230060  35    147
230060  40    119
230060  45    140
230060  50    150
230060  55    145
230060  60    119
230060  65     83
230060  70     74
230060  75     59
230060  80     74
230070   0    153
230070   1    593
230070   5    882
230070  10    957
230070  15    872
230070  20    591
230070  25    509
230070  30    525
230070  35    519
230070  40    433
230070  45    338
230070  50    303
230070  55    219
230070  60    214
230070  65    154
230070  70    163
230070  75    108
230070  80    156
230075   0    378
230075   1   1638
230075   5   2262
230075  10   2265
230075  15   1662
230075  20   1164
230075  25    911
230075  30    901
230075  35    740
230075  40    567
230075  45    569
230075  50    512
230075  55    484
230075  60    439
230075  65    335
230075  70    253
230075  75    204
230075  80    213
230080   0     67
230080   1    287
230080   5    371
230080  10    437
230080  15    364
230080  20    275
230080  25    227
230080  30    193
230080  35    181
230080  40    167
230080  45    174
230080  50    158
230080  55    133
230080  60    127
230080  65     81
230080  70     73
230080  75     39
230080  80     87
230090   0    120
230090   1    567
230090   5    755
230090  10    811
230090  15    624
230090  20    520
230090  25    380
230090  30    377
230090  35    334
230090  40    277
230090  45    240
230090  50    217
230090  55    216
230090  60    208
230090  65    152
230090  70    169
230090  75     82
230090  80    101
230100   0    656
230100   1   2615
230100   5   3418
230100  10   3435
230100  15   3162
230100  20   2736
230100  25   2407
230100  30   2158
230100  35   1856
230100  40   1384
230100  45   1167
230100  50   1006
230100  55    792
230100  60    742
230100  65    543
230100  70    501
230100  75    287
230100  80    348
230110   0    534
230110   1   2459
230110   5   3303
230110  10   3484
230110  15   3444
230110  20   2816
230110  25   2391
230110  30   2256
230110  35   2081
230110  40   1602
230110  45   1340
230110  50   1408
230110  55   1013
230110  60    745
230110  65    690
230110  70    600
230110  75    389
230110  80    487
230120   0    249
230120   1   1050
230120   5   1349
230120  10   1465
230120  15   1291
230120  20    942
230120  25    789
230120  30    729
230120  35    737
230120  40    556
230120  45    487
230120  50    435
230120  55    395
230120  60    364
230120  65    316
230120  70    267
230120  75    187
230120  80    211
230125   0    116
230125   1    403
230125   5    529
230125  10    665
230125  15    543
230125  20    358
230125  25    317
230125  30    288
230125  35    267
230125  40    288
230125  45    244
230125  50    214
230125  55    176
230125  60    196
230125  65    135
230125  70    144
230125  75     84
230125  80    105
230130   0    214
230130   1   1036
230130   5   1218
230130  10   1313
230130  15   1076
230130  20    860
230130  25    637
230130  30    586
230130  35    544
230130  40    434
230130  45    365
230130  50    350
230130  55    317
230130  60    310
230130  65    175
230130  70    168
230130  75    113
230130  80    166
230140   0    140
230140   1    649
230140   5    807
230140  10    737
230140  15    703
230140  20    432
230140  25    372
230140  30    309
230140  35    351
230140  40    292
230140  45    232
230140  50    190
230140  55    181
230140  60    168
230140  65    119
230140  70    123
230140  75     62
230140  80     73
230150   0     66
230150   1    358
230150   5    454
230150  10    461
230150  15    366
230150  20    314
230150  25    258
230150  30    232
230150  35    199
230150  40    178
230150  45    186
230150  50    153
230150  55    140
230150  60    105
230150  65     82
230150  70     63
230150  75     56
230150  80     51
230160   0    215
230160   1   1001
230160   5   1210
230160  10   1244
230160  15    976
230160  20    829
230160  25    677
230160  30    697
230160  35    599
230160  40    524
230160  45    474
230160  50    476
230160  55    402
230160  60    378
230160  65    249
230160  70    222
230160  75    177
230160  80    185
230170   0    253
230170   1   1074
230170   5   1385
230170  10   1519
230170  15   1381
230170  20   1078
230170  25    816
230170  30    810
230170  35    719
230170  40    610
230170  45    577
230170  50    515
230170  55    466
230170  60    483
230170  65    313
230170  70    240
230170  75    209
230170  80    243
230180   0     39
230180   1    206
230180   5    303
230180  10    294
230180  15    315
230180  20    241
230180  25    197
230180  30    169
230180  35    182
230180  40    147
230180  45    145
230180  50    129
230180  55    113
230180  60    117
230180  65     64
230180  70     60
230180  75     45
230180  80     43
230185   0    220
230185   1    839
230185   5   1051
230185  10    945
230185  15    806
230185  20    599
230185  25    531
230185  30    524
230185  35    472
230185  40    345
230185  45    312
230185  50    238
230185  55    237
230185  60    248
230185  65    145
230185  70    139
230185  75     97
230185  80    113
230190   0    504
230190   1   2038
230190   5   2483
230190  10   2773
230190  15   2824
230190  20   2311
230190  25   1807
230190  30   1628
230190  35   1398
230190  40   1186
230190  45   1028
230190  50    891
230190  55    766
230190  60    725
230190  65    538
230190  70    455
230190  75    361
230190  80    389
230195   0    173
230195   1    812
230195   5   1012
230195  10   1028
230195  15    970
230195  20    688
230195  25    647
230195  30    597
230195  35    505
230195  40    400
230195  45    357
230195  50    298
230195  55    262
230195  60    220
230195  65    184
230195  70    173
230195  75    109
230195  80     99
230200   0    170
230200   1    840
230200   5   1103
230200  10   1155
230200  15   1065
230200  20    859
230200  25    720
230200  30    666
230200  35    569
230200  40    514
230200  45    453
230200  50    432
230200  55    391
230200  60    365
230200  65    284
230200  70    240
230200  75    169
230200  80    173
230205   0    182
230205   1    732
230205   5    828
230205  10    860
230205  15    803
230205  20    624
230205  25    466
230205  30    358
230205  35    322
230205  40    306
230205  45    288
230205  50    232
230205  55    218
230205  60    181
230205  65    155
230205  70    103
230205  75     70
230205  80    107
230210   0    308
230210   1   1289
230210   5   1691
230210  10   1644
230210  15   1607
230210  20   1350
230210  25   1005
230210  30   1069
230210  35    874
230210  40    746
230210  45    614
230210  50    506
230210  55    507
230210  60    505
230210  65    397
230210  70    299
230210  75    217
230210  80    294
230220   0    448
230220   1   1749
230220   5   2433
230220  10   2382
230220  15   2337
230220  20   1869
230220  25   1565
230220  30   1372
230220  35   1254
230220  40   1005
230220  45    887
230220  50    870
230220  55    690
230220  60    568
230220  65    468
230220  70    432
230220  75    316
230220  80    312
230230   0    304
230230   1   1339
230230   5   1801
230230  10   1883
230230  15   1564
230230  20   1212
230230  25    899
230230  30    830
230230  35    788
230230  40    596
230230  45    557
230230  50    544
230230  55    433
230230  60    363
230230  65    254
230230  70    196
230230  75    133
230230  80    182
230240   0    517
230240   1   2337
230240   5   2886
230240  10   3106
230240  15   2581
230240  20   1843
230240  25   1618
230240  30   1548
230240  35   1419
230240  40   1191
230240  45   1156
230240  50   1022
230240  55    906
230240  60    839
230240  65    559
230240  70    556
230240  75    437
230240  80    446
230250   0    389
230250   1   1555
230250   5   2079
230250  10   2458
230250  15   2196
230250  20   1956
230250  25   1429
230250  30   1318
230250  35   1235
230250  40   1014
230250  45    833
230250  50    792
230250  55    697
230250  60    646
230250  65    413
230250  70    362
230250  75    253
230250  80    279
230260   0    677
230260   1   2651
230260   5   3347
230260  10   3555
230260  15   3083
230260  20   2593
230260  25   2127
230260  30   1919
230260  35   1632
230260  40   1273
230260  45   1061
230260  50    994
230260  55    764
230260  60    677
230260  65    549
230260  70    362
230260  75    276
230260  80    368
230270   0    284
230270   1   1176
230270   5   1430
230270  10   1592
230270  15   1406
230270  20   1103
230270  25    876
230270  30    920
230270  35    790
230270  40    653
230270  45    592
230270  50    514
230270  55    499
230270  60    466
230270  65    332
230270  70    306
230270  75    243
230270  80    228
230280   0    741
230280   1   3283
230280   5   4226
230280  10   4335
230280  15   3687
230280  20   2789
230280  25   2262
230280  30   2239
230280  35   2064
230280  40   1630
230280  45   1477
230280  50   1292
230280  55   1087
230280  60   1102
230280  65    776
230280  70    708
230280  75    471
230280  80    551
230290   0    150
230290   1    692
230290   5    935
230290  10    995
230290  15    951
230290  20    698
230290  25    477
230290  30    456
230290  35    453
230290  40    359
230290  45    301
230290  50    255
230290  55    235
230290  60    254
230290  65    176
230290  70    157
230290  75    126
230290  80    121
230300   0    175
230300   1    781
230300   5    924
230300  10    975
230300  15    784
230300  20    631
230300  25    491
230300  30    480
230300  35    408
230300  40    332
230300  45    299
230300  50    265
230300  55    254
230300  60    213
230300  65    173
230300  70    158
230300  75     94
230300  80    107
230310   0    195
230310   1    896
230310   5   1129
230310  10   1016
230310  15    922
230310  20    695
230310  25    578
230310  30    613
230310  35    541
230310  40    398
230310  45    396
230310  50    397
230310  55    341
230310  60    330
230310  65    276
230310  70    226
230310  75    173
230310  80    178
230320   0    293
230320   1   1260
230320   5   1562
230320  10   1734
230320  15   1530
230320  20   1090
230320  25    878
230320  30    766
230320  35    645
230320  40    601
230320  45    512
230320  50    509
230320  55    421
230320  60    441
230320  65    282
230320  70    269
230320  75    167
230320  80    198
230330   0    205
230330   1    754
230330   5    998
230330  10   1051
230330  15    921
230330  20    775
230330  25    566
230330  30    605
230330  35    585
230330  40    435
230330  45    431
230330  50    416
230330  55    347
230330  60    355
230330  65    221
230330  70    198
230330  75    163
230330  80    158
230340   0    177
230340   1    729
230340   5    950
230340  10   1052
230340  15    852
230340  20    617
230340  25    477
230340  30    463
230340  35    445
230340  40    355
230340  45    272
230340  50    255
230340  55    271
230340  60    233
230340  65    192
230340  70    145
230340  75     92
230340  80    110
230350   0    572
230350   1   2466
230350   5   3145
230350  10   3125
230350  15   3063
230350  20   2705
230350  25   2325
230350  30   2103
230350  35   1767
230350  40   1403
230350  45   1231
230350  50   1005
230350  55    867
230350  60    827
230350  65    664
230350  70    591
230350  75    378
230350  80    415
230360   0    130
230360   1    629
230360   5    940
230360  10   1043
230360  15    983
230360  20    749
230360  25    595
230360  30    539
230360  35    456
230360  40    426
230360  45    339
230360  50    268
230360  55    194
230360  60    197
230360  65    167
230360  70    125
230360  75     83
230360  80     90
230365   0     76
230365   1    411
230365   5    490
230365  10    624
230365  15    473
230365  20    379
230365  25    296
230365  30    279
230365  35    273
230365  40    209
230365  45    206
230365  50    171
230365  55    150
230365  60    146
230365  65    103
230365  70    113
230365  75     82
230365  80     89
230370   0   2903
230370   1  12249
230370   5  14856
230370  10  14374
230370  15  13290
230370  20  11926
230370  25  11065
230370  30  10822
230370  35   9556
230370  40   6736
230370  45   4959
230370  50   3870
230370  55   2886
230370  60   2521
230370  65   1864
230370  70   1357
230370  75    976
230370  80    970
230380   0    263
230380   1    918
230380   5   1202
230380  10   1366
230380  15   1223
230380  20   1026
230380  25    779
230380  30    724
230380  35    736
230380  40    694
230380  45    601
230380  50    578
230380  55    477
230380  60    496
230380  65    332
230380  70    298
230380  75    225
230380  80    215
230390   0    143
230390   1    627
230390   5    751
230390  10    806
230390  15    662
230390  20    556
230390  25    423
230390  30    383
230390  35    347
230390  40    241
230390  45    243
230390  50    232
230390  55    198
230390  60    192
230390  65    120
230390  70     97
230390  75     49
230390  80     72
230393   0    113
230393   1    659
230393   5    798
230393  10    771
230393  15    591
230393  20    402
230393  25    368
230393  30    339
230393  35    328
230393  40    267
230393  45    240
230393  50    193
230393  55    161
230393  60    171
230393  65    118
230393  70    117
230393  75     78
230393  80     71
230395   0    210
230395   1    834
230395   5   1112
230395  10   1103
230395  15   1088
230395  20    802
230395  25    706
230395  30    669
230395  35    576
230395  40    449
230395  45    346
230395  50    299
230395  55    266
230395  60    224
230395  65    179
230395  70    154
230395  75     93
230395  80     93
230400   0    271
230400   1    969
230400   5   1208
230400  10   1266
230400  15   1091
230400  20    825
230400  25    669
230400  30    602
230400  35    560
230400  40    450
230400  45    463
230400  50    414
230400  55    326
230400  60    299
230400  65    211
230400  70    191
230400  75    111
230400  80    120
230410   0    639
230410   1   2737
230410   5   3674
230410  10   3867
230410  15   3716
230410  20   3248
230410  25   2575
230410  30   2599
230410  35   2359
230410  40   2094
230410  45   1711
230410  50   1596
230410  55   1290
230410  60   1228
230410  65    918
230410  70    853
230410  75    558
230410  80    699
230420   0   1036
230420   1   4371
230420   5   5428
230420  10   5926
230420  15   5828
230420  20   5526
230420  25   4248
230420  30   3980
230420  35   3583
230420  40   3012
230420  45   2512
230420  50   2207
230420  55   1855
230420  60   1600
230420  65   1324
230420  70   1012
230420  75    781
230420  80    847
230423   0    217
230423   1    760
230423   5   1096
230423  10   1117
230423  15    864
230423  20    541
230423  25    519
230423  30    495
230423  35    442
230423  40    379
230423  45    336
230423  50    313
230423  55    283
230423  60    264
230423  65    194
230423  70    174
230423  75     97
230423  80     98
230425   0    199
230425   1    881
230425   5   1207
230425  10   1325
230425  15   1200
230425  20    822
230425  25    692
230425  30    638
230425  35    596
230425  40    443
230425  45    401
230425  50    409
230425  55    293
230425  60    277
230425  65    205
230425  70    148
230425  75    105
230425  80     87
230426   0     64
230426   1    320
230426   5    471
230426  10    457
230426  15    407
230426  20    328
230426  25    294
230426  30    259
230426  35    273
230426  40    188
230426  45    212
230426  50    200
230426  55    168
230426  60    170
230426  65    107
230426  70     84
230426  75     70
230426  80     72
230427   0     64
230427   1    248
230427   5    333
230427  10    376
230427  15    348
230427  20    288
230427  25    195
230427  30    203
230427  35    188
230427  40    149
230427  45    168
230427  50    135
230427  55    105
230427  60    107
230427  65     64
230427  70     71
230427  75     53
230427  80     57
230428   0    357
230428   1   1565
230428   5   1814
230428  10   1940
230428  15   1840
230428  20   1483
230428  25   1337
230428  30   1194
230428  35   1031
230428  40    715
230428  45    587
230428  50    495
230428  55    390
230428  60    316
230428  65    251
230428  70    201
230428  75    136
230428  80    109
230430   0    186
230430   1    846
230430   5   1145
230430  10   1284
230430  15   1176
230430  20    885
230430  25    678
230430  30    608
230430  35    578
230430  40    472
230430  45    470
230430  50    443
230430  55    429
230430  60    351
230430  65    253
230430  70    206
230430  75    177
230430  80    180
230435   0    195
230435   1    850
230435   5    965
230435  10   1031
230435  15    893
230435  20    745
230435  25    657
230435  30    609
230435  35    556
230435  40    415
230435  45    399
230435  50    340
230435  55    256
230435  60    260
230435  65    198
230435  70    161
230435  75    116
230435  80    127
230440   0  19423
230440   1  80999
230440   5 101435
230440  10 109885
230440  15 123339
230440  20 114885
230440  25 100219
230440  30  95645
230440  35  87733
230440  40  69942
230440  45  57316
230440  50  47231
230440  55  33981
230440  60  30089
230440  65  22039
230440  70  18775
230440  75  12664
230440  80  13566
230445   0    109
230445   1    494
230445   5    722
230445  10    716
230445  15    633
230445  20    532
230445  25    411
230445  30    420
230445  35    377
230445  40    282
230445  45    268
230445  50    244
230445  55    205
230445  60    162
230445  65    131
230445  70    100
230445  75     69
230445  80     93
230450   0    134
230450   1    632
230450   5    725
230450  10    707
230450  15    634
230450  20    495
230450  25    377
230450  30    355
230450  35    349
230450  40    293
230450  45    258
230450  50    234
230450  55    210
230450  60    173
230450  65    136
230450  70    115
230450  75     87
230450  80     78
230460   0     50
230460   1    260
230460   5    282
230460  10    339
230460  15    235
230460  20    182
230460  25    154
230460  30    132
230460  35    129
230460  40    109
230460  45    101
230460  50    105
230460  55     64
230460  60     60
230460  65     42
230460  70     32
230460  75     34
230460  80     33
230465   0    182
230465   1    729
230465   5    906
230465  10   1055
230465  15    836
230465  20    509
230465  25    446
230465  30    427
230465  35    395
230465  40    337
230465  45    296
230465  50    270
230465  55    292
230465  60    270
230465  65    197
230465  70    147
230465  75    120
230465  80    127
230470   0    637
230470   1   2809
230470   5   3172
230470  10   2901
230470  15   2561
230470  20   2019
230470  25   1533
230470  30   1340
230470  35   1204
230470  40    961
230470  45    912
230470  50    883
230470  55    814
230470  60    600
230470  65    494
230470  70    360
230470  75    310
230470  80    364
230480   0     62
230480   1    258
230480   5    328
230480  10    369
230480  15    346
230480  20    241
230480  25    174
230480  30    156
230480  35    146
230480  40    121
230480  45    100
230480  50     99
230480  55     69
230480  60     71
230480  65     65
230480  70     41
230480  75     36
230480  80     39
230490   0     76
230490   1    372
230490   5    498
230490  10    458
230490  15    432
230490  20    369
230490  25    269
230490  30    314
230490  35    281
230490  40    212
230490  45    197
230490  50    187
230490  55    173
230490  60    158
230490  65    131
230490  70    110
230490  75     94
230490  80     82
230495   0    219
230495   1    962
230495   5   1209
230495  10   1214
230495  15   1052
230495  20    865
230495  25    728
230495  30    662
230495  35    547
230495  40    482
230495  45    400
230495  50    336
230495  55    289
230495  60    269
230495  65    183
230495  70    166
230495  75    116
230495  80    103
230500   0    496
230500   1   1715
230500   5   2178
230500  10   2254
230500  15   1918
230500  20   1388
230500  25   1060
230500  30    993
230500  35    978
230500  40    831
230500  45    696
230500  50    651
230500  55    525
230500  60    529
230500  65    446
230500  70    361
230500  75    243
230500  80    302
230510   0     61
230510   1    318
230510   5    322
230510  10    329
230510  15    302
230510  20    227
230510  25    192
230510  30    176
230510  35    143
230510  40    143
230510  45    118
230510  50     97
230510  55     95
230510  60     75
230510  65     58
230510  70     60
230510  75     39
230510  80     44
230520   0    154
230520   1    810
230520   5    994
230520  10   1096
230520  15    919
230520  20    678
230520  25    517
230520  30    543
230520  35    534
230520  40    451
230520  45    371
230520  50    353
230520  55    325
230520  60    332
230520  65    259
230520  70    236
230520  75    160
230520  80    176
230523   0    471
230523   1   1634
230523   5   1955
230523  10   1919
230523  15   1759
230523  20   1760
230523  25   1488
230523  30   1303
230523  35   1001
230523  40    776
230523  45    645
230523  50    503
230523  55    419
230523  60    382
230523  65    273
230523  70    204
230523  75    160
230523  80    162
230526   0    137
230526   1    654
230526   5    795
230526  10    793
230526  15    617
230526  20    474
230526  25    385
230526  30    373
230526  35    330
230526  40    254
230526  45    261
230526  50    215
230526  55    207
230526  60    208
230526  65    137
230526  70    122
230526  75     84
230526  80     89
230530   0    233
230530   1   1022
230530   5   1381
230530  10   1532
230530  15   1273
230530  20    788
230530  25    610
230530  30    661
230530  35    662
230530  40    517
230530  45    427
230530  50    372
230530  55    337
230530  60    354
230530  65    309
230530  70    243
230530  75    154
230530  80    200
230533   0    106
230533   1    361
230533   5    517
230533  10    558
230533  15    546
230533  20    387
230533  25    321
230533  30    275
230533  35    271
230533  40    231
230533  45    196
230533  50    172
230533  55    143
230533  60    138
230533  65    102
230533  70     77
230533  75     64
230533  80     67
230535   0    136
230535   1    597
230535   5    813
230535  10    989
230535  15    881
230535  20    786
230535  25    607
230535  30    612
230535  35    479
230535  40    405
230535  45    346
230535  50    309
230535  55    274
230535  60    181
230535  65    134
230535  70    124
230535  75     86
230535  80     96
230540   0    655
230540   1   2574
230540   5   3469
230540  10   3822
230540  15   3591
230540  20   2678
230540  25   2279
230540  30   2117
230540  35   2034
230540  40   1735
230540  45   1462
230540  50   1189
230540  55   1161
230540  60    988
230540  65    655
230540  70    663
230540  75    441
230540  80    365
230550   0    667
230550   1   3018
230550   5   3962
230550  10   4753
230550  15   4811
230550  20   4153
230550  25   3437
230550  30   3226
230550  35   3028
230550  40   2601
230550  45   2103
230550  50   1977
230550  55   1578
230550  60   1555
230550  65   1040
230550  70    953
230550  75    675
230550  80    675
230560   0    243
230560   1    992
230560   5   1261
230560  10   1455
230560  15   1277
230560  20   1144
230560  25    833
230560  30    836
230560  35    768
230560  40    639
230560  45    592
230560  50    548
230560  55    449
230560  60    447
230560  65    318
230560  70    325
230560  75    213
230560  80    284
230565   0    109
230565   1    481
230565   5    636
230565  10    672
230565  15    567
230565  20    444
230565  25    351
230565  30    351
230565  35    343
230565  40    283
230565  45    259
230565  50    236
230565  55    217
230565  60    205
230565  65    181
230565  70    146
230565  75     88
230565  80    132
230570   0    104
230570   1    436
230570   5    579
230570  10    652
230570  15    688
230570  20    517
230570  25    367
230570  30    335
230570  35    353
230570  40    323
230570  45    275
230570  50    222
230570  55    225
230570  60    237
230570  65    153
230570  70    134
230570  75    112
230570  80     96
230580   0    412
230580   1   1717
230580   5   2214
230580  10   2386
230580  15   2157
230580  20   1560
230580  25   1236
230580  30   1134
230580  35   1147
230580  40    989
230580  45    823
230580  50    781
230580  55    671
230580  60    734
230580  65    538
230580  70    498
230580  75    362
230580  80    427
230590   0    429
230590   1   1774
230590   5   2381
230590  10   2512
230590  15   2078
230590  20   1478
230590  25   1087
230590  30   1070
230590  35   1048
230590  40    985
