Municipio;0 a 6 dias;7 a 27 dias;28 a 364 dias;Menor 1 ano (ign);Menor que 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos e mais;Idade ignorada;Total
231120 Potengi;3;0;3;0;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;12
231123 Potiretama;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;2;0;0;6;0;12
231126 Quiterianópolis;3;1;6;0;10;0;0;2;0;2;0;0;1;1;1;3;0;2;1;4;3;17;0;47
231130 Quixadá;4;5;9;0;18;4;2;2;6;12;9;8;9;3;8;9;8;10;14;25;22;73;0;242
231135 Quixelô;2;0;2;0;4;2;0;0;1;0;0;1;0;2;2;1;3;5;3;6;4;9;0;43
231140 Quixeramobim;2;0;12;0;14;5;2;1;4;0;2;7;4;3;6;5;9;7;4;13;16;44;0;146
231150 Quixeré;1;0;3;0;4;2;1;0;0;3;2;3;1;1;1;1;3;2;1;5;4;10;0;44
231160 Redenção;2;1;2;0;5;1;0;1;2;5;2;6;3;0;1;4;1;10;8;10;7;20;0;86
231170 Reriutaba;4;1;6;0;11;2;1;0;2;1;0;0;5;1;3;7;4;2;1;7;11;25;0;83
231180 Russas;9;5;8;0;22;1;0;0;2;5;8;9;7;10;7;4;7;9;8;16;18;43;0;176
231190 Saboeiro;3;2;11;0;16;0;0;0;0;0;1;1;1;1;3;2;4;2;4;5;6;24;0;70
231195 Salitre;3;0;3;0;6;3;0;0;1;3;0;2;2;1;0;0;0;0;0;1;2;0;0;21
231220 Santa Quitéria;1;0;6;0;7;7;2;2;2;1;4;4;3;2;3;3;2;8;4;4;4;18;0;80
231200 Santana do Acaraú;7;0;3;0;10;1;1;0;0;1;3;1;0;2;0;1;7;2;0;1;6;16;0;52
231210 Santana do Cariri;0;0;8;0;8;0;0;0;0;1;0;3;0;1;0;3;2;0;1;3;2;5;0;29
231230 São Benedito;9;3;14;0;26;6;0;2;1;3;2;3;6;8;6;11;12;10;7;7;14;38;0;162
231240 São Gonçalo do Amarante;0;1;4;0;5;1;0;1;2;4;2;3;4;1;3;4;3;3;7;0;6;11;0;60
231250 São João do Jaguaribe;0;0;1;0;1;1;0;0;1;0;2;2;2;4;1;2;1;1;0;3;0;1;0;22
231260 São Luís do Curu;1;1;3;0;5;0;0;0;0;0;1;1;2;3;0;0;1;1;5;5;1;13;0;38
231270 Senador Pompeu;3;1;7;0;11;2;1;1;5;2;0;3;5;2;6;3;0;2;3;12;0;15;0;73
231280 Senador Sá;2;2;1;0;5;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;0;2;0;12
231290 Sobral;36;6;33;0;75;7;3;6;9;15;20;13;10;15;9;15;17;24;26;28;20;59;0;371
231300 Solonópole;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;2;2;1;5;8;10;0;31
231310 Tabuleiro do Norte;2;0;5;0;7;2;0;0;1;3;0;3;0;2;2;1;5;6;8;8;9;16;0;73
231320 Tamboril;1;0;2;0;3;2;0;0;1;1;5;1;1;2;1;1;1;1;6;9;9;22;0;66
231325 Tarrafas;0;0;1;0;1;0;0;0;0;0;2;0;1;0;0;0;1;0;1;2;4;4;0;16
231330 Tauá;14;1;14;0;29;2;4;0;2;5;1;6;4;6;2;8;8;6;13;5;17;33;0;151
231335 Tejuçuoca;2;0;3;0;5;0;1;0;0;0;1;1;1;0;1;4;1;1;1;3;4;5;0;29
231340 Tianguá;13;3;18;0;34;9;1;1;0;2;4;8;9;6;3;8;9;6;8;4;12;16;1;141
231350 Trairi;2;1;4;0;7;4;1;1;1;2;3;4;4;3;4;2;2;1;6;3;13;25;0;86
231355 Tururu;1;0;1;0;2;0;1;0;0;0;0;1;0;1;0;0;2;3;3;7;2;9;0;31
231360 Ubajara;3;1;18;0;22;4;0;2;2;4;6;3;5;10;8;5;2;5;8;4;9;27;0;126
231370 Umari;0;0;1;0;1;0;0;0;0;1;1;0;2;0;3;2;3;2;0;2;3;7;0;27
231375 Umirim;4;0;1;0;5;0;0;2;2;1;2;1;2;1;2;0;3;1;2;5;3;10;0;42
231380 Uruburetama;4;0;1;0;5;2;0;0;2;1;0;1;2;3;2;4;2;2;0;3;3;12;0;44
231390 Uruoca;6;0;3;0;9;0;0;0;0;0;0;0;0;0;1;0;1;1;1;2;0;8;0;23
231395 Varjota;2;1;2;0;5;0;0;0;0;3;3;3;1;0;1;2;2;5;2;3;6;15;0;51
231400 Várzea Alegre;4;1;9;0;14;1;0;2;3;3;1;4;3;2;3;5;10;16;7;9;16;34;0;133
231410 Viçosa do Ceará;14;3;16;0;33;3;0;2;1;1;3;2;2;2;5;9;5;11;7;8;12;28;0;134
230000 Município ignorado - CE;23;3;11;0;37;4;1;1;6;8;7;6;5;6;6;11;9;9;17;11;10;16;1;171
240010 Acari;1;0;0;0;1;0;0;0;2;0;0;0;3;1;0;0;0;1;4;2;6;12;0;32
240020 Açu;10;0;3;0;13;0;0;1;2;3;0;4;5;4;6;5;8;5;4;11;10;23;1;105
240030 Afonso Bezerra;1;0;2;0;3;1;0;0;1;0;0;0;0;0;0;0;1;3;1;4;4;5;0;23
240040 Água Nova;0;1;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;6
240050 Alexandria;0;0;0;0;0;0;0;0;1;1;2;3;0;2;2;1;0;2;3;6;2;15;0;40
240060 Almino Afonso;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;0;2;2;0;1;11
240070 Alto do Rodrigues;2;0;0;0;2;0;0;0;0;0;0;1;1;0;0;2;2;3;1;5;2;6;0;25
240080 Angicos;1;0;3;0;4;0;0;1;0;1;2;1;2;0;1;1;0;6;2;3;4;7;0;35
240090 Antônio Martins;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;2;0;2;2;5;0;15
240100 Apodi;3;1;2;0;6;3;0;0;0;3;4;7;3;9;2;5;4;6;2;9;4;23;1;91
240110 Areia Branca;1;1;0;0;2;1;1;1;1;1;2;1;2;3;5;2;5;9;4;4;4;9;1;58
240120 Arês;3;0;0;0;3;0;0;0;1;0;1;0;2;0;0;0;0;3;3;3;1;5;0;22
240130 Augusto Severo;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;2;1;0;3;1;2;10;0;22
240140 Baía Formosa;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;2;0;1;0;1;0;7
240145 Baraúna;1;2;3;0;6;1;1;0;1;1;1;4;2;1;2;1;0;2;2;5;3;6;0;39
240150 Barcelona;1;0;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;2;0;0;2;5;0;14
240160 Bento Fernandes;1;0;1;0;2;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;7
240165 Bodó;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;4
240170 Bom Jesus;2;0;1;0;3;1;0;0;0;0;0;0;0;1;1;1;0;5;0;0;5;7;0;24
240180 Brejinho;2;0;1;0;3;0;0;0;0;0;1;0;2;0;2;0;0;1;0;1;0;3;0;13
240185 Caiçara do Norte;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;1;2;0;7
240190 Caiçara do Rio do Vento;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;6;0;10
240200 Caicó;14;0;3;0;17;2;0;3;1;3;8;6;11;11;10;10;13;6;6;11;23;55;0;196
240210 Campo Redondo;0;0;3;0;3;1;0;0;0;0;0;1;1;2;2;0;0;2;1;1;3;10;0;27
240220 Canguaretama;3;0;1;0;4;0;3;0;2;1;0;1;1;2;1;1;4;3;4;1;3;12;0;43
240230 Caraúbas;1;0;2;0;3;0;0;1;1;0;3;3;5;0;2;1;3;3;3;8;9;14;0;59
240240 Carnaúba dos Dantas;2;0;1;0;3;0;0;0;2;1;0;1;2;0;0;1;0;1;2;4;5;6;0;28
240250 Carnaubais;2;0;1;0;3;0;0;0;1;1;0;0;1;0;0;1;1;0;0;2;2;3;0;15
240260 Ceará-Mirim;5;3;2;0;10;5;0;0;5;2;3;7;9;3;6;5;5;5;6;16;10;39;2;138
240270 Cerro Corá;4;1;2;0;7;0;3;0;2;0;0;0;1;1;2;2;2;2;1;0;2;11;0;36
240280 Coronel Ezequiel;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;2;4;3;2;0;14
240290 Coronel João Pessoa;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;1;4;3;0;13
240300 Cruzeta;0;1;0;0;1;1;0;0;1;0;1;0;0;3;1;0;1;0;0;3;4;14;0;30
240310 Currais Novos;8;2;5;0;15;0;0;3;5;1;1;2;5;4;2;4;8;7;6;8;10;46;0;127
240320 Doutor Severiano;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;3;0;8
240330 Encanto;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;1;2;4;0;11
240340 Equador;1;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;7;0;14
240350 Espírito Santo;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;2;2;2;3;2;7;0;22
240360 Extremoz;3;0;1;0;4;2;2;0;2;1;1;1;0;1;5;3;4;2;2;4;3;13;1;51
240370 Felipe Guerra;1;0;0;0;1;0;0;1;0;0;0;0;2;0;2;0;0;1;0;1;1;2;0;11
240375 Fernando Pedroza;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;4
240380 Florânia;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;4;2;6;3;9;0;27
240390 Francisco Dantas;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;2;0;6
240400 Frutuoso Gomes;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;1;1;4;0;10
240410 Galinhos;0;0;2;0;2;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;5
240420 Goianinha;4;0;5;0;9;0;0;0;1;1;1;1;6;2;2;3;2;1;2;4;3;11;0;49
240430 Governador Dix-Sept Rosado;3;0;2;0;5;0;0;0;1;1;0;0;1;2;2;0;1;1;3;6;3;8;1;35
240440 Grossos;1;0;0;0;1;0;0;0;0;1;2;0;1;2;0;0;1;1;2;3;4;4;0;22
240450 Guamaré;1;0;0;0;1;1;1;0;0;1;0;0;1;0;0;1;1;1;1;0;1;2;0;12
240460 Ielmo Marinho;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;3;1;0;2;2;1;5;0;18
240470 Ipanguaçu;3;0;1;0;4;1;0;0;0;1;1;1;1;0;0;0;2;0;1;3;2;5;0;22
240480 Ipueira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;6
240485 Itajá;1;1;0;0;2;0;0;0;0;0;0;0;0;0;2;1;0;1;2;2;1;4;0;15
240490 Itaú;1;0;1;0;2;0;1;1;0;2;1;1;1;1;1;1;1;1;0;0;3;5;1;23
240500 Jaçanã;2;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;3;1;1;6;3;7;0;25
240510 Jandaíra;0;0;2;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;3;0;3;0;10
240520 Janduís;3;0;0;0;3;0;0;0;2;1;1;1;0;0;0;0;1;2;2;1;5;2;0;21
240530 Januário Cicco;1;0;2;0;3;1;0;0;0;0;1;0;0;1;0;0;0;1;2;3;2;8;0;22
240540 Japi;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;10
240550 Jardim de Angicos;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;4
240560 Jardim de Piranhas;1;1;2;0;4;0;0;1;1;1;1;0;0;0;4;0;0;3;1;1;3;6;0;26
240570 Jardim do Seridó;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;2;2;2;2;4;14;0;30
240580 João Câmara;0;1;0;0;1;2;1;1;1;2;2;3;1;2;1;5;3;2;2;8;7;20;0;64
240590 João Dias;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;2;0;6
240600 José da Penha;2;0;0;0;2;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;3;5;0;14
240610 Jucurutu;2;0;2;0;4;0;0;0;0;3;2;1;2;2;0;0;2;1;3;6;6;13;0;45
240620 Lagoa d'Anta;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;6;0;13
240630 Lagoa de Pedras;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;1;2;8;0;18
240640 Lagoa de Velhos;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;5;0;9
240650 Lagoa Nova;1;0;2;0;3;1;0;0;0;1;0;1;1;0;0;1;3;3;2;4;5;16;0;41
240660 Lagoa Salgada;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;2;0;0;1;1;4;7;0;17
240670 Lajes;2;1;1;0;4;2;0;0;1;0;0;0;0;0;0;1;1;3;4;3;2;14;0;35
240680 Lajes Pintadas;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;2;6;0;12
240690 Lucrécia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2
240700 Luís Gomes;4;1;1;0;6;0;0;0;0;0;1;1;2;0;1;1;0;0;2;1;1;10;1;27
240710 Macaíba;7;1;7;0;15;3;2;1;1;4;5;7;9;3;5;5;6;10;5;8;18;37;0;144
240720 Macau;2;0;1;0;3;1;0;0;0;1;1;5;8;6;5;4;0;6;9;10;9;18;0;86
240725 Major Sales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;1;1;2;0;8
240730 Marcelino Vieira;0;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;1;4;4;3;8;0;25
240740 Martins;1;0;0;0;1;0;0;0;0;0;1;0;0;3;1;0;1;2;1;1;3;9;0;23
240750 Maxaranguape;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;1;0;1;0;1;3;7;0;18
240760 Messias Targino;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;2;1;0;3;0;9
240770 Montanhas;1;0;1;0;2;1;0;0;1;0;1;1;1;0;1;1;1;2;1;1;4;3;0;21
240780 Monte Alegre;0;0;1;0;1;0;0;0;0;1;1;0;2;0;1;0;3;2;0;3;6;10;0;30
240790 Monte das Gameleiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;3
240800 Mossoró;49;7;15;0;71;8;3;7;16;22;24;31;33;32;20;30;35;41;31;50;49;88;4;595
240810 Natal;112;24;45;1;182;40;9;25;50;53;50;75;81;82;91;102;107;94;135;176;187;358;21;1918
240820 Nísia Floresta;0;0;1;0;1;1;1;0;0;1;2;2;3;2;1;1;1;1;3;4;4;5;0;33
240830 Nova Cruz;9;0;8;0;17;1;0;2;1;2;5;4;1;2;1;5;2;2;5;6;14;20;1;91
240840 Olho-d'Água do Borges;1;0;0;0;1;1;0;0;0;0;2;2;0;0;0;0;0;1;0;0;0;3;0;10
240850 Ouro Branco;0;0;0;0;0;0;1;1;0;0;0;1;0;2;1;1;0;0;0;1;3;4;0;15
240860 Paraná;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;2;0;0;0;1;3;6;0;16
240870 Paraú;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;4
240880 Parazinho;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;2;1;0;8
240890 Parelhas;5;0;3;0;8;0;0;0;2;1;1;2;2;0;2;1;5;2;11;7;13;18;0;75
240325 Parnamirim;19;2;8;0;29;3;1;1;7;12;4;11;14;8;7;7;17;13;15;12;18;34;1;214
240910 Passa e Fica;0;0;1;0;1;0;0;0;0;0;1;2;2;0;2;0;0;0;1;4;4;5;0;22
240920 Passagem;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0;5
240930 Patu;1;0;0;0;1;0;1;0;1;0;0;0;3;3;1;1;5;0;0;3;5;12;0;36
240940 Pau dos Ferros;7;1;6;0;14;0;0;0;0;2;1;1;4;1;1;4;5;7;4;3;9;18;0;74
240950 Pedra Grande;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;7;0;12
240960 Pedra Preta;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;3;0;7
240970 Pedro Avelino;1;0;1;0;2;1;0;0;0;2;0;0;1;0;1;1;1;1;2;0;4;11;0;27
240980 Pedro Velho;1;3;5;0;9;1;0;0;2;0;3;1;0;3;3;2;2;2;2;3;5;11;0;49
240990 Pendências;0;0;1;0;1;0;0;0;0;1;0;1;0;2;0;0;1;2;1;2;2;1;0;14
241000 Pilões;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;4
241010 Poço Branco;1;0;2;0;3;1;0;0;0;0;0;1;5;0;2;0;0;1;1;3;4;2;1;24
241020 Portalegre;1;3;0;0;4;0;0;0;0;0;1;0;3;1;5;0;2;0;1;2;1;4;0;24
241040 Pureza;1;0;1;0;2;0;0;0;0;0;0;0;0;1;3;0;0;1;1;0;1;0;0;9
241050 Rafael Fernandes;1;0;2;0;3;0;1;0;0;0;0;1;1;0;1;0;1;1;3;0;2;3;0;17
241060 Rafael Godeiro;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;2;0;0;0;5
241070 Riacho da Cruz;1;0;0;0;1;0;0;0;0;1;0;0;2;0;1;0;1;1;0;0;0;3;0;10
241080 Riacho de Santana;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;1;2;0;1;1;4;0;13
241090 Riachuelo;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;2;6;0;13
240895 Rio do Fogo;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;5
241100 Rodolfo Fernandes;1;0;0;0;1;0;1;0;1;0;1;0;2;2;0;1;1;0;1;2;1;4;0;18
241110 Ruy Barbosa;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;6
241120 Santa Cruz;6;0;3;0;9;2;1;3;3;2;0;2;1;0;3;2;1;3;5;3;7;25;0;72
240933 Santa Maria;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;2;1;1;2;0;9
241140 Santana do Matos;1;0;0;0;1;0;0;0;0;0;1;2;2;1;2;2;3;1;2;1;2;4;0;24
241142 Santana do Seridó;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;2;0;6
241150 Santo Antônio;2;2;0;0;4;0;0;2;1;3;3;3;1;1;0;3;2;6;5;6;9;21;1;71
241160 São Bento do Norte;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;2;1;1;2;0;4;0;12
241170 São Bento do Trairí;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;3;1;1;10
241180 São Fernando;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
241190 São Francisco do Oeste;0;0;0;0;0;1;0;0;0;1;0;0;1;2;0;0;4;0;1;1;1;2;0;14
241200 São Gonçalo do Amarante;6;4;3;0;13;2;2;1;7;5;6;3;4;5;4;8;8;3;6;8;8;26;1;120
241210 São João do Sabugi;2;0;0;0;2;0;0;0;2;0;1;0;0;0;0;0;0;2;0;0;2;7;0;16
241220 São José de Mipibu;6;0;4;0;10;2;0;0;0;4;4;3;6;4;4;4;7;5;8;8;11;21;1;102
241230 São José do Campestre;4;0;1;0;5;1;0;0;0;0;0;2;1;0;1;1;2;2;1;2;3;10;0;31
241240 São José do Seridó;1;0;1;0;2;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;4;0;13
241250 São Miguel;2;0;2;0;4;1;1;0;1;1;1;3;2;1;2;9;1;4;9;5;10;25;0;80
241255 São Miguel do Gostoso;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;6
241260 São Paulo do Potengi;1;0;1;0;2;0;0;0;1;0;0;0;1;1;0;0;1;2;3;3;6;15;0;35
241270 São Pedro;2;0;0;0;2;0;0;0;0;0;1;0;1;0;0;1;0;1;2;2;4;2;0;16
241280 São Rafael;2;0;2;0;4;0;0;1;0;0;0;1;0;0;0;2;0;1;0;1;3;7;0;20
241290 São Tomé;0;0;1;0;1;1;0;0;0;0;2;1;0;3;1;2;1;4;4;0;3;14;0;37
241300 São Vicente;0;0;1;0;1;0;0;0;0;0;0;2;1;0;0;0;0;1;1;1;10;6;0;23
241310 Senador Elói de Souza;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;6;0;10
241320 Senador Georgino Avelino;1;0;1;0;2;0;0;1;0;0;0;0;0;1;0;0;3;0;0;0;0;4;0;11
241030 Serra Caiada;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;4;1;2;0;6;0;15
241330 Serra de São Bento;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;4;0;8
241335 Serra do Mel;2;0;0;0;2;0;1;0;0;1;0;1;0;2;0;1;0;2;1;2;2;5;0;20
241340 Serra Negra do Norte;1;0;0;0;1;0;0;0;0;1;0;2;1;0;2;1;1;2;2;2;1;8;0;24
241350 Serrinha;1;0;0;0;1;1;0;0;1;0;0;0;0;0;2;3;2;1;0;2;3;9;0;25
241355 Serrinha dos Pintos;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;4;0;9
241360 Severiano Melo;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;1;2;0;0;1;2;8;0;19
241370 Sítio Novo;0;0;1;0;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;1;1;0;7
241380 Taboleiro Grande;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3
241390 Taipu;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;5;0;13
241400 Tangará;1;1;2;0;4;2;0;1;2;0;1;1;2;0;1;1;1;2;2;4;7;11;0;42
241410 Tenente Ananias;0;0;0;0;0;0;0;1;0;1;0;2;0;1;0;1;1;0;1;1;4;5;0;18
241415 Tenente Laurentino Cruz;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;2;2;0;10
241105 Tibau;0;0;1;0;1;0;0;1;2;1;0;0;2;0;0;1;0;1;1;0;1;0;0;11
241420 Tibau do Sul;2;1;0;0;3;1;0;1;0;1;0;0;0;0;0;0;0;2;2;0;1;2;0;13
241430 Timbaúba dos Batistas;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;1;1;0;8
241440 Touros;3;1;3;0;7;2;0;2;0;1;0;2;2;0;4;0;0;1;0;6;8;16;2;53
241445 Triunfo Potiguar;1;0;1;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;2;5;0;12
241450 Umarizal;1;0;4;0;5;1;1;0;0;0;2;1;2;1;1;2;2;2;4;3;3;9;0;39
241460 Upanema;0;0;1;0;1;0;0;0;0;0;1;2;0;0;0;1;0;0;1;1;2;3;0;12
241470 Várzea;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;6;0;12
241475 Venha-Ver;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;1;2;1;1;0;9
241480 Vera Cruz;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;5;5;0;21
241490 Viçosa;1;1;2;0;4;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;3;0;11
241500 Vila Flor;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;4
240000 Município ignorado - RN;12;0;2;0;14;1;1;0;0;2;1;3;0;3;0;0;2;2;2;2;4;6;8;51
250010 Água Branca;0;0;1;0;1;0;0;0;0;1;0;1;1;0;3;0;0;1;2;0;0;5;0;15
250020 Aguiar;1;0;2;1;4;0;0;0;0;2;0;0;1;0;2;0;1;4;2;0;3;9;0;28
250030 Alagoa Grande;1;1;5;0;7;3;0;0;0;4;2;1;5;3;1;1;6;5;5;7;15;19;0;84
250040 Alagoa Nova;0;0;2;0;2;4;0;1;1;0;4;4;3;4;2;3;1;1;5;7;5;18;0;65
250050 Alagoinha;3;1;5;0;9;0;1;1;0;1;0;0;2;1;2;1;1;4;5;6;6;15;0;55
250053 Alcantil;0;0;2;0;2;0;1;0;0;0;0;1;0;0;0;2;1;0;1;0;0;5;0;13
250057 Algodão de Jandaíra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2
250060 Alhandra;2;1;2;0;5;2;0;1;1;1;2;1;0;1;0;1;4;3;0;3;2;3;0;30
250073 Amparo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
250077 Aparecida;0;0;0;0;0;0;1;0;0;2;0;0;2;0;1;1;3;2;5;1;2;8;0;28
250080 Araçagi;2;1;2;0;5;2;1;3;2;0;2;1;0;2;4;2;1;3;4;9;10;23;0;74
250090 Arara;0;1;5;0;6;0;0;2;1;2;1;1;3;0;0;2;3;4;5;4;6;21;0;61
250100 Araruna;3;1;4;0;8;0;1;1;0;0;1;0;0;1;1;2;0;2;0;4;7;4;0;32
250110 Areia;4;1;3;0;8;7;1;0;3;0;4;1;2;7;1;5;5;4;3;9;12;22;0;94
250115 Areia de Baraúnas;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;3;0;6
250120 Areial;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;3;2;1;2;1;4;0;16
250130 Aroeiras;0;2;2;0;4;1;1;0;1;0;2;2;0;0;1;4;2;5;9;3;12;17;0;64
250135 Assunção;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;2;0;0;7
250140 Baía da Traição;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;4
250150 Bananeiras;3;1;5;0;9;1;0;0;2;2;2;4;4;0;7;7;0;5;3;3;9;24;0;82
250153 Baraúna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
250160 Barra de Santa Rosa;4;1;4;0;9;0;0;0;0;0;0;1;2;2;2;1;2;1;3;5;6;11;0;45
250157 Barra de Santana;1;0;1;0;2;0;1;0;0;0;0;1;0;0;3;2;1;0;5;4;5;10;0;34
250170 Barra de São Miguel;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;2;2;1;0;4;4;0;19
250180 Bayeux;15;1;4;0;20;4;2;1;5;9;4;11;9;12;6;11;16;12;7;18;16;29;0;192
250190 Belém;0;1;0;0;1;1;0;1;1;1;4;2;1;2;1;1;4;2;2;5;14;19;0;62
250200 Belém do Brejo do Cruz;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;2;0;1;2;4;6;0;19
250205 Bernardino Batista;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;2;4;0;10
250210 Boa Ventura;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;0;7
