Municipio;0 a 6 dias;7 a 27 dias;28 a 364 dias;Menor 1 ano (ign);Menor que 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos e mais;Idade ignorada;Total
110000 Município ignorado - RO;0;0;0;0;0;1;1;0;0;0;0;0;2;1;2;1;0;1;0;1;0;0;2;12
120001 Acrelândia;0;0;0;0;0;0;0;0;1;0;2;1;1;0;0;0;0;0;2;1;2;0;0;10
120005 Assis Brasil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
120010 Brasiléia;0;0;0;0;0;0;0;0;1;0;2;2;2;1;1;2;1;2;3;4;1;3;0;25
120013 Bujari;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;4
120017 Capixaba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;1;0;5
120020 Cruzeiro do Sul;5;2;14;0;21;5;3;3;5;6;2;6;2;10;4;7;4;8;7;12;7;28;1;141
120025 Epitaciolândia;1;0;2;0;3;0;0;0;0;1;1;0;2;0;2;0;3;0;1;6;2;1;0;22
120030 Feijó;3;2;2;0;7;2;0;1;1;2;3;0;1;1;0;2;5;2;2;3;1;9;0;42
120033 Mâncio Lima;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;5
120034 Manoel Urbano;0;2;1;0;3;0;0;1;1;1;0;2;0;0;0;0;0;1;0;0;0;2;0;11
120035 Marechal Thaumaturgo;2;0;2;0;4;0;0;0;1;1;1;0;0;0;0;2;0;2;0;1;0;0;0;12
120038 Plácido de Castro;0;0;2;0;2;0;0;0;0;1;2;0;1;1;1;1;0;1;0;0;1;0;0;11
120080 Porto Acre;1;1;1;0;3;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;2;3;0;14
120039 Porto Walter;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2
120040 Rio Branco;77;14;30;0;121;16;8;11;29;38;37;46;29;36;57;31;35;58;45;83;57;92;1;830
120042 Rodrigues Alves;0;0;1;0;1;0;0;0;0;0;0;0;1;2;0;0;1;0;1;1;0;1;0;8
120043 Santa Rosa do Purus;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2
120050 Sena Madureira;6;1;0;0;7;1;0;3;0;1;2;1;0;4;6;0;2;2;2;1;2;12;0;46
120045 Senador Guiomard;3;0;0;0;3;0;1;0;1;0;1;1;0;0;3;0;0;1;3;3;4;3;0;24
120060 Tarauacá;1;3;7;0;11;4;3;4;1;2;0;4;2;2;1;1;0;1;4;2;1;7;0;50
120070 Xapuri;1;0;2;0;3;0;0;0;0;2;1;0;0;0;1;1;0;2;1;1;1;1;0;14
120000 Município ignorado - AC;2;0;0;0;2;0;0;2;0;1;0;1;2;1;2;3;0;0;1;0;0;0;0;15
130002 Alvarães;0;0;0;0;0;0;0;0;1;1;2;1;0;1;0;0;0;0;1;1;0;2;0;10
130006 Amaturá;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;3
130008 Anamã;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;3;0;0;1;0;0;7
130010 Anori;0;1;2;0;3;2;0;0;1;0;1;2;1;0;3;1;0;0;0;0;1;3;0;18
130014 Apuí;1;0;2;0;3;1;0;1;1;2;2;0;2;2;1;2;1;1;0;1;1;1;0;22
130020 Atalaia do Norte;0;0;2;0;2;1;0;0;0;1;0;0;0;0;2;1;1;0;0;1;1;1;0;11
130030 Autazes;0;0;3;0;3;1;0;1;1;0;0;0;1;0;0;1;1;2;2;4;5;12;0;34
130040 Barcelos;2;0;0;0;2;0;1;0;0;1;2;0;0;0;1;1;0;1;1;1;0;2;0;13
130050 Barreirinha;1;0;1;0;2;1;0;0;0;0;0;0;1;0;0;1;1;1;1;0;1;0;0;9
130060 Benjamin Constant;2;1;1;0;4;0;0;1;0;1;1;0;1;0;1;1;2;1;2;2;2;2;0;21
130063 Beruri;0;0;2;0;2;1;1;0;0;0;0;1;0;0;2;0;0;0;1;0;0;3;0;11
130068 Boa Vista do Ramos;6;0;1;0;7;0;0;2;1;0;1;1;1;1;1;2;0;2;2;2;2;1;0;26
130070 Boca do Acre;0;0;0;0;0;1;0;0;0;2;0;1;0;4;3;5;1;2;3;9;4;8;0;43
130080 Borba;4;0;2;0;6;0;0;0;0;1;0;1;0;0;0;1;2;0;2;0;1;2;0;16
130090 Canutama;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;3;0;9
130100 Carauari;5;3;12;0;20;1;0;3;3;4;3;3;3;0;1;1;2;2;4;3;4;8;0;65
130110 Careiro;3;0;1;0;4;0;1;0;1;0;0;0;0;1;0;3;2;0;1;1;0;0;0;14
130115 Careiro da Várzea;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;3
130120 Coari;14;1;2;0;17;2;1;0;2;2;2;4;5;0;3;1;1;3;3;2;2;5;0;55
130130 Codajás;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;2;1;0;2;2;0;10
130140 Eirunepé;2;0;1;0;3;2;1;0;0;1;0;1;0;0;0;0;0;2;0;2;0;2;0;14
130150 Envira;5;0;0;0;5;1;2;0;0;0;1;0;1;0;1;1;2;1;0;0;1;1;0;17
130160 Fonte Boa;1;0;1;0;2;2;1;1;0;0;2;0;0;2;0;2;1;1;1;0;1;2;0;18
130165 Guajará;0;0;0;0;0;0;0;0;1;0;1;3;2;0;1;1;0;0;1;0;1;1;0;12
130170 Humaitá;6;1;6;0;13;3;2;1;5;5;1;3;1;2;4;1;4;7;8;4;5;10;0;79
130180 Ipixuna;0;0;1;0;1;1;1;0;0;2;0;1;0;2;1;2;1;0;2;3;2;4;0;23
130185 Iranduba;2;1;7;0;10;4;1;1;1;1;2;6;2;1;3;2;4;6;4;2;4;2;0;56
130190 Itacoatiara;16;6;13;0;35;5;3;3;8;12;5;1;4;5;1;7;11;8;19;11;14;29;0;181
130195 Itamarati;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;5
130200 Itapiranga;0;0;2;0;2;0;0;0;0;0;0;0;1;1;1;0;0;1;2;1;1;2;0;12
130220 Juruá;0;0;2;0;2;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;8
130230 Jutaí;1;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;2;0;1;0;0;0;8
130240 Lábrea;0;0;1;0;1;4;1;0;1;3;0;2;0;3;2;1;2;1;3;1;1;0;0;26
130250 Manacapuru;9;1;18;0;28;4;5;1;6;1;6;3;5;3;6;5;4;6;9;14;23;20;0;149
130255 Manaquiri;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;1;1;1;0;9
130260 Manaus;438;83;300;0;821;169;43;42;188;199;161;150;147;175;190;179;214;253;222;277;249;416;0;4095
130270 Manicoré;0;0;2;0;2;2;0;0;3;0;1;1;0;2;1;5;5;1;1;0;0;8;0;32
130280 Maraã;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
130290 Maués;3;0;0;0;3;4;0;1;2;3;2;2;1;3;3;6;2;6;7;4;8;15;0;72
130300 Nhamundá;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;2;1;1;4;0;11
130310 Nova Olinda do Norte;0;0;1;0;1;0;0;0;1;1;2;0;0;0;0;0;2;1;2;5;7;10;0;32
130320 Novo Airão;1;0;1;0;2;2;0;0;0;0;0;0;0;1;1;0;1;2;0;2;1;2;0;14
130330 Novo Aripuanã;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;5
130340 Parintins;6;0;5;0;11;4;1;1;4;1;4;1;9;4;5;5;3;8;14;17;15;21;0;128
130350 Pauini;1;0;0;0;1;1;1;2;2;0;1;0;0;1;0;0;0;1;1;0;1;1;0;13
130353 Presidente Figueiredo;2;0;2;0;4;2;0;0;1;0;1;1;3;3;2;4;0;3;0;0;0;1;0;25
130356 Rio Preto da Eva;3;0;3;0;6;3;1;0;2;1;1;2;1;3;4;1;0;0;0;1;1;1;0;28
130360 Santa Isabel do Rio Negro;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;4
130370 Santo Antônio do Içá;2;0;0;0;2;2;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;2;0;11
130380 São Gabriel da Cachoeira;0;1;6;0;7;1;1;1;1;1;1;0;1;1;1;1;1;2;6;1;3;5;0;35
130390 São Paulo de Olivença;0;0;4;0;4;1;2;0;3;0;1;2;1;1;4;1;1;1;1;1;1;6;0;31
130395 São Sebastião do Uatumã;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
130400 Silves;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;3;0;8
130406 Tabatinga;8;5;3;0;16;4;2;1;1;1;3;1;2;2;1;3;1;1;1;2;2;4;0;48
130410 Tapauá;1;0;2;0;3;0;1;0;1;0;2;0;0;1;0;0;1;0;1;2;4;2;0;18
130420 Tefé;7;0;7;0;14;2;2;1;7;4;3;2;4;4;1;3;6;1;2;4;6;4;0;70
130430 Urucará;1;0;1;0;2;1;0;0;0;0;1;1;0;0;0;0;2;0;1;0;0;0;0;8
130440 Urucurituba;2;0;0;0;2;1;1;0;1;1;0;2;0;0;1;0;3;1;1;2;0;4;0;20
130000 Município ignorado - AM;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2
140005 Alto Alegre;4;0;10;0;14;6;5;1;7;6;6;2;1;4;3;3;3;1;1;3;1;2;0;69
140002 Amajari;1;1;8;0;10;3;1;1;1;0;0;2;0;1;0;0;0;1;0;1;0;0;0;21
140010 Boa Vista;34;9;22;0;65;13;11;5;37;46;37;43;34;20;25;23;21;22;14;42;27;40;0;525
140015 Bonfim;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;1;2;2;1;2;0;13
140017 Cantá;1;1;0;0;2;0;0;0;0;1;1;2;2;3;2;1;1;0;0;0;0;2;0;17
140020 Caracaraí;9;2;5;0;16;5;0;0;1;0;1;0;2;3;1;5;3;0;2;4;1;3;0;47
140023 Caroebe;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;1;1;2;1;0;1;1;0;10
140028 Iracema;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;6
140030 Mucajaí;3;0;3;0;6;0;0;0;1;4;3;3;4;2;1;0;5;2;0;2;1;3;0;37
140040 Normandia;0;0;3;0;3;2;0;0;5;2;0;2;0;1;1;0;1;1;0;1;0;0;0;19
140045 Pacaraima;1;0;4;0;5;0;0;1;1;0;1;0;0;2;3;1;1;2;2;0;0;1;0;20
140047 Rorainópolis;1;0;3;0;4;1;1;1;2;1;1;0;0;3;2;0;1;2;1;1;0;2;0;23
140050 São João da Baliza;0;0;0;0;0;0;0;0;1;1;0;3;0;1;0;0;0;0;0;0;0;1;0;7
140060 São Luiz;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;1;2;2;0;0;0;0;11
140070 Uiramutã;0;1;3;0;4;1;0;0;2;0;2;0;0;1;0;0;1;1;1;0;0;0;0;13
140000 Município ignorado - RR;1;0;0;0;1;0;0;0;0;0;1;0;2;0;0;1;0;0;0;0;1;0;0;6
150010 Abaetetuba;19;5;10;0;34;18;3;5;8;5;7;5;7;12;12;18;18;15;12;18;10;45;0;252
150013 Abel Figueiredo;0;0;0;0;0;1;0;0;0;2;1;2;0;0;0;1;0;3;0;1;1;0;0;12
150020 Acará;14;1;3;0;18;3;4;1;3;5;1;2;2;2;2;2;2;7;4;4;1;10;0;73
150030 Afuá;0;0;1;0;1;0;2;0;2;2;0;1;1;1;0;0;0;1;0;1;0;1;0;13
150034 Água Azul do Norte;0;1;0;0;1;0;1;1;0;0;0;1;0;0;2;0;0;1;1;0;1;2;0;11
150040 Alenquer;3;0;3;0;6;3;0;3;1;1;4;2;2;2;6;2;5;8;14;17;9;20;0;105
150050 Almeirim;2;1;2;0;5;1;1;0;0;2;1;0;0;2;0;0;1;1;0;1;0;4;0;19
150060 Altamira;18;2;16;0;36;7;4;3;6;9;8;9;9;13;14;16;9;17;19;17;18;15;0;229
150070 Anajás;2;0;1;0;3;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;1;0;10
150080 Ananindeua;56;23;27;0;106;17;14;12;13;33;27;20;27;29;28;38;53;43;69;62;38;64;0;693
150085 Anapu;1;0;1;0;2;0;1;0;0;0;0;1;1;1;2;0;0;2;0;0;0;1;0;11
150090 Augusto Corrêa;4;0;4;0;8;6;2;0;2;3;2;0;1;1;4;6;1;4;3;0;5;5;0;53
150095 Aurora do Pará;5;0;1;0;6;0;0;0;1;0;1;2;1;0;1;0;1;1;0;0;4;4;0;22
150100 Aveiro;0;1;1;0;2;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;1;4;0;11
150110 Bagre;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;2;0;2;0;9
150120 Baião;2;0;3;0;5;1;1;3;2;1;0;2;1;2;1;0;1;0;1;1;4;12;0;38
150125 Bannach;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;1;0;0;0;0;5
150130 Barcarena;6;2;2;0;10;2;0;0;3;3;0;2;3;5;5;5;7;1;5;3;3;10;1;68
150140 Belém;276;104;95;0;475;77;38;35;121;172;149;136;142;165;167;198;249;273;293;359;310;473;1;3833
150145 Belterra;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;1;0;5
150150 Benevides;9;3;2;0;14;2;2;1;4;3;2;1;1;5;0;3;1;5;6;5;4;13;0;72
150157 Bom Jesus do Tocantins;2;0;0;0;2;1;0;2;0;1;2;3;0;2;0;2;1;0;0;3;0;4;0;23
150160 Bonito;2;0;4;0;6;0;0;1;0;0;0;0;0;0;1;0;3;0;0;2;0;1;0;14
150170 Bragança;14;3;9;0;26;7;0;5;2;5;3;4;9;8;9;8;6;11;11;12;22;33;0;181
150172 Brasil Novo;1;0;0;0;1;0;0;0;1;0;1;0;0;1;2;3;1;2;0;2;2;3;0;19
150175 Brejo Grande do Araguaia;3;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;3;5;3;0;4;0;21
150178 Breu Branco;6;1;2;0;9;0;0;1;1;3;0;3;1;3;3;3;1;2;4;0;0;3;0;37
150180 Breves;10;2;12;0;24;9;0;1;4;6;5;3;2;5;3;6;5;3;7;7;8;41;0;139
150190 Bujaru;2;0;2;0;4;2;2;1;2;0;1;1;4;2;0;0;4;2;8;4;1;8;0;46
150200 Cachoeira do Arari;0;1;3;0;4;1;0;0;0;1;0;2;1;0;2;1;1;1;1;3;4;4;0;26
150195 Cachoeira do Piriá;0;0;0;0;0;0;1;0;2;2;1;3;2;0;0;1;0;1;1;1;0;0;0;15
150210 Cametá;21;1;4;0;26;12;3;0;2;7;6;2;2;1;5;6;5;9;9;13;9;27;0;144
150215 Canaã dos Carajás;3;0;0;0;3;2;0;0;0;0;0;2;0;1;0;2;2;1;2;2;1;4;1;23
150220 Capanema;14;2;4;0;20;3;1;1;2;2;3;7;1;5;6;4;7;10;15;20;13;29;0;149
150230 Capitão Poço;2;0;2;0;4;1;0;1;2;1;1;2;2;3;4;2;3;1;1;4;2;4;0;38
150240 Castanhal;20;5;9;0;34;4;4;5;10;29;15;14;20;13;25;15;12;14;27;27;24;55;2;349
150250 Chaves;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3
150260 Colares;0;0;0;0;0;3;1;0;0;0;0;1;0;0;1;1;1;1;3;1;3;7;0;23
150270 Conceição do Araguaia;5;2;8;0;15;3;2;0;3;2;5;6;2;5;4;4;1;3;6;2;6;6;0;75
150275 Concórdia do Pará;2;0;1;0;3;0;1;0;1;2;1;1;0;2;0;4;3;1;4;3;3;4;0;33
150276 Cumaru do Norte;0;0;1;0;1;0;0;0;0;0;2;2;2;3;0;2;0;0;0;0;1;0;0;13
150277 Curionópolis;6;0;2;0;8;0;2;1;1;4;1;2;4;2;1;1;1;2;5;5;2;6;0;48
150280 Curralinho;2;0;0;0;2;0;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;4;0;12
150285 Curuá;3;1;1;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;11
150290 Curuçá;0;0;1;0;1;0;0;0;1;2;2;1;0;0;1;1;0;3;1;4;4;6;1;28
150293 Dom Eliseu;1;0;3;0;4;1;1;0;2;3;1;3;4;0;2;0;0;1;2;2;3;1;0;30
150295 Eldorado do Carajás;3;1;3;0;7;3;3;0;1;3;2;2;6;3;2;1;6;2;2;1;2;3;1;50
150300 Faro;0;1;1;0;2;0;0;0;0;0;1;1;0;0;0;0;0;3;2;1;1;2;0;13
150304 Floresta do Araguaia;1;0;1;0;2;0;0;1;1;1;4;1;0;1;2;1;0;0;3;0;3;2;2;24
150307 Garrafão do Norte;3;2;4;0;9;1;0;0;1;2;1;3;1;1;0;0;1;1;1;2;1;3;0;28
150309 Goianésia do Pará;7;3;4;0;14;1;2;1;2;6;4;4;2;0;1;3;2;3;2;1;2;3;0;53
150310 Gurupá;1;0;2;0;3;3;0;0;3;0;2;0;1;3;1;1;1;1;3;4;1;9;0;36
150320 Igarapé-Açu;6;0;2;0;8;3;1;3;3;5;5;1;3;2;6;8;3;3;12;8;5;8;0;87
150330 Igarapé-Miri;1;1;2;0;4;3;1;1;1;1;1;2;4;4;3;3;5;3;5;5;7;14;0;67
150340 Inhangapi;2;1;2;0;5;0;0;0;0;1;1;3;2;1;2;1;0;0;2;3;2;4;0;27
150345 Ipixuna do Pará;1;0;1;0;2;2;4;0;2;0;1;0;0;0;1;2;0;0;0;1;1;2;0;18
150350 Irituia;6;2;0;0;8;2;0;0;4;1;2;1;0;2;1;0;3;2;1;7;0;14;0;48
150360 Itaituba;23;5;20;0;48;13;3;3;7;9;13;8;24;11;12;9;13;16;16;16;6;13;0;240
150370 Itupiranga;4;1;8;0;13;2;0;0;1;1;2;1;5;1;3;6;3;4;9;5;2;0;0;58
150375 Jacareacanga;1;0;0;0;1;1;1;0;1;3;0;3;0;1;1;1;0;0;1;3;0;0;0;17
150380 Jacundá;2;0;2;0;4;3;1;2;5;2;3;3;9;5;2;7;4;4;9;10;8;9;1;91
150390 Juruti;3;0;1;0;4;1;1;0;0;3;1;0;2;2;1;1;1;0;4;6;6;6;0;39
150400 Limoeiro do Ajuru;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;2;2;0;0;0;1;0;8
150405 Mãe do Rio;10;1;4;0;15;1;0;0;0;1;3;2;5;0;1;2;2;2;4;2;3;13;1;57
150410 Magalhães Barata;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;2;2;3;1;0;11
150420 Marabá;26;5;28;0;59;19;7;9;14;32;24;26;24;20;20;28;24;33;34;40;26;37;1;477
150430 Maracanã;0;0;1;0;1;0;0;2;0;1;4;0;1;2;2;4;2;4;3;7;6;17;1;57
150440 Marapanim;2;0;0;0;2;0;0;0;1;1;3;1;2;2;1;1;2;3;2;2;3;10;0;36
150442 Marituba;16;4;6;0;26;4;0;2;4;8;11;6;8;7;6;6;11;8;11;18;12;16;0;164
150445 Medicilândia;7;0;1;0;8;0;1;0;1;1;1;1;3;2;1;1;1;1;0;1;1;2;1;27
150450 Melgaço;1;1;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;7
150460 Mocajuba;3;0;0;0;3;2;2;0;0;1;0;1;0;0;0;0;3;0;0;0;1;5;0;18
150470 Moju;6;0;3;0;9;1;4;0;7;4;1;4;2;3;3;1;1;3;9;9;7;7;0;75
150480 Monte Alegre;1;1;1;0;3;1;1;0;1;0;1;4;1;1;5;2;3;4;7;7;9;7;0;57
150490 Muaná;5;0;4;0;9;1;2;0;1;0;0;0;1;2;1;2;3;3;3;4;2;13;0;47
150495 Nova Esperança do Piriá;1;0;0;0;1;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6
150497 Nova Ipixuna;1;0;1;0;2;2;0;0;1;0;0;2;0;1;2;1;0;1;2;3;0;0;0;17
150500 Nova Timboteua;1;1;0;0;2;0;0;1;1;1;1;0;2;0;0;1;0;1;2;7;1;12;0;32
150503 Novo Progresso;0;0;1;0;1;0;1;0;1;2;0;2;1;2;2;1;1;3;1;2;1;0;0;21
150506 Novo Repartimento;3;0;4;0;7;3;2;0;0;3;6;7;3;6;6;3;5;4;11;2;3;3;1;75
150510 Óbidos;2;0;3;0;5;0;0;1;0;5;5;2;3;2;4;5;5;7;10;13;9;24;0;100
150520 Oeiras do Pará;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;1;1;0;8
