Municipio;0 a 6 dias;7 a 27 dias;28 a 364 dias;Menor 1 ano (ign);Menor que 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos e mais;Idade ignorada;Total
251310 Salgado de São Félix;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3;2;4;1;3;4;5;21;0;45
251315 Santa Cecília;0;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;0;10
251320 Santa Cruz;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;4;2;1;11;0;23
251330 Santa Helena;1;0;1;0;2;0;0;0;0;0;0;2;1;1;2;3;1;2;0;0;3;3;0;20
251335 Santa Inês;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;2;0;7
251340 Santa Luzia;1;0;5;0;6;1;0;0;0;0;0;1;2;1;1;1;1;1;2;4;2;18;0;41
251370 Santa Rita;14;5;11;0;30;5;1;6;10;14;7;12;13;13;19;15;19;17;15;22;26;33;0;277
251380 Santa Teresinha;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;2;0;8
251350 Santana de Mangueira;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;2;1;2;0;9
251360 Santana dos Garrotes;1;1;1;0;3;2;0;0;2;1;0;2;0;0;0;1;0;0;0;0;5;10;0;26
251385 Santo André;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;2;0;0;6
251392 São Bentinho;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;1;1;2;2;0;11
251390 São Bento;3;0;0;0;3;0;0;0;2;5;1;3;2;1;2;6;5;3;1;5;5;13;0;57
251396 São Domingos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;4
251394 São Domingos do Cariri;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;2;0;0;5
251398 São Francisco;0;0;0;0;0;0;0;1;0;1;0;1;2;0;2;0;1;0;0;0;1;2;0;11
251400 São João do Cariri;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;4;0;9;0;17
250070 São João do Rio do Peixe;0;1;0;0;1;1;0;0;2;1;0;1;0;2;2;2;0;2;2;3;4;12;0;35
251410 São João do Tigre;1;0;1;0;2;0;0;0;0;0;2;0;0;0;0;1;0;1;1;0;0;7;0;14
251420 São José da Lagoa Tapada;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;3;11;0;20
251430 São José de Caiana;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;1;1;0;4;0;10
251440 São José de Espinharas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;1;4;0;10
251450 São José de Piranhas;3;0;2;0;5;0;0;0;2;2;1;2;0;0;1;3;1;4;3;4;5;16;0;49
251455 São José de Princesa;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;2;4;0;10
251460 São José do Bonfim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
251465 São José do Brejo do Cruz;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;2;0;6
251470 São José do Sabugi;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3;0;0;1;0;6
251480 São José dos Cordeiros;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2
251445 São José dos Ramos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;5;0;11
251490 São Mamede;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;2;1;6;2;7;0;21
251500 São Miguel de Taipu;0;1;0;0;1;0;0;0;0;0;2;1;0;2;0;1;0;0;0;0;1;4;0;12
251510 São Sebastião de Lagoa de Roça;2;0;1;0;3;0;0;0;0;0;1;1;1;1;2;1;1;0;2;6;3;8;0;30
251520 São Sebastião do Umbuzeiro;1;2;0;0;3;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;6
251540 São Vicente do Seridó;0;1;1;0;2;0;0;0;0;0;0;0;2;0;0;4;0;1;4;1;0;6;0;20
251530 Sapé;4;0;7;0;11;2;0;1;3;2;2;2;6;3;10;3;8;11;11;16;17;56;0;164
251550 Serra Branca;1;1;0;0;2;0;0;0;0;0;0;1;0;1;1;1;3;2;2;3;2;9;0;27
251560 Serra da Raiz;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;2;3;0;8
251570 Serra Grande;2;1;0;0;3;0;0;0;0;1;0;0;0;0;0;1;0;2;1;1;1;3;0;13
251580 Serra Redonda;4;0;0;0;4;0;1;0;0;0;0;0;0;0;1;0;4;3;4;0;1;11;0;29
251590 Serraria;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;3;4;3;9;0;25
251593 Sertãozinho;1;0;1;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;1;2;0;9
251597 Sobrado;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;2;4;0;11
251600 Solânea;1;1;3;0;5;0;1;0;2;0;1;2;4;1;1;4;4;4;10;6;11;34;0;90
251610 Soledade;2;2;0;0;4;0;0;0;0;2;1;1;1;1;2;2;4;3;1;2;2;10;0;36
251615 Sossêgo;3;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;7
251620 Sousa;0;2;1;0;3;3;1;3;2;3;4;6;8;7;9;10;7;8;14;9;19;40;0;156
251630 Sumé;3;2;1;0;6;0;0;0;2;2;3;1;2;3;3;2;1;3;4;4;7;19;0;62
251640 Tacima;1;0;1;0;2;0;0;0;0;0;1;1;1;0;0;2;0;1;1;6;5;5;0;25
251650 Taperoá;2;0;1;0;3;0;1;1;1;1;0;1;3;1;1;1;4;1;0;4;1;16;0;40
251660 Tavares;1;1;3;0;5;0;0;0;0;1;1;0;0;1;1;0;3;2;0;0;4;12;0;30
251670 Teixeira;1;0;6;0;7;2;0;2;0;0;2;1;2;2;2;0;1;2;5;6;2;4;0;40
251675 Tenório;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;2;0;5
251680 Triunfo;2;0;0;0;2;0;0;1;1;1;0;0;1;1;3;0;1;2;0;0;5;4;0;22
251690 Uiraúna;2;0;0;0;2;1;0;0;1;3;0;1;0;0;1;2;3;3;3;4;3;12;0;39
251700 Umbuzeiro;2;0;0;0;2;1;0;0;0;2;0;1;0;0;2;1;0;3;0;0;6;5;0;23
251710 Várzea;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;3
251720 Vieirópolis;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;4;0;7
250550 Vista Serrana;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;6
251740 Zabelê;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;3;0;6
250000 Município ignorado - PB;2;0;0;0;2;0;0;0;2;1;1;2;1;1;0;1;3;1;1;0;0;2;0;18
260005 Abreu e Lima;11;1;5;0;17;1;0;1;17;23;19;11;23;17;16;27;21;28;22;23;29;46;0;341
260010 Afogados da Ingazeira;8;0;2;0;10;4;1;0;2;1;5;1;0;3;2;1;5;5;4;5;17;30;0;96
260020 Afrânio;4;0;1;0;5;0;0;0;0;0;2;2;1;1;2;2;2;2;1;4;5;7;0;36
260030 Agrestina;2;1;2;0;5;1;2;1;5;1;4;5;3;3;2;6;4;4;12;9;10;21;0;98
260040 Água Preta;8;1;6;0;15;3;1;0;2;2;5;5;10;3;3;11;6;8;15;13;13;25;2;142
260050 Águas Belas;3;0;11;0;14;1;0;0;3;8;5;5;6;2;3;4;3;11;6;7;15;22;0;115
260060 Alagoinha;1;2;4;0;7;1;1;0;0;1;0;0;1;2;2;0;1;3;2;7;4;10;0;42
260070 Aliança;4;2;9;0;15;1;0;0;2;6;5;6;6;6;10;6;12;13;13;16;12;36;1;166
260080 Altinho;4;1;3;0;8;0;0;0;2;4;2;3;4;3;3;2;5;6;10;9;13;24;0;98
260090 Amaraji;7;2;7;0;16;3;0;0;5;4;5;3;2;3;3;2;6;6;10;8;5;16;0;97
260100 Angelim;0;1;4;0;5;2;0;0;3;0;1;1;1;1;3;1;2;4;4;8;8;6;0;50
260105 Araçoiaba;1;0;1;0;2;2;0;2;0;2;3;4;1;1;1;1;3;2;7;4;2;8;0;45
260110 Araripina;8;8;25;0;41;4;0;2;8;9;7;3;8;8;8;6;7;11;13;16;15;52;0;218
260120 Arcoverde;16;4;7;0;27;3;0;0;6;2;8;8;14;11;6;11;9;8;20;28;32;43;0;236
260130 Barra de Guabiraba;1;2;1;0;4;0;0;0;0;2;1;1;1;1;0;0;2;3;4;0;5;6;0;30
260140 Barreiros;10;3;6;0;19;4;1;1;6;9;8;7;9;8;9;7;12;8;11;21;22;19;0;181
260150 Belém de Maria;0;1;1;0;2;0;1;2;0;1;3;3;1;3;1;4;2;4;1;1;4;14;0;47
260160 Belém do São Francisco;1;0;1;0;2;2;0;0;1;5;2;1;2;1;0;1;1;4;1;2;4;6;0;35
260170 Belo Jardim;4;2;24;0;30;10;3;2;4;9;7;12;10;6;17;13;21;19;21;36;36;57;0;313
260180 Betânia;0;1;1;0;2;1;1;0;1;1;0;1;1;1;0;2;3;1;2;1;4;11;0;33
260190 Bezerros;8;2;11;0;21;1;0;1;12;16;9;13;7;15;11;9;14;21;19;21;32;56;0;278
260200 Bodocó;8;0;14;0;22;1;0;1;5;1;0;6;5;3;4;5;1;7;3;6;13;21;0;104
260210 Bom Conselho;5;5;8;0;18;6;0;1;4;8;5;4;4;4;1;4;13;10;10;18;11;43;0;164
260220 Bom Jardim;5;0;7;0;12;2;3;1;6;2;3;2;5;0;5;9;7;5;8;14;13;23;0;120
260230 Bonito;4;0;7;0;11;0;1;0;1;3;3;7;6;9;1;9;5;8;13;8;16;41;0;142
260240 Brejão;0;0;3;0;3;1;0;0;0;0;2;0;0;1;1;6;2;1;1;4;1;10;0;33
260250 Brejinho;0;0;2;0;2;0;0;0;0;2;0;0;0;0;0;0;1;1;0;2;2;4;0;14
260260 Brejo da Madre de Deus;3;3;6;0;12;1;0;1;8;17;9;5;7;5;5;4;4;6;5;5;12;26;0;132
260270 Buenos Aires;1;0;1;0;2;0;0;0;1;1;4;0;1;0;4;3;1;3;4;4;2;10;0;40
260280 Buíque;12;5;23;0;40;5;1;0;2;4;1;5;8;3;4;4;6;8;7;15;13;26;0;152
260290 Cabo de Santo Agostinho;19;4;13;0;36;8;7;4;31;55;43;46;43;43;37;39;44;52;40;50;55;71;0;704
260300 Cabrobó;6;1;3;0;10;1;0;1;4;1;8;6;8;2;5;3;4;8;6;5;5;11;0;88
260310 Cachoeirinha;7;1;1;0;9;1;0;0;5;1;2;2;0;4;2;2;1;5;4;6;5;16;0;65
260320 Caetés;1;2;9;0;12;1;0;1;3;1;1;3;6;4;2;0;5;2;6;5;6;13;0;71
260330 Calçado;0;0;1;0;1;0;0;0;1;1;0;1;1;2;2;3;2;5;0;2;4;11;0;36
260340 Calumbi;2;0;0;0;2;0;0;0;1;1;0;0;3;0;3;1;1;0;4;2;0;6;0;24
260345 Camaragibe;11;5;5;1;22;2;1;6;31;31;21;28;17;18;19;37;34;40;32;44;45;71;0;499
260350 Camocim de São Félix;3;1;1;0;5;0;2;0;1;4;3;6;4;2;4;2;5;1;7;3;5;13;0;67
260360 Camutanga;0;0;3;0;3;1;0;0;0;0;1;1;1;1;0;4;2;2;1;1;2;5;0;25
260370 Canhotinho;3;0;6;0;9;3;0;1;1;4;2;5;5;4;4;5;6;8;4;5;15;20;0;101
260380 Capoeiras;3;2;5;0;10;2;2;0;3;0;1;2;1;4;1;3;3;6;3;3;10;13;0;67
260390 Carnaíba;2;0;2;0;4;0;1;0;0;2;1;3;1;1;1;1;2;1;5;4;6;13;0;46
260392 Carnaubeira da Penha;4;0;4;0;8;0;0;0;3;1;1;0;0;0;0;0;2;1;0;5;2;9;0;32
260400 Carpina;13;3;9;0;25;4;0;0;6;12;10;16;15;8;12;15;9;18;17;21;27;32;1;248
260410 Caruaru;39;12;21;0;72;12;5;7;23;48;34;43;39;39;34;49;52;68;76;83;97;181;7;969
260415 Casinhas;1;1;2;0;4;0;0;0;2;1;0;1;3;0;0;0;2;2;1;3;5;16;0;40
260420 Catende;7;2;6;0;15;2;4;0;5;1;3;6;4;4;3;6;9;5;7;12;17;31;0;134
260430 Cedro;0;1;0;0;1;0;0;0;0;1;2;1;2;1;1;0;0;2;3;0;4;6;0;24
260440 Chã de Alegria;1;0;1;0;2;0;0;0;2;3;1;2;3;0;1;2;4;2;1;4;3;4;0;34
260450 Chã Grande;2;2;2;0;6;0;0;1;2;2;3;2;1;0;3;2;5;6;4;4;9;11;0;61
260460 Condado;2;3;3;0;8;1;1;1;4;2;2;2;4;2;3;2;2;9;5;3;10;19;0;80
260470 Correntes;3;0;4;0;7;2;0;0;1;1;1;1;0;3;2;3;4;6;7;8;6;15;0;67
260480 Cortês;3;0;5;0;8;1;2;1;3;1;1;3;1;2;1;6;2;1;2;4;9;7;0;55
260490 Cumaru;2;0;1;0;3;2;0;0;0;1;1;1;1;3;1;1;3;4;7;3;7;15;0;53
260500 Cupira;0;1;7;0;8;2;1;0;1;3;4;1;3;0;0;9;2;5;6;10;14;24;0;93
260510 Custódia;2;2;7;0;11;1;2;1;1;3;3;2;5;4;6;2;3;8;7;9;13;30;0;111
260515 Dormentes;2;2;0;0;4;0;1;1;0;2;0;1;0;0;1;3;1;1;2;8;6;8;0;39
260520 Escada;5;2;15;0;22;8;2;5;7;12;17;20;15;16;14;22;17;17;18;17;33;28;0;290
260530 Exu;4;2;5;0;11;2;0;1;0;1;4;1;3;2;4;2;2;4;6;12;5;20;0;80
260540 Feira Nova;3;0;0;0;3;1;1;0;2;2;1;2;2;1;2;4;2;4;8;5;7;11;0;58
260545 Fernando de Noronha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2
260550 Ferreiros;2;1;2;0;5;0;0;0;1;0;3;0;0;3;2;4;1;1;6;4;3;12;0;45
260560 Flores;4;0;1;0;5;0;0;1;2;2;0;1;1;2;1;2;3;8;11;8;7;26;0;80
260570 Floresta;4;1;5;0;10;0;0;0;2;4;1;3;1;3;3;5;4;12;5;7;9;11;0;80
260580 Frei Miguelinho;3;0;0;0;3;1;0;0;2;1;1;4;2;1;1;1;6;1;4;4;7;20;0;59
260590 Gameleira;11;0;7;1;19;3;0;1;1;0;2;1;4;4;3;4;8;1;8;4;11;8;1;83
260600 Garanhuns;25;6;20;0;51;8;5;4;13;26;10;15;21;24;16;36;19;34;37;28;50;107;2;506
260610 Glória do Goitá;4;0;1;0;5;2;0;0;1;1;2;5;2;1;3;5;3;9;2;7;6;23;1;78
260620 Goiana;11;0;7;0;18;1;2;0;6;21;12;14;18;17;15;22;20;21;21;29;25;45;1;308
260630 Granito;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;1;1;4;0;10
260640 Gravatá;9;1;10;0;20;3;2;3;11;12;10;11;10;16;15;20;13;22;27;20;23;45;0;283
260650 Iati;4;1;2;0;7;2;0;0;2;1;1;2;1;2;3;2;4;2;2;7;2;19;0;59
260660 Ibimirim;2;0;7;0;9;0;0;1;0;5;6;2;2;1;6;2;3;4;6;7;6;15;0;75
260670 Ibirajuba;0;0;1;0;1;0;0;0;1;0;1;0;1;0;4;2;1;3;1;3;7;12;0;37
260680 Igarassu;11;1;9;0;21;5;1;3;9;11;8;16;13;18;12;23;17;16;25;19;20;28;1;266
260690 Iguaracy;2;0;1;0;3;1;0;0;1;0;0;1;3;0;3;1;3;0;8;7;5;13;0;49
260760 Ilha de Itamaracá;2;0;0;0;2;0;0;0;4;5;3;4;4;3;6;7;9;3;2;1;2;2;0;57
260700 Inajá;3;0;5;0;8;1;1;2;4;1;0;2;0;1;1;3;2;5;1;3;3;10;0;48
260710 Ingazeira;0;0;1;0;1;0;0;0;1;0;0;2;0;0;0;0;2;0;1;1;0;3;0;11
260720 Ipojuca;9;2;16;0;27;5;2;1;8;12;13;22;11;16;14;8;18;20;20;23;18;31;1;270
260730 Ipubi;3;3;13;0;19;3;0;0;4;2;3;3;2;3;1;1;4;1;5;3;10;17;0;81
260740 Itacuruba;1;0;0;0;1;0;0;0;0;0;0;5;0;2;0;0;2;0;0;0;1;3;0;14
260750 Itaíba;1;0;1;0;2;1;0;0;2;0;0;5;6;2;3;4;4;2;4;4;4;10;0;53
260765 Itambé;6;0;2;0;8;3;3;0;3;4;5;7;4;3;7;6;6;9;8;15;6;24;0;121
260770 Itapetim;0;0;0;0;0;0;0;2;0;3;0;1;2;1;3;1;3;3;2;11;13;7;0;52
260775 Itapissuma;1;1;4;0;6;1;1;0;9;4;6;8;9;5;6;6;1;3;4;13;9;11;0;102
260780 Itaquitinga;2;1;3;0;6;0;2;0;1;1;3;1;3;3;2;1;1;3;4;4;3;9;1;48
260790 Jaboatão dos Guararapes;84;9;46;0;139;25;10;21;123;206;147;123;108;120;113;151;144;151;130;166;148;194;0;2219
260795 Jaqueira;2;1;2;0;5;0;1;0;1;2;1;3;3;2;3;1;0;2;1;1;4;6;0;36
260800 Jataúba;3;2;5;0;10;2;0;1;1;3;3;2;4;0;1;1;1;2;1;2;6;15;0;55
260805 Jatobá;1;0;3;0;4;0;0;0;1;5;3;4;2;3;0;3;1;2;4;6;2;10;0;50
260810 João Alfredo;2;2;4;0;8;3;0;0;3;4;8;3;3;3;4;8;2;6;12;12;10;29;0;118
260820 Joaquim Nabuco;6;1;3;0;10;2;0;1;4;6;1;8;1;3;3;3;3;2;8;8;3;8;0;74
260825 Jucati;3;1;2;0;6;0;0;1;1;1;1;3;1;0;0;1;0;1;3;4;3;9;0;35
260830 Jupi;0;0;5;0;5;0;0;0;2;0;0;1;2;2;3;3;5;5;5;4;8;15;0;60
260840 Jurema;5;2;5;0;12;2;1;1;2;2;3;1;0;7;1;3;2;0;6;5;10;17;0;75
260850 Lagoa de Itaenga;4;0;3;0;7;5;0;0;1;0;2;5;1;3;7;7;5;3;5;10;7;11;0;79
260845 Lagoa do Carro;1;3;3;0;7;0;0;0;1;0;3;1;2;2;1;2;1;2;5;6;1;8;0;42
260860 Lagoa do Ouro;1;0;1;0;2;0;0;1;1;1;1;1;1;2;2;2;7;4;1;9;4;17;0;56
260870 Lagoa dos Gatos;2;1;8;0;11;1;0;0;1;1;0;3;4;3;1;5;2;1;5;5;4;14;0;61
260875 Lagoa Grande;6;1;5;0;12;1;0;0;5;4;2;6;0;0;1;3;1;2;2;2;1;8;0;50
260880 Lajedo;9;0;8;0;17;2;1;0;5;6;10;9;3;5;4;7;6;9;4;15;15;30;0;148
260890 Limoeiro;9;2;3;0;14;0;0;0;11;10;20;11;13;17;19;13;17;20;16;22;22;44;0;269
260900 Macaparana;2;1;7;0;10;1;0;0;1;4;0;3;2;3;1;6;8;6;4;12;10;39;0;110
260910 Machados;1;1;2;0;4;1;1;0;0;0;0;3;2;1;0;4;2;2;1;2;5;10;0;38
260915 Manari;3;2;10;0;15;1;3;0;1;1;0;2;0;1;0;1;0;2;3;1;3;8;0;42
260920 Maraial;5;1;2;0;8;1;2;0;1;2;1;1;4;2;3;2;3;1;5;4;2;7;0;49
260930 Mirandiba;2;0;3;0;5;0;1;1;0;4;1;2;1;1;3;1;2;4;1;4;2;8;0;41
261430 Moreilândia;1;0;0;0;1;1;0;1;0;0;0;3;0;0;1;0;0;2;0;4;0;4;0;17
260940 Moreno;8;0;4;0;12;2;0;1;4;8;5;6;5;8;13;11;5;16;18;17;18;22;0;171
260950 Nazaré da Mata;5;0;5;0;10;1;0;1;6;5;6;2;4;1;6;8;6;7;6;13;6;20;0;108
260960 Olinda;56;15;22;0;93;14;14;10;91;128;103;79;91;80;82;92;94;132;104;139;99;176;0;1621
260970 Orobó;3;1;4;0;8;1;0;0;5;1;5;4;4;2;2;0;4;7;8;12;5;21;1;90
260980 Orocó;3;0;1;0;4;0;0;0;1;2;3;5;2;1;3;0;0;1;1;1;3;11;0;38
260990 Ouricuri;16;0;6;0;22;2;0;1;3;8;5;4;6;4;6;7;3;11;5;7;11;26;0;131
261000 Palmares;14;2;17;0;33;5;0;2;8;6;7;15;8;7;14;19;19;21;16;27;20;28;0;255
261010 Palmeirina;1;0;4;0;5;0;0;0;0;0;2;2;1;0;2;0;0;1;1;1;6;12;0;33
261020 Panelas;1;0;8;0;9;3;0;0;2;3;3;8;5;5;3;7;6;5;8;16;8;20;0;111
261030 Paranatama;5;0;4;0;9;1;1;0;0;1;0;0;2;2;0;1;3;2;3;6;9;13;0;53
261040 Parnamirim;3;1;2;0;6;0;1;0;1;0;2;1;2;2;1;1;4;4;2;3;8;15;0;53
261050 Passira;2;0;1;0;3;0;1;2;0;3;1;4;4;1;2;2;3;7;4;10;5;20;0;72
261060 Paudalho;13;2;10;1;26;1;3;1;4;10;12;3;11;11;10;10;6;13;16;15;10;19;2;183
261070 Paulista;28;8;6;0;42;4;4;8;36;58;52;34;38;42;59;53;44;59;54;65;60;97;1;810
261080 Pedra;3;0;5;0;8;0;1;3;1;1;2;3;2;4;1;5;3;7;5;1;8;19;0;74
261090 Pesqueira;17;4;12;0;33;7;1;1;4;6;9;7;9;11;5;9;18;16;16;28;31;56;0;267
261100 Petrolândia;5;0;3;0;8;1;1;3;1;6;2;6;5;5;5;8;0;4;6;5;5;10;0;81
261110 Petrolina;32;7;30;0;69;8;7;7;24;38;36;50;35;30;28;27;33;39;37;40;60;85;0;653
261120 Poção;3;1;4;0;8;2;0;0;0;0;0;0;0;3;3;2;3;3;1;3;7;11;0;46
261130 Pombos;4;1;2;0;7;0;0;1;0;4;3;1;2;5;1;3;4;4;4;13;11;22;0;85
261140 Primavera;1;1;0;0;2;0;0;0;2;3;1;2;2;2;4;3;2;5;3;3;9;6;2;51
261150 Quipapá;5;0;7;0;12;3;2;0;2;2;3;4;4;3;3;6;11;6;10;11;6;14;0;102
261153 Quixaba;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;2;4;0;12
261160 Recife;168;26;65;0;259;44;23;42;265;351;301;222;270;288;303;357;357;421;453;541;464;757;9;5727
261170 Riacho das Almas;6;0;5;0;11;0;0;1;2;2;3;1;3;2;0;2;5;6;5;9;7;21;0;80
261180 Ribeirão;3;4;10;0;17;4;0;0;8;13;8;13;12;11;4;7;5;13;19;19;13;44;0;210
261190 Rio Formoso;3;1;3;0;7;2;0;0;0;5;3;2;0;5;3;3;5;5;13;5;10;18;0;86
261200 Sairé;2;0;1;0;3;0;0;0;0;3;0;1;4;0;0;2;4;2;2;2;4;6;0;33
261210 Salgadinho;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;2;3;0;14
261220 Salgueiro;12;1;7;0;20;3;1;0;3;5;10;8;4;10;10;6;9;7;7;7;15;32;0;157
261230 Saloá;1;0;6;0;7;4;0;0;3;2;3;2;4;1;2;2;4;4;3;6;6;16;0;69
261240 Sanharó;0;1;3;0;4;1;0;1;2;2;1;0;1;5;3;4;3;4;5;4;11;16;0;67
261245 Santa Cruz;2;0;5;0;7;1;0;0;0;0;0;1;0;1;1;3;1;3;1;1;2;9;0;31
261247 Santa Cruz da Baixa Verde;2;0;1;0;3;1;0;0;2;1;1;4;1;1;2;0;3;0;0;1;7;8;0;35
261250 Santa Cruz do Capibaribe;8;3;11;0;22;2;0;0;17;10;8;13;14;7;6;11;10;6;6;9;12;36;0;189
261255 Santa Filomena;2;0;2;0;4;0;0;0;0;0;0;2;0;0;0;0;1;0;0;1;2;2;0;12
261260 Santa Maria da Boa Vista;7;0;5;0;12;6;0;1;2;5;8;7;4;6;2;7;7;4;4;5;4;12;0;96
261270 Santa Maria do Cambucá;1;0;0;0;1;1;1;0;0;1;0;1;1;1;2;4;0;1;1;1;2;8;0;26
261280 Santa Terezinha;1;0;2;0;3;2;0;0;0;0;1;1;1;0;2;1;1;1;2;2;4;11;0;32
261290 São Benedito do Sul;2;0;3;0;5;0;0;1;0;0;1;0;2;1;5;2;3;4;6;1;4;12;0;47
261300 São Bento do Una;7;3;10;0;20;3;0;1;5;7;2;3;8;4;6;7;10;11;17;17;21;36;0;178
261310 São Caitano;2;0;8;0;10;2;1;0;2;4;5;4;10;4;8;8;5;8;14;14;17;31;0;147
261320 São João;6;0;3;0;9;4;0;0;1;1;5;2;3;2;3;2;4;2;3;6;6;14;0;67
261330 São Joaquim do Monte;2;0;7;0;9;3;0;0;2;3;2;1;0;4;3;6;4;4;9;10;7;20;0;87
261340 São José da Coroa Grande;3;0;3;0;6;6;0;0;0;4;1;1;4;7;5;3;1;5;5;5;2;4;0;59
261350 São José do Belmonte;5;0;4;0;9;0;1;1;4;5;5;2;4;3;2;4;4;2;5;6;16;23;0;96
261360 São José do Egito;7;0;4;0;11;3;0;1;2;1;2;2;3;0;5;3;6;11;4;9;10;27;0;100
261370 São Lourenço da Mata;12;3;3;0;18;8;1;1;26;20;22;21;12;23;20;20;26;17;20;33;24;43;0;355
261380 São Vicente Ferrer;2;1;6;0;9;1;0;0;2;2;4;1;2;7;0;2;4;2;4;3;7;12;1;63
261390 Serra Talhada;16;1;10;0;27;6;1;3;6;12;12;13;15;4;9;23;8;22;17;20;25;58;0;281
261400 Serrita;7;1;3;0;11;0;1;1;0;4;1;2;3;0;2;3;4;2;2;2;4;7;0;49
261410 Sertânia;5;2;7;0;14;1;1;0;0;0;3;3;6;2;8;6;7;5;11;9;14;24;0;114
261420 Sirinhaém;7;2;8;1;18;2;1;0;2;3;7;6;9;8;4;9;10;15;4;10;20;16;0;144
261440 Solidão;1;0;1;0;2;0;0;0;0;0;0;1;1;1;0;1;1;0;1;2;1;2;0;13
261450 Surubim;8;1;3;0;12;1;1;0;5;7;3;5;6;3;8;8;3;11;12;12;12;36;0;145
261460 Tabira;6;2;6;0;14;2;0;0;1;1;3;1;0;3;1;4;4;4;6;7;10;23;0;84
261470 Tacaimbó;2;0;5;0;7;0;0;1;1;0;1;1;1;2;0;0;2;4;2;1;8;10;0;41
261480 Tacaratu;4;2;15;0;21;0;0;0;2;1;0;3;0;2;1;3;3;5;2;2;6;14;0;65
261485 Tamandaré;1;2;5;0;8;5;1;0;1;1;3;2;2;2;2;3;4;2;1;11;8;5;0;61
261500 Taquaritinga do Norte;5;0;2;0;7;0;3;1;6;2;5;2;0;0;4;7;1;4;8;7;10;14;0;81
261510 Terezinha;1;0;0;0;1;0;0;0;2;1;2;0;1;0;0;1;0;2;1;0;4;9;0;24
261520 Terra Nova;2;1;1;0;4;1;0;0;0;1;0;1;2;0;2;1;1;3;1;2;2;9;0;30
261530 Timbaúba;7;1;5;0;13;3;1;2;2;5;5;6;7;5;15;5;9;8;19;19;25;50;0;199
261540 Toritama;9;1;1;0;11;2;1;1;1;5;3;4;4;0;3;2;1;3;4;3;5;10;0;63
261550 Tracunhaém;1;0;1;0;2;1;0;0;1;2;1;3;0;3;5;3;2;2;2;2;5;9;0;43
261560 Trindade;1;2;10;0;13;1;0;0;2;4;3;2;1;3;2;1;1;5;1;3;3;3;0;48
261570 Triunfo;2;0;0;0;2;1;1;0;1;1;2;2;3;5;3;3;2;1;3;7;11;19;0;67
