Municipio;0 a 6 dias;7 a 27 dias;28 a 364 dias;Menor 1 ano (ign);Menor que 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos e mais;Idade ignorada;Total
110008 Costa Marques;2;2;1;0;5;0;0;1;1;1;0;0;0;0;2;0;3;0;3;0;2;2;0;20
110094 Cujubim;1;0;0;0;1;0;0;0;0;0;2;1;0;3;1;2;1;3;2;1;1;0;0;18
110009 Espigão D'Oeste;6;0;2;0;8;0;0;0;1;0;1;0;2;2;2;1;5;4;4;2;6;19;0;57
110100 Governador Jorge Teixeira;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;2;0;2;1;3;0;13
110010 Guajará-Mirim;3;1;1;0;5;0;1;0;0;1;1;0;1;1;3;4;7;5;6;4;6;16;0;61
110110 Itapuã do Oeste;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;1;1;3;3;2;0;15
110011 Jaru;2;0;2;0;4;2;2;1;2;1;5;4;2;2;3;3;11;6;2;10;7;31;1;99
110012 Ji-Paraná;4;3;8;0;15;5;3;0;4;6;1;7;5;7;12;18;18;21;27;25;24;61;1;260
110013 Machadinho D'Oeste;1;1;2;0;4;1;0;0;1;0;2;0;1;1;7;2;6;1;3;4;7;5;0;45
110120 Ministro Andreazza;3;1;1;0;5;0;0;0;0;0;0;0;0;0;1;2;0;2;2;3;1;2;0;18
110130 Mirante da Serra;0;0;0;0;0;0;1;0;0;0;1;1;1;1;2;0;2;1;2;3;1;4;0;20
110140 Monte Negro;0;0;0;0;0;0;0;0;1;1;0;0;1;0;2;3;0;7;2;0;1;3;0;21
110014 Nova Brasilândia D'Oeste;0;0;3;0;3;0;0;0;3;0;0;0;0;0;1;1;2;5;3;4;4;7;0;33
110033 Nova Mamoré;2;0;1;0;3;1;0;0;0;2;1;0;1;2;4;0;1;1;1;2;4;3;0;26
110143 Nova União;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;6
110050 Novo Horizonte do Oeste;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;2;0;7
110015 Ouro Preto do Oeste;3;1;3;0;7;1;0;0;2;1;2;3;2;4;6;2;8;10;9;6;9;21;0;93
110145 Parecis;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;0;6
110018 Pimenta Bueno;2;1;0;0;3;0;1;2;1;0;2;0;1;5;5;2;2;1;6;11;13;10;0;65
110146 Pimenteiras do Oeste;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2
110020 Porto Velho;23;7;17;0;47;10;6;7;13;20;25;29;23;29;51;56;64;52;47;61;77;172;6;795
110025 Presidente Médici;1;1;2;0;4;0;0;0;1;1;0;1;3;2;1;2;0;2;4;2;6;10;0;39
110147 Primavera de Rondônia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;3
110026 Rio Crespo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;3
110028 Rolim de Moura;1;0;0;0;1;1;1;1;1;1;0;1;3;4;7;4;4;9;9;15;11;21;0;94
110029 Santa Luzia D'Oeste;0;0;1;0;1;0;0;0;0;0;0;0;0;2;1;1;1;1;1;3;0;2;0;13
110148 São Felipe D'Oeste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2
110149 São Francisco do Guaporé;0;0;0;0;0;1;0;0;1;0;0;0;1;2;0;0;1;1;0;0;1;1;0;9
110032 São Miguel do Guaporé;0;0;3;0;3;0;0;1;2;1;1;2;3;2;2;1;2;3;4;4;3;3;1;38
110150 Seringueiras;0;0;3;0;3;1;1;1;0;0;1;0;0;1;1;3;0;0;1;1;2;2;0;18
110155 Teixeirópolis;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;2;0;6
110160 Theobroma;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;6
110170 Urupá;2;1;2;0;5;1;0;0;0;0;0;1;0;0;3;2;0;2;0;0;0;2;0;16
110175 Vale do Anari;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;1;0;1;2;0;8
110180 Vale do Paraíso;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;3;0;9
110030 Vilhena;3;0;2;0;5;3;1;2;2;2;4;2;2;5;5;5;8;10;4;12;18;26;0;116
110000 Município ignorado - RO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
120001 Acrelândia;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;5;1;1;2;2;1;5;0;20
120005 Assis Brasil;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;3;0;8
120010 Brasiléia;2;1;2;0;5;0;0;2;0;0;1;2;1;2;3;2;1;1;4;7;3;8;0;42
120013 Bujari;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4
120017 Capixaba;3;1;1;0;5;0;1;0;1;0;0;2;0;1;2;2;1;1;1;0;0;0;0;17
120020 Cruzeiro do Sul;6;0;6;0;12;1;3;0;1;2;4;3;4;4;3;4;9;5;7;16;8;35;0;121
120025 Epitaciolândia;0;0;1;0;1;0;0;0;0;1;0;0;1;2;2;5;2;1;0;2;3;6;0;26
120030 Feijó;1;0;3;0;4;1;1;2;3;0;1;0;1;0;2;2;2;4;3;1;4;10;0;41
120032 Jordão;0;4;6;0;10;2;0;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;16
120033 Mâncio Lima;2;0;1;0;3;1;0;1;2;0;1;0;0;0;1;1;1;0;4;2;2;4;0;23
120034 Manoel Urbano;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;4
120035 Marechal Thaumaturgo;1;0;1;0;2;0;1;1;1;0;0;0;1;0;0;1;1;1;0;1;2;2;0;14
120038 Plácido de Castro;1;1;0;0;2;0;0;1;0;0;0;1;1;3;0;0;0;0;0;1;4;4;0;17
120080 Porto Acre;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;2;0;1;2;1;2;0;12
120039 Porto Walter;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;6
120040 Rio Branco;21;5;15;0;41;8;4;5;9;7;13;19;28;23;23;40;39;40;47;69;59;153;0;627
120042 Rodrigues Alves;2;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;2;0;1;0;0;1;0;8
120043 Santa Rosa do Purus;0;0;3;0;3;2;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;10
120050 Sena Madureira;3;0;1;0;4;2;1;0;2;0;3;1;1;2;3;2;3;4;2;5;3;23;0;61
120045 Senador Guiomard;2;0;0;0;2;0;0;1;1;1;0;1;1;2;1;1;3;1;6;1;3;11;0;36
120060 Tarauacá;7;1;3;0;11;4;0;2;2;3;0;1;0;3;1;1;2;2;6;0;3;13;0;54
120070 Xapuri;1;0;1;0;2;0;2;0;2;0;1;1;0;0;1;3;2;4;2;4;0;10;0;34
120000 Município ignorado - AC;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
130002 Alvarães;1;0;1;0;2;0;1;0;0;1;0;1;1;0;0;0;0;1;0;1;1;5;0;14
130006 Amaturá;4;0;0;0;4;1;0;1;2;0;0;0;0;0;0;0;0;1;1;2;2;4;0;18
130008 Anamã;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;3;0;9
130010 Anori;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;2;1;0;0;1;1;4;0;12
130014 Apuí;0;0;1;0;1;1;0;2;0;0;0;2;0;2;1;2;3;1;1;0;2;0;0;18
130020 Atalaia do Norte;2;1;3;0;6;1;0;0;3;4;0;0;1;0;0;1;2;0;1;1;1;1;0;22
130030 Autazes;2;0;2;0;4;2;0;0;1;1;1;1;3;0;3;1;1;4;3;4;3;12;0;44
130040 Barcelos;2;0;1;0;3;1;1;2;1;0;1;0;1;0;0;0;0;0;2;0;0;7;0;19
130050 Barreirinha;4;1;2;0;7;4;1;0;1;1;0;1;1;1;0;3;0;2;3;0;1;10;0;36
130060 Benjamin Constant;1;3;3;0;7;6;0;0;1;0;0;0;0;2;0;1;0;2;1;4;2;11;0;37
130063 Beruri;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;3;0;10
130068 Boa Vista do Ramos;1;0;1;0;2;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;2;4;0;13
130070 Boca do Acre;5;1;0;0;6;1;0;0;2;0;3;0;1;4;2;1;0;1;2;3;5;6;0;37
130080 Borba;0;1;2;0;3;1;0;0;1;1;1;1;0;2;1;0;0;2;0;3;6;13;0;35
130083 Caapiranga;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;4
130090 Canutama;0;1;0;0;1;1;1;0;0;0;0;1;0;1;1;0;0;1;0;5;2;3;0;17
130100 Carauari;2;1;1;0;4;1;0;0;0;0;1;0;1;0;0;0;2;3;4;7;2;13;0;38
130110 Careiro;2;0;0;0;2;3;0;1;0;0;1;0;0;0;1;2;1;1;1;1;2;7;0;23
130115 Careiro da Várzea;1;1;1;0;3;0;1;0;0;1;1;0;0;1;0;1;0;3;0;2;3;9;0;25
130120 Coari;9;2;4;0;15;2;1;1;1;1;2;1;2;1;3;6;1;2;10;12;8;23;0;92
130130 Codajás;4;0;0;0;4;0;0;0;0;0;0;1;0;1;0;1;0;2;0;2;2;7;0;20
130140 Eirunepé;9;1;5;0;15;1;0;3;0;0;1;3;1;1;0;1;6;1;2;4;5;11;0;55
130150 Envira;6;0;2;0;8;0;0;0;0;0;0;1;1;0;0;0;4;1;0;1;2;3;0;21
130160 Fonte Boa;3;0;0;0;3;2;2;0;2;0;2;1;1;0;0;1;1;0;1;1;0;4;0;21
130165 Guajará;3;0;1;0;4;1;0;0;1;0;0;1;0;0;0;1;0;0;1;3;3;9;0;24
130170 Humaitá;3;1;1;0;5;2;1;2;2;2;0;1;1;2;1;2;1;4;3;4;6;13;0;52
130180 Ipixuna;0;0;4;0;4;0;0;0;0;1;2;1;0;0;1;1;3;0;0;0;2;3;0;18
130185 Iranduba;3;1;1;0;5;2;0;0;2;2;0;3;0;2;1;4;10;6;6;7;8;12;0;70
130190 Itacoatiara;8;1;3;0;12;4;4;0;1;1;1;4;9;10;4;5;8;5;12;17;12;37;0;146
130195 Itamarati;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;1;0;7
130200 Itapiranga;1;1;1;0;3;0;1;0;0;0;0;0;0;1;0;0;0;1;0;2;0;4;0;12
130210 Japurá;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;5
130220 Juruá;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;4
130230 Jutaí;0;0;1;0;1;2;0;0;0;3;0;0;0;0;2;0;1;0;0;0;1;0;0;10
130240 Lábrea;6;0;2;0;8;1;0;3;3;0;1;2;0;1;0;0;2;3;4;4;3;14;0;49
130250 Manacapuru;8;4;4;0;16;4;2;2;2;1;3;2;4;5;6;6;4;6;11;16;12;32;0;134
130255 Manaquiri;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;2;1;1;1;3;0;11
130260 Manaus;113;40;71;0;224;47;32;29;43;52;60;90;85;137;164;187;213;260;258;343;361;932;1;3518
130270 Manicoré;3;1;3;0;7;1;2;1;2;0;2;1;2;1;0;1;1;1;2;6;2;10;0;42
130280 Maraã;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;1;3;0;3;0;12
130290 Maués;3;0;7;0;10;3;0;2;2;0;1;2;0;2;3;3;2;2;8;4;8;31;0;83
130300 Nhamundá;1;0;1;0;2;1;0;0;1;0;0;1;0;0;0;0;0;2;1;3;0;11;0;22
130310 Nova Olinda do Norte;3;2;2;0;7;1;2;1;1;0;0;0;0;1;1;0;0;4;2;4;3;14;0;41
130320 Novo Airão;0;0;1;0;1;0;0;0;0;0;1;0;2;0;1;1;1;0;1;1;0;6;0;15
130330 Novo Aripuanã;0;0;1;0;1;0;1;0;1;0;0;1;0;0;2;0;2;1;1;1;1;7;0;19
130340 Parintins;7;1;5;0;13;4;2;1;3;0;2;4;1;1;3;4;9;9;10;10;9;52;0;137
130350 Pauini;2;0;0;0;2;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;6
130353 Presidente Figueiredo;1;0;0;0;1;2;0;0;0;1;0;1;0;0;1;1;4;3;1;3;2;1;0;21
130356 Rio Preto da Eva;2;1;1;0;4;0;0;1;1;2;2;0;1;2;4;1;0;1;0;3;3;3;0;28
130360 Santa Isabel do Rio Negro;2;0;2;0;4;2;1;0;0;0;0;0;0;0;0;0;0;2;0;1;2;5;0;17
130370 Santo Antônio do Içá;2;0;2;0;4;1;0;2;2;0;0;0;0;0;0;0;0;1;1;0;0;5;0;16
130380 São Gabriel da Cachoeira;4;0;8;0;12;10;4;2;6;4;4;1;1;4;2;4;3;6;4;6;5;19;0;97
130390 São Paulo de Olivença;5;2;4;0;11;3;0;5;6;2;0;0;1;1;0;2;0;2;1;1;1;7;0;43
130395 São Sebastião do Uatumã;2;0;1;0;3;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;9
130400 Silves;2;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;2;1;0;10
130406 Tabatinga;7;2;2;0;11;7;1;2;4;1;3;2;1;5;6;1;3;3;2;6;5;15;0;78
130410 Tapauá;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;4;0;10
130420 Tefé;8;0;5;0;13;0;0;1;3;5;2;3;2;5;0;3;6;4;2;5;5;15;0;74
130423 Tonantins;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;2;1;0;8
130426 Uarini;2;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;2;0;10
130430 Urucará;0;0;1;0;1;1;0;1;0;0;0;0;1;0;1;1;3;0;0;2;1;12;0;24
130440 Urucurituba;0;0;1;0;1;1;0;0;2;0;1;1;0;0;0;0;1;0;0;0;2;3;0;12
130000 Município ignorado - AM;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
140005 Alto Alegre;1;1;2;0;4;0;1;0;1;1;0;1;0;0;2;0;0;5;0;2;0;4;0;21
140002 Amajari;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;8
140010 Boa Vista;19;3;6;0;28;4;3;4;9;12;8;16;14;15;19;26;30;35;30;33;32;86;0;404
140015 Bonfim;1;0;0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;3;2;0;0;10
140017 Cantá;0;2;0;0;2;0;1;0;0;1;0;0;1;0;0;3;1;1;1;0;0;1;0;12
140020 Caracaraí;1;0;1;0;2;0;2;0;0;0;0;3;2;3;2;1;0;1;2;1;1;1;0;21
140023 Caroebe;0;0;2;0;2;2;0;1;0;0;0;0;0;1;0;1;0;1;2;4;1;0;0;15
140028 Iracema;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;2;0;0;7
140030 Mucajaí;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;2;3;1;1;0;11
140040 Normandia;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;3;0;8
140045 Pacaraima;0;0;2;0;2;0;0;1;0;1;0;0;1;0;1;2;0;1;2;1;1;2;0;15
140047 Rorainópolis;4;0;0;0;4;0;0;1;0;1;0;0;1;0;2;2;0;1;0;0;2;6;0;20
140050 São João da Baliza;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;3
140060 São Luiz;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;2;0;6
140070 Uiramutã;0;1;3;0;4;2;0;0;0;1;1;1;0;0;1;0;1;0;1;1;1;3;0;17
150010 Abaetetuba;6;5;7;0;18;4;2;2;1;2;3;4;6;14;3;6;16;16;21;13;23;83;0;237
150013 Abel Figueiredo;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;1;2;0;0;0;3;1;12
150020 Acará;0;0;1;0;1;3;1;2;0;0;3;2;4;9;4;1;3;1;4;5;3;11;0;57
150030 Afuá;1;1;2;0;4;1;1;2;0;0;1;0;1;0;1;1;1;0;0;2;1;2;0;18
150034 Água Azul do Norte;2;0;3;0;5;0;0;0;0;0;1;0;0;1;3;2;1;2;1;1;0;1;0;18
150040 Alenquer;12;3;0;0;15;2;0;0;1;0;2;1;1;0;2;3;2;3;10;7;5;28;0;82
150050 Almeirim;3;1;0;0;4;0;0;1;0;1;1;0;1;1;1;0;3;1;1;2;3;6;0;26
150060 Altamira;13;4;7;0;24;5;3;4;6;4;6;1;6;5;6;14;13;17;12;15;19;29;0;189
150070 Anajás;1;1;2;0;4;2;0;0;1;0;1;0;0;0;3;0;2;1;2;1;1;2;0;20
150080 Ananindeua;42;16;19;0;77;9;3;9;13;14;20;30;28;32;48;44;58;82;72;89;92;249;2;971
150085 Anapu;3;2;0;0;5;1;1;0;1;1;2;0;1;2;1;1;1;2;2;1;0;4;0;26
150090 Augusto Corrêa;4;2;0;0;6;1;1;0;2;2;1;2;3;2;2;0;5;5;4;3;5;19;0;63
150095 Aurora do Pará;3;0;3;0;6;3;0;1;1;0;0;1;1;1;2;0;2;0;3;4;3;3;0;31
150100 Aveiro;0;1;1;0;2;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;1;4;0;13
150110 Bagre;0;1;1;0;2;0;0;0;0;1;1;0;0;1;0;2;0;1;1;3;0;7;0;19
150120 Baião;4;0;2;0;6;0;1;1;1;0;1;1;2;1;1;3;2;4;3;5;4;9;0;45
150125 Bannach;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;0;0;0;0;5
150130 Barcarena;7;4;2;0;13;5;1;1;3;6;0;5;4;6;6;8;6;5;12;13;7;30;0;131
150140 Belém;73;28;48;0;149;21;18;17;41;49;52;59;95;108;145;159;213;252;283;335;355;1176;2;3529
150145 Belterra;0;0;2;0;2;2;0;1;1;0;1;0;1;0;1;2;5;1;2;1;5;6;0;31
150150 Benevides;3;2;1;0;6;0;0;1;1;3;3;3;2;5;5;8;9;6;5;12;4;20;0;93
150157 Bom Jesus do Tocantins;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;1;0;2;1;0;3;3;0;15
150160 Bonito;3;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;1;2;3;1;2;0;13
150170 Bragança;7;2;8;0;17;3;2;0;3;2;3;3;5;2;7;11;12;13;16;29;18;49;0;195
150172 Brasil Novo;2;0;0;0;2;0;0;0;2;1;1;0;1;2;0;2;1;1;2;5;0;3;0;23
150175 Brejo Grande do Araguaia;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;2;1;1;0;1;0;8
150178 Breu Branco;6;2;1;0;9;2;0;1;2;3;1;2;0;2;2;4;3;0;4;5;5;11;0;56
150180 Breves;5;4;6;0;15;8;2;2;3;3;1;2;2;3;3;3;8;1;5;11;14;31;0;117
150190 Bujaru;2;1;0;0;3;3;0;1;0;0;2;2;2;0;2;2;3;1;3;4;4;9;0;41
150200 Cachoeira do Arari;1;0;1;0;2;3;0;0;0;0;1;1;1;2;3;0;1;0;1;3;1;7;0;26
150195 Cachoeira do Piriá;1;2;1;0;4;0;2;1;0;1;0;0;0;0;1;0;1;2;2;4;2;3;0;23
150210 Cametá;19;2;9;0;30;9;0;3;4;3;5;2;4;5;2;10;5;5;14;17;13;61;0;192
150215 Canaã dos Carajás;2;0;1;0;3;2;0;0;2;1;0;2;1;2;2;4;2;1;4;0;7;9;0;42
150220 Capanema;6;1;4;0;11;2;1;2;2;3;3;4;2;1;3;7;6;8;14;17;14;51;0;151
150230 Capitão Poço;2;0;0;0;2;2;0;0;1;1;2;3;3;4;3;5;4;3;7;14;0;17;0;71
150240 Castanhal;10;5;7;0;22;4;3;2;7;8;10;9;7;24;14;19;16;21;22;35;29;97;0;349
150250 Chaves;4;0;1;0;5;0;0;0;0;2;2;0;1;0;1;0;1;1;1;0;0;2;0;16
150260 Colares;0;0;0;0;0;0;1;0;0;0;2;1;0;2;0;0;0;0;2;3;4;4;0;19
150270 Conceição do Araguaia;5;0;2;0;7;1;3;1;2;2;1;6;2;2;6;2;4;3;3;7;11;28;0;91
150275 Concórdia do Pará;2;0;1;0;3;2;0;0;0;0;1;0;1;2;2;1;1;0;5;1;1;12;0;32
150276 Cumaru do Norte;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;6
150277 Curionópolis;1;2;1;0;4;0;0;1;2;0;4;0;1;5;1;1;5;0;4;2;3;12;0;45
150280 Curralinho;1;0;1;0;2;2;1;0;1;0;2;0;0;0;0;0;1;0;2;3;1;3;0;18
150285 Curuá;0;0;0;0;0;0;0;0;2;1;0;0;2;0;0;0;1;3;1;1;2;5;0;18
150290 Curuçá;5;1;0;0;6;0;2;0;0;1;1;3;2;0;1;2;2;2;5;6;7;17;0;57
150293 Dom Eliseu;3;0;1;0;4;2;1;0;1;0;4;4;4;3;5;1;3;5;5;5;2;4;0;53
150295 Eldorado do Carajás;0;1;0;0;1;2;0;3;0;2;3;2;0;2;0;2;2;3;1;6;5;9;0;43
150300 Faro;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;2;1;0;2;1;0;3;0;11
150304 Floresta do Araguaia;2;0;0;0;2;0;0;0;1;0;1;1;0;1;2;1;1;5;1;2;1;4;0;23
150307 Garrafão do Norte;0;0;5;0;5;0;1;0;1;1;1;1;2;0;1;1;2;2;3;3;7;7;0;38
150309 Goianésia do Pará;1;1;3;0;5;1;0;1;1;3;2;1;1;1;4;3;3;3;2;5;2;8;0;46
150310 Gurupá;2;0;0;0;2;0;0;1;2;0;0;2;0;2;1;0;0;0;6;1;1;3;0;21
150320 Igarapé-Açu;4;1;0;0;5;2;0;0;1;1;1;1;2;2;6;4;2;6;6;6;5;34;0;84
150330 Igarapé-Miri;5;0;3;0;8;0;4;3;3;2;6;3;1;4;1;5;3;5;3;6;8;32;0;97
150340 Inhangapi;3;0;0;0;3;0;0;1;0;1;0;1;1;1;1;0;1;2;0;0;1;2;0;15
150345 Ipixuna do Pará;1;1;2;0;4;1;0;1;2;3;0;1;1;2;1;1;1;4;3;2;3;9;0;39
150350 Irituia;2;0;1;0;3;0;0;1;1;0;3;2;1;0;1;1;3;6;3;3;1;16;0;45
150360 Itaituba;10;1;4;0;15;4;2;4;6;3;5;7;3;4;5;11;12;17;9;7;20;23;0;157
150370 Itupiranga;3;1;2;0;6;3;0;1;2;1;3;0;0;2;4;5;3;4;5;9;5;18;0;71
150375 Jacareacanga;0;3;0;0;3;3;0;0;0;3;0;1;0;0;0;0;0;1;0;0;3;4;0;18
150380 Jacundá;4;1;4;0;9;2;1;1;3;1;2;2;6;2;2;3;4;5;9;6;3;23;0;84
150390 Juruti;5;1;2;0;8;2;0;0;2;0;0;0;0;0;2;1;1;0;2;2;3;14;0;37
150400 Limoeiro do Ajuru;2;0;0;0;2;0;1;0;0;0;1;1;2;0;0;4;0;0;1;3;3;7;0;25
150405 Mãe do Rio;3;0;3;0;6;0;0;0;1;0;0;2;1;1;5;3;5;2;7;4;3;15;0;55
150410 Magalhães Barata;1;1;0;0;2;0;1;0;1;0;0;0;1;1;0;0;0;0;2;1;2;10;0;21
150420 Marabá;17;7;12;0;36;5;9;2;9;10;12;7;16;10;21;27;30;28;31;42;26;78;1;400
150430 Maracanã;0;2;0;0;2;0;1;1;1;2;1;1;0;2;2;1;4;2;1;4;2;9;0;36
150440 Marapanim;5;0;0;0;5;1;1;0;0;0;0;0;1;3;3;4;5;2;3;5;3;13;0;49
150442 Marituba;5;2;5;0;12;1;1;0;1;5;3;9;8;7;5;11;10;15;15;18;18;44;0;183
150445 Medicilândia;5;0;0;0;5;1;0;0;0;0;0;0;0;0;0;1;1;1;5;10;3;3;0;30
150450 Melgaço;4;0;0;0;4;0;0;1;2;0;0;1;0;1;0;0;1;0;0;1;0;3;0;14
150460 Mocajuba;3;0;0;0;3;2;0;0;0;1;0;1;1;1;1;2;0;3;1;3;4;11;0;34
150470 Moju;3;1;3;0;7;2;0;3;2;0;9;4;2;0;3;2;3;3;4;2;7;5;0;58
150480 Monte Alegre;6;2;1;0;9;1;1;0;4;1;1;0;4;3;2;1;5;4;9;5;2;9;0;61
150490 Muaná;3;1;2;0;6;1;0;1;0;0;2;2;0;0;5;0;2;4;2;5;4;12;0;46
150495 Nova Esperança do Piriá;1;0;3;0;4;0;1;0;0;0;0;1;0;0;1;0;1;2;1;3;1;3;0;18
